Code,Growth,SppType,Season,Month,Year,Site,Plot,Quad,Cover
HOGL2,P,H,3,September,2005,S,1,120,4
SATR12,A,H,3,September,2005,S,1,120,10
SPCR,P,G,3,September,2005,S,1,120,10
GUSA2,P,S,3,September,2005,S,1,126,1
SCBR2,P,G,3,September,2005,S,1,126,5
SATR12,A,H,3,September,2005,S,1,126,6
ARPUP6,P,G,3,September,2005,S,1,128,2
ERRO2,A,H,3,September,2005,S,1,128,2
SOEL,P,H,3,September,2005,S,1,128,2
GUSA2,P,S,3,September,2005,S,1,128,6
SATR12,A,H,3,September,2005,S,1,128,20
EUEX4,A,H,3,September,2005,S,1,130,1
SCBR2,P,G,3,September,2005,S,1,130,7
ARPUP6,P,G,3,September,2005,S,1,130,10
SATR12,A,H,3,September,2005,S,1,130,15
CHSES,A,H,3,September,2005,S,1,132,1
HOGL2,P,H,3,September,2005,S,1,132,3
SCBR2,P,G,3,September,2005,S,1,132,10
SATR12,A,H,3,September,2005,S,1,132,25
SCBR2,P,G,3,September,2005,S,1,138,3
HOGL2,P,H,3,September,2005,S,1,138,4
SATR12,A,H,3,September,2005,S,1,138,25
HOGL2,P,H,3,September,2005,S,1,140,2
HOGL2,P,H,3,September,2005,S,1,142,2
SCBR2,P,G,3,September,2005,S,1,142,2
SPHA,P,H,3,September,2005,S,1,142,4
SATR12,A,H,3,September,2005,S,1,142,50
HOGL2,P,H,3,September,2005,S,1,144,4
SCBR2,P,G,3,September,2005,S,1,144,4
SATR12,A,H,3,September,2005,S,1,144,5
SATR12,A,H,3,September,2005,S,2,6,4
DAPU7,P,G,3,September,2005,S,2,6,15
PLJA,P,G,3,September,2005,S,2,6,15
SPCR,P,G,3,September,2005,S,2,8,3
SCBR2,P,G,3,September,2005,S,2,8,15
SATR12,A,H,3,September,2005,S,2,8,25
HODR,P,H,3,September,2005,S,2,10,3
BOGR2,P,G,3,September,2005,S,2,10,4
BOER4,P,G,3,September,2005,S,2,10,40
HODR,P,H,3,September,2005,S,2,12,1
BOER4,P,G,3,September,2005,S,2,12,2
GUSA2,P,S,3,September,2005,S,2,12,2
SPCR,P,G,3,September,2005,S,2,12,25
EUEX4,A,H,3,September,2005,S,2,18,1
DAPU7,P,G,3,September,2005,S,2,18,3
BOER4,P,G,3,September,2005,S,2,18,10
SPCR,P,G,3,September,2005,S,2,20,8
BOER4,P,G,3,September,2005,S,2,20,40
SPCO4,P,G,3,September,2005,S,2,22,12
GUSA2,P,S,3,September,2005,S,2,22,45
MELE2,P,H,3,September,2005,S,2,24,2
STPA4,P,H,3,September,2005,S,2,24,15
GUSA2,P,S,3,September,2005,S,2,24,35
SPCO4,P,G,3,September,2005,S,2,30,2
BOER4,P,G,3,September,2005,S,2,30,65
STPA4,P,H,3,September,2005,S,2,32,4
GUSA2,P,S,3,September,2005,S,2,32,8
BOER4,P,G,3,September,2005,S,2,34,20
PLJA,P,G,3,September,2005,S,2,36,3
BOER4,P,G,3,September,2005,S,2,36,8
SCBR2,P,G,3,September,2005,S,2,36,10
BOER4,P,G,3,September,2005,S,2,42,14
BOER4,P,G,3,September,2005,S,2,44,45
GACO5,P,H,3,September,2005,S,2,46,2
GUSA2,P,S,3,September,2005,S,2,46,2
MAPIP,P,H,3,September,2005,S,2,46,2
SCBR2,P,G,3,September,2005,S,2,46,2
BOER4,P,G,3,September,2005,S,2,46,12
GUSA2,P,S,3,September,2005,S,2,48,20
BOER4,P,G,3,September,2005,S,2,48,40
TECO,P,H,3,September,2005,S,2,54,3
BOER4,P,G,3,September,2005,S,2,54,25
SCBR2,P,G,3,September,2005,S,2,56,1
BOER4,P,G,3,September,2005,S,2,56,20
GUSA2,P,S,3,September,2005,S,2,56,20
MAPIP,P,H,3,September,2005,S,2,58,3
BOER4,P,G,3,September,2005,S,2,58,20
SPCOC,P,H,3,September,2005,S,2,60,1
MUPO2,P,G,3,September,2005,S,2,60,8
BOER4,P,G,3,September,2005,S,2,60,40
BOER4,P,G,3,September,2005,S,2,66,3
ARAD,A,G,3,September,2005,S,2,68,5
BOER4,P,G,3,September,2005,S,2,68,13
MAPIP,P,H,3,September,2005,S,2,70,2
ZIGR,P,H,3,September,2005,S,2,70,2
BOER4,P,G,3,September,2005,S,2,70,25
GACO5,P,H,3,September,2005,S,2,72,10
BOER4,P,G,3,September,2005,S,2,72,20
MAPIP,P,H,3,September,2005,S,2,78,1
BOER4,P,G,3,September,2005,S,2,78,8
DAPU7,P,G,3,September,2005,S,2,80,1
MAPIP,P,H,3,September,2005,S,2,80,1
SPCOC,P,H,3,September,2005,S,2,80,1
SPCR,P,G,3,September,2005,S,2,80,5
CHIN2,A,H,3,September,2005,S,2,82,1
SPCR,P,G,3,September,2005,S,2,82,4
BOER4,P,G,3,September,2005,S,2,82,20
EPTO,P,S,3,September,2005,S,2,82,35
EUEX4,A,H,3,September,2005,S,2,84,1
SEBA3,P,H,3,September,2005,S,2,84,1
BOER4,P,G,3,September,2005,S,2,84,12
CHLA10,A,H,3,September,2005,S,2,90,1
BOER4,P,G,3,September,2005,S,2,90,25
MAPIP,P,H,3,September,2005,S,2,92,2
ARAD,A,G,3,September,2005,S,2,92,8
BOER4,P,G,3,September,2005,S,2,92,14
BOER4,P,G,3,September,2005,S,2,94,40
SPCR,P,G,3,September,2005,S,2,96,5
BOER4,P,G,3,September,2005,S,2,96,6
TECO,P,H,3,September,2005,S,2,102,1
GUSA2,P,S,3,September,2005,S,2,102,4
BOER4,P,G,3,September,2005,S,2,102,40
HOGL2,P,H,3,September,2005,S,2,104,1
BOER4,P,G,3,September,2005,S,2,104,30
MAPIP,P,H,3,September,2005,S,2,104,40
SPWR,P,H,3,September,2005,S,2,106,1
BOER4,P,G,3,September,2005,S,2,106,30
BOGR2,P,G,3,September,2005,S,2,106,35
SPCOC,P,H,3,September,2005,S,2,108,3
BOER4,P,G,3,September,2005,S,2,108,10
MUAR2,P,G,3,September,2005,S,2,108,25
HODR,P,H,3,September,2005,S,2,114,1
SOEL,P,H,3,September,2005,S,2,114,1
BOGR2,P,G,3,September,2005,S,2,114,50
GUSA2,P,S,3,September,2005,S,2,116,10
BOER4,P,G,3,September,2005,S,2,116,14
BOER4,P,G,3,September,2005,S,2,118,70
HOGL2,P,H,3,September,2005,S,2,120,1
BOER4,P,G,3,September,2005,S,2,120,50
CHLA10,A,H,3,September,2005,S,2,126,1
SOEL,P,H,3,September,2005,S,2,126,1
HODR,P,H,3,September,2005,S,2,126,3
SPCR,P,G,3,September,2005,S,2,126,10
SPHA,P,H,3,September,2005,S,2,126,30
ARAD,A,G,3,September,2005,S,2,128,1
HODR,P,H,3,September,2005,S,2,128,8
SPCR,P,G,3,September,2005,S,2,128,15
SCBR2,P,G,3,September,2005,S,2,128,20
HODR,P,H,3,September,2005,S,2,130,1
PLJA,P,G,3,September,2005,S,2,130,15
BOER4,P,G,3,September,2005,S,2,130,25
SOEL,P,H,3,September,2005,S,2,132,2
SPCR,P,G,3,September,2005,S,2,132,4
HODR,P,H,3,September,2005,S,2,132,6
MAPIP,P,H,3,September,2005,S,2,132,10
BOER4,P,G,3,September,2005,S,2,132,40
CHLA10,A,H,3,September,2005,S,2,138,1
HODR,P,H,3,September,2005,S,2,138,4
STPA4,P,H,3,September,2005,S,2,138,10
BOER4,P,G,3,September,2005,S,2,138,20
GUSA2,P,S,3,September,2005,S,2,140,7
HODR,P,H,3,September,2005,S,2,140,8
HODR,P,H,3,September,2005,S,2,142,4
SATR12,A,H,3,September,2005,S,2,142,4
SCBR2,P,G,3,September,2005,S,2,142,8
SPCR,P,G,3,September,2005,S,2,142,10
SCBR2,P,G,3,September,2005,S,2,144,10
SPCR,P,G,3,September,2005,S,2,144,20
THAC,P,H,3,September,2005,S,3,6,1
SPCR,P,G,3,September,2005,S,3,6,3
MAPIP,P,H,3,September,2005,S,3,6,4
GUSA2,P,S,3,September,2005,S,3,6,10
BOER4,P,G,3,September,2005,S,3,6,40
CHLA10,A,H,3,September,2005,S,3,8,1
GUWR,A,H,3,September,2005,S,3,8,1
SEDI3,P,H,3,September,2005,S,3,8,1
MAPIP,P,H,3,September,2005,S,3,8,3
BOER4,P,G,3,September,2005,S,3,8,9
SPCR,P,G,3,September,2005,S,3,8,10
EUEX4,A,H,3,September,2005,S,3,10,1
GUSA2,P,S,3,September,2005,S,3,10,10
BOER4,P,G,3,September,2005,S,3,10,35
SEBA3,P,H,3,September,2005,S,3,12,1
SPCR,P,G,3,September,2005,S,3,12,3
GUSA2,P,S,3,September,2005,S,3,12,9
BOER4,P,G,3,September,2005,S,3,12,30
SEBA3,P,H,3,September,2005,S,3,18,2
BOER4,P,G,3,September,2005,S,3,18,85
EUEX4,A,H,3,September,2005,S,3,20,1
BOER4,P,G,3,September,2005,S,3,20,15
MUAR2,P,G,3,September,2005,S,3,20,25
GUSA2,P,S,3,September,2005,S,3,22,4
BOER4,P,G,3,September,2005,S,3,22,25
EUEX4,A,H,3,September,2005,S,3,24,1
SEDI3,P,H,3,September,2005,S,3,24,1
SPCR,P,G,3,September,2005,S,3,24,6
BOER4,P,G,3,September,2005,S,3,24,10
ENDE,P,G,3,September,2005,S,3,30,1
MELE2,P,H,3,September,2005,S,3,30,16
BOER4,P,G,3,September,2005,S,3,30,20
HOGL2,P,H,3,September,2005,S,3,32,1
GUSA2,P,S,3,September,2005,S,3,32,2
BOER4,P,G,3,September,2005,S,3,32,15
BOER4,P,G,3,September,2005,S,3,34,25
GUSA2,P,S,3,September,2005,S,3,34,25
CHSES,A,H,3,September,2005,S,3,36,1
ENDE,P,G,3,September,2005,S,3,36,1
SPCR,P,G,3,September,2005,S,3,36,5
BOER4,P,G,3,September,2005,S,3,36,10
SPCR,P,G,3,September,2005,S,3,42,2
SPWR,P,H,3,September,2005,S,3,42,2
MAPIP,P,H,3,September,2005,S,3,42,8
BOER4,P,G,3,September,2005,S,3,42,20
ENDE,P,G,3,September,2005,S,3,44,1
MELE2,P,H,3,September,2005,S,3,44,6
BOER4,P,G,3,September,2005,S,3,44,20
HODR,P,H,3,September,2005,S,3,46,1
SPFL2,P,G,3,September,2005,S,3,46,1
MAPIP,P,H,3,September,2005,S,3,46,5
BOER4,P,G,3,September,2005,S,3,46,25
CHLA10,A,H,3,September,2005,S,3,48,1
GRCL,P,C,3,September,2005,S,3,48,2
ZIGR,P,H,3,September,2005,S,3,48,2
BOER4,P,G,3,September,2005,S,3,48,35
ARPUP6,P,G,3,September,2005,S,3,54,1
SPCR,P,G,3,September,2005,S,3,54,1
MELE2,P,H,3,September,2005,S,3,54,4
BOER4,P,G,3,September,2005,S,3,54,8
GUSA2,P,S,3,September,2005,S,3,54,10
MAPIP,P,H,3,September,2005,S,3,56,2
BOER4,P,G,3,September,2005,S,3,56,25
DAPU7,P,G,3,September,2005,S,3,58,2
SPCR,P,G,3,September,2005,S,3,58,3
MAPIP,P,H,3,September,2005,S,3,58,8
BOER4,P,G,3,September,2005,S,3,58,35
BOER4,P,G,3,September,2005,S,3,60,16
MAPIP,P,H,3,September,2005,S,3,60,20
STPA4,P,H,3,September,2005,S,3,66,4
BOER4,P,G,3,September,2005,S,3,66,60
SPLE,P,H,3,September,2005,S,3,68,5
BOGR2,P,G,3,September,2005,S,3,68,15
DAPU7,P,G,3,September,2005,S,3,70,1
EUEX4,A,H,3,September,2005,S,3,70,1
HODR,P,H,3,September,2005,S,3,70,1
BOER4,P,G,3,September,2005,S,3,70,15
CHLA10,A,H,3,September,2005,S,3,72,1
DAPU7,P,G,3,September,2005,S,3,72,1
MAPIP,P,H,3,September,2005,S,3,72,1
SPCR,P,G,3,September,2005,S,3,72,1
SPCO4,P,G,3,September,2005,S,3,72,20
BOER4,P,G,3,September,2005,S,3,72,40
GUSA2,P,S,3,September,2005,S,3,78,1
BOER4,P,G,3,September,2005,S,3,78,50
SPLE,P,H,3,September,2005,S,3,80,1
CHLA10,A,H,3,September,2005,S,3,80,3
MAPIP,P,H,3,September,2005,S,3,80,4
BOER4,P,G,3,September,2005,S,3,80,30
MELE2,P,H,3,September,2005,S,3,82,1
ZIGR,P,H,3,September,2005,S,3,82,3
SPLE,P,H,3,September,2005,S,3,82,4
BOER4,P,G,3,September,2005,S,3,82,10
CHLA10,A,H,3,September,2005,S,3,84,1
GUSA2,P,S,3,September,2005,S,3,84,1
TECO,P,H,3,September,2005,S,3,84,1
MAPIP,P,H,3,September,2005,S,3,84,4
BOER4,P,G,3,September,2005,S,3,84,30
CHLA10,A,H,3,September,2005,S,3,90,2
TECO,P,H,3,September,2005,S,3,90,3
BOER4,P,G,3,September,2005,S,3,90,70
BOER4,P,G,3,September,2005,S,3,92,3
MAPIP,P,H,3,September,2005,S,3,92,4
MUAR2,P,G,3,September,2005,S,3,94,4
MAPIP,P,H,3,September,2005,S,3,94,9
BOER4,P,G,3,September,2005,S,3,94,20
TECO,P,H,3,September,2005,S,3,96,1
SPLE,P,H,3,September,2005,S,3,96,8
BOER4,P,G,3,September,2005,S,3,96,15
SEBA3,P,H,3,September,2005,S,3,102,1
MUAR2,P,G,3,September,2005,S,3,102,2
SPCR,P,G,3,September,2005,S,3,102,2
BOER4,P,G,3,September,2005,S,3,102,8
MELE2,P,H,3,September,2005,S,3,104,4
MAPIP,P,H,3,September,2005,S,3,104,5
SPWR,P,H,3,September,2005,S,3,104,5
BOER4,P,G,3,September,2005,S,3,104,15
SPWR,P,H,3,September,2005,S,3,106,1
MAPIP,P,H,3,September,2005,S,3,106,4
BOER4,P,G,3,September,2005,S,3,106,40
HODR,P,H,3,September,2005,S,3,108,2
MELE2,P,H,3,September,2005,S,3,108,4
BOER4,P,G,3,September,2005,S,3,108,20
MUAR2,P,G,3,September,2005,S,3,114,3
ZIGR,P,H,3,September,2005,S,3,114,3
TECO,P,H,3,September,2005,S,3,114,4
MAPIP,P,H,3,September,2005,S,3,114,10
BOER4,P,G,3,September,2005,S,3,114,20
MAPIP,P,H,3,September,2005,S,3,116,1
HODR,P,H,3,September,2005,S,3,116,2
SPCR,P,G,3,September,2005,S,3,116,2
SPLE,P,H,3,September,2005,S,3,116,3
BOER4,P,G,3,September,2005,S,3,116,20
TECO,P,H,3,September,2005,S,3,118,2
DAPU7,P,G,3,September,2005,S,3,118,10
BOER4,P,G,3,September,2005,S,3,118,15
SEBA3,P,H,3,September,2005,S,3,120,2
TECO,P,H,3,September,2005,S,3,120,3
MAPIP,P,H,3,September,2005,S,3,120,4
SOEL,P,H,3,September,2005,S,3,120,4
BOER4,P,G,3,September,2005,S,3,120,40
GUSA2,P,S,3,September,2005,S,3,126,1
SPCO4,P,G,3,September,2005,S,3,126,1
SPCR,P,G,3,September,2005,S,3,126,3
MAPIP,P,H,3,September,2005,S,3,126,7
BOER4,P,G,3,September,2005,S,3,128,2
SEBA3,P,H,3,September,2005,S,3,128,2
SCBR2,P,G,3,September,2005,S,3,128,4
SPCR,P,G,3,September,2005,S,3,128,15
DAPU7,P,G,3,September,2005,S,3,130,2
SPLE,P,H,3,September,2005,S,3,130,15
MAPIP,P,H,3,September,2005,S,3,130,20
SPCR,P,G,3,September,2005,S,3,130,30
SPLE,P,H,3,September,2005,S,3,132,2
ZIGR,P,H,3,September,2005,S,3,132,3
BOER4,P,G,3,September,2005,S,3,132,25
GUSA2,P,S,3,September,2005,S,3,138,1
BOER4,P,G,3,September,2005,S,3,138,35
CHLA10,A,H,3,September,2005,S,3,140,1
SPCR,P,G,3,September,2005,S,3,140,1
BOER4,P,G,3,September,2005,S,3,140,35
DAPU7,P,G,3,September,2005,S,3,142,2
GUSA2,P,S,3,September,2005,S,3,142,7
ARPUP6,P,G,3,September,2005,S,3,142,10
BOER4,P,G,3,September,2005,S,3,142,15
CHLA10,A,H,3,September,2005,S,3,144,1
EUEX4,A,H,3,September,2005,S,3,144,1
LIPU4,A,H,3,September,2005,S,3,144,1
SEDI3,P,H,3,September,2005,S,3,144,1
SPWR,P,H,3,September,2005,S,3,144,1
DAPU7,P,G,3,September,2005,S,3,144,4
SPLE,P,H,3,September,2005,S,3,144,4
SOEL,P,H,3,September,2005,X,1,6,1
SCBR2,P,G,3,September,2005,X,1,6,5
BOER4,P,G,3,September,2005,X,1,6,8
MUAR,P,G,3,September,2005,X,1,8,2
BOER4,P,G,3,September,2005,X,1,8,5
SCBR2,P,G,3,September,2005,X,1,8,5
SCBR2,P,G,3,September,2005,X,1,10,3
ARPUP6,P,G,3,September,2005,X,1,10,8
CHLA10,A,H,3,September,2005,X,1,12,2
PLJA,P,G,3,September,2005,X,1,12,2
SCBR2,P,G,3,September,2005,X,1,12,2
BOER4,P,G,3,September,2005,X,1,12,5
SPCR,P,G,3,September,2005,X,1,12,5
EPTO,P,S,3,September,2005,X,1,12,45
BOER4,P,G,3,September,2005,X,1,18,4
SPCR,P,G,3,September,2005,X,1,18,6
ARPUP6,P,G,3,September,2005,X,1,18,16
EUEX4,A,H,3,September,2005,X,1,20,1
SCBR2,P,G,3,September,2005,X,1,20,3
SPCO4,P,G,3,September,2005,X,1,20,8
SPCR,P,G,3,September,2005,X,1,20,8
PLJA,P,G,3,September,2005,X,1,20,20
SCBR2,P,G,3,September,2005,X,1,22,3
SATR12,A,H,3,September,2005,X,1,22,5
BOER4,P,G,3,September,2005,X,1,24,1
EUEX4,A,H,3,September,2005,X,1,24,1
SATR12,A,H,3,September,2005,X,1,24,4
SPCO4,P,G,3,September,2005,X,1,24,10
SCBR2,P,G,3,September,2005,X,1,24,20
SCBR2,P,G,3,September,2005,X,1,30,5
BOER4,P,G,3,September,2005,X,1,30,9
ENDE,P,G,3,September,2005,X,1,32,1
SPHA,P,H,3,September,2005,X,1,32,1
SCBR2,P,G,3,September,2005,X,1,32,10
SPCR,P,G,3,September,2005,X,1,32,16
SCBR2,P,G,3,September,2005,X,1,34,30
EUEX4,A,H,3,September,2005,X,1,36,1
SPCR,P,G,3,September,2005,X,1,36,10
SCBR2,P,G,3,September,2005,X,1,36,15
SPCR,P,G,3,September,2005,X,1,42,2
MUAR2,P,G,3,September,2005,X,1,42,4
PLJA,P,G,3,September,2005,X,1,42,12
HOGL2,P,H,3,September,2005,X,1,44,1
SPCR,P,G,3,September,2005,X,1,44,6
SCBR2,P,G,3,September,2005,X,1,44,8
HOGL2,P,H,3,September,2005,X,1,46,2
MUAR2,P,G,3,September,2005,X,1,46,2
SCBR2,P,G,3,September,2005,X,1,46,15
HOGL2,P,H,3,September,2005,X,1,48,4
SCBR2,P,G,3,September,2005,X,1,48,10
MUAR,P,G,3,September,2005,X,1,54,2
SATR12,A,H,3,September,2005,X,1,54,8
SCBR2,P,G,3,September,2005,X,1,54,25
HOGL2,P,H,3,September,2005,X,1,56,2
SPCO4,P,G,3,September,2005,X,1,56,4
SCBR2,P,G,3,September,2005,X,1,56,6
HOGL2,P,H,3,September,2005,X,1,58,4
SCBR2,P,G,3,September,2005,X,1,58,20
HOGL2,P,H,3,September,2005,X,1,60,4
MUAR2,P,G,3,September,2005,X,1,60,8
SCBR2,P,G,3,September,2005,X,1,60,10
BOER4,P,G,3,September,2005,X,1,66,4
SPCR,P,G,3,September,2005,X,1,66,12
SCBR2,P,G,3,September,2005,X,1,68,2
SPCO4,P,G,3,September,2005,X,1,68,6
BOER4,P,G,3,September,2005,X,1,68,8
GUSA2,P,S,3,September,2005,X,1,68,30
CHLA10,A,H,3,September,2005,X,1,70,2
SCBR2,P,G,3,September,2005,X,1,70,6
SPCO4,P,G,3,September,2005,X,1,70,10
SCBR2,P,G,3,September,2005,X,1,72,2
SOEL,P,H,3,September,2005,X,1,72,2
SATR12,A,H,3,September,2005,X,1,72,10
GUSA2,P,S,3,September,2005,X,1,78,1
SOEL,P,H,3,September,2005,X,1,78,3
SPCR,P,G,3,September,2005,X,1,78,6
BOER4,P,G,3,September,2005,X,1,78,8
GUSA2,P,S,3,September,2005,X,1,80,2
BOER4,P,G,3,September,2005,X,1,80,25
CHLA10,A,H,3,September,2005,X,1,82,1
GUSA2,P,S,3,September,2005,X,1,82,2
BOER4,P,G,3,September,2005,X,1,82,10
BOER4,P,G,3,September,2005,X,1,84,15
SPCR,P,G,3,September,2005,X,1,90,8
BOER4,P,G,3,September,2005,X,1,90,15
SATR12,A,H,3,September,2005,X,1,90,15
SCBR2,P,G,3,September,2005,X,1,90,15
ARPUP6,P,G,3,September,2005,X,1,92,2
EPTO,P,S,3,September,2005,X,1,92,3
BOER4,P,G,3,September,2005,X,1,92,35
CHSE7,A,H,3,September,2005,X,1,94,1
BOER4,P,G,3,September,2005,X,1,94,3
SCBR2,P,G,3,September,2005,X,1,94,25
ARPUP6,P,G,3,September,2005,X,1,96,2
SPHA,P,H,3,September,2005,X,1,96,2
BOER4,P,G,3,September,2005,X,1,96,4
SATR12,A,H,3,September,2005,X,1,96,25
PLJA,P,G,3,September,2005,X,1,96,35
BOER4,P,G,3,September,2005,X,1,102,15
PLJA,P,G,3,September,2005,X,1,102,70
SPCO4,P,G,3,September,2005,X,1,104,2
SPHA,P,H,3,September,2005,X,1,104,4
SCBR2,P,G,3,September,2005,X,1,104,9
BOER4,P,G,3,September,2005,X,1,104,15
SPCR,P,G,3,September,2005,X,1,104,15
ARPUP6,P,G,3,September,2005,X,1,106,2
BOER4,P,G,3,September,2005,X,1,106,15
SCBR2,P,G,3,September,2005,X,1,106,15
CHLA10,A,H,3,September,2005,X,1,108,1
HODR,P,H,3,September,2005,X,1,108,1
SATR12,A,H,3,September,2005,X,1,108,2
PLJA,P,G,3,September,2005,X,1,108,3
SPCO4,P,G,3,September,2005,X,1,108,6
SPHA,P,H,3,September,2005,X,1,108,8
BOER4,P,G,3,September,2005,X,1,108,10
SCBR2,P,G,3,September,2005,X,1,114,3
SPCO4,P,G,3,September,2005,X,1,114,4
SATR12,A,H,3,September,2005,X,1,114,7
BOER4,P,G,3,September,2005,X,1,116,5
SCBR2,P,G,3,September,2005,X,1,116,8
ARPUP6,P,G,3,September,2005,X,1,118,3
SATR12,A,H,3,September,2005,X,1,118,5
SPCO4,P,G,3,September,2005,X,1,118,8
BOER4,P,G,3,September,2005,X,1,120,4
ARPUP6,P,G,3,September,2005,X,1,120,10
PLJA,P,G,3,September,2005,X,1,120,10
EPTO,P,S,3,September,2005,X,1,120,50
BOER4,P,G,3,September,2005,X,1,126,10
SCBR2,P,G,3,September,2005,X,1,128,1
BOER4,P,G,3,September,2005,X,1,128,10
GUSA2,P,S,3,September,2005,X,1,128,50
ARPUP6,P,G,3,September,2005,X,1,130,1
EUEX4,A,H,3,September,2005,X,1,130,1
BOER4,P,G,3,September,2005,X,1,130,7
SCBR2,P,G,3,September,2005,X,1,130,8
SATR12,A,H,3,September,2005,X,1,130,15
PLJA,P,G,3,September,2005,X,1,132,15
ARPUP6,P,G,3,September,2005,X,1,132,20
SCBR2,P,G,3,September,2005,X,1,138,6
SPCR,P,G,3,September,2005,X,1,138,7
SPCR,P,G,3,September,2005,X,1,140,4
BOER4,P,G,3,September,2005,X,1,140,25
SPCR,P,G,3,September,2005,X,1,142,3
BOER4,P,G,3,September,2005,X,1,142,6
PLJA,P,G,3,September,2005,X,1,142,10
SATR12,A,H,3,September,2005,X,1,144,5
BOER4,P,G,3,September,2005,X,1,144,6
SCBR2,P,G,3,September,2005,X,1,144,10
SPCR,P,G,3,September,2005,X,2,6,4
SPCO4,P,G,3,September,2005,X,2,6,8
EPTO,P,S,3,September,2005,X,2,6,15
BOER4,P,G,3,September,2005,X,2,8,8
SPCR,P,G,3,September,2005,X,2,8,30
BOER4,P,G,3,September,2005,X,2,10,22
ENDE,P,G,3,September,2005,X,2,12,1
RUMEX,P,H,3,September,2005,X,2,12,1
BOER4,P,G,3,September,2005,X,2,12,35
BOBA2,A,G,3,September,2005,X,2,18,1
BOER4,P,G,3,September,2005,X,2,18,1
RUMEX,P,H,3,September,2005,X,2,18,1
TRRA,A,G,3,September,2005,X,2,18,1
SPFL2,P,G,3,September,2005,X,2,20,1
BOER4,P,G,3,September,2005,X,2,20,50
BOER4,P,G,3,September,2005,X,2,22,5
SPCR,P,G,3,September,2005,X,2,22,65
EUEX4,A,H,3,September,2005,X,2,24,1
BOER4,P,G,3,September,2005,X,2,24,40
BOER4,P,G,3,September,2005,X,2,30,15
SPFL2,P,G,3,September,2005,X,2,30,20
BOER4,P,G,3,September,2005,X,2,32,70
BOER4,P,G,3,September,2005,X,2,34,35
OPPH,P,C,3,September,2005,X,2,36,8
BOER4,P,G,3,September,2005,X,2,36,40
RUMEX,P,H,3,September,2005,X,2,42,1
BOER4,P,G,3,September,2005,X,2,42,12
SPCR,P,G,3,September,2005,X,2,42,12
SPCO4,P,G,3,September,2005,X,2,44,8
BOER4,P,G,3,September,2005,X,2,44,15
BAWR,P,S,3,September,2005,X,2,44,60
SPAI,P,G,3,September,2005,X,2,46,4
SPCR,P,G,3,September,2005,X,2,48,6
BOER4,P,G,3,September,2005,X,2,48,50
SPCR,P,G,3,September,2005,X,2,54,5
BOER4,P,G,3,September,2005,X,2,54,18
BOER4,P,G,3,September,2005,X,2,56,35
PLJA,P,G,3,September,2005,X,2,58,25
BOER4,P,G,3,September,2005,X,2,58,35
SPCR,P,G,3,September,2005,X,2,60,1
BOER4,P,G,3,September,2005,X,2,60,30
ASNU4,A,H,3,September,2005,X,2,66,1
EUEX4,A,H,3,September,2005,X,2,66,1
BOER4,P,G,3,September,2005,X,2,66,25
GUSA2,P,S,3,September,2005,X,2,68,1
SPFL2,P,G,3,September,2005,X,2,68,1
BOER4,P,G,3,September,2005,X,2,68,7
BOER4,P,G,3,September,2005,X,2,70,30
CHSES,A,H,3,September,2005,X,2,72,1
SPCO4,P,G,3,September,2005,X,2,72,30
BOER4,P,G,3,September,2005,X,2,72,45
SPCR,P,G,3,September,2005,X,2,78,1
BOER4,P,G,3,September,2005,X,2,78,45
EUEX4,A,H,3,September,2005,X,2,80,1
BOER4,P,G,3,September,2005,X,2,80,40
ASNU4,A,H,3,September,2005,X,2,82,1
SPFL2,P,G,3,September,2005,X,2,82,15
BOER4,P,G,3,September,2005,X,2,82,25
CHSES,A,H,3,September,2005,X,2,84,1
EUEX4,A,H,3,September,2005,X,2,84,1
SPFL2,P,G,3,September,2005,X,2,84,2
BOER4,P,G,3,September,2005,X,2,84,4
SPCR,P,G,3,September,2005,X,2,84,8
BOER4,P,G,3,September,2005,X,2,90,20
SPCR,P,G,3,September,2005,X,2,90,35
BOGR2,P,G,3,September,2005,X,2,92,5
BOER4,P,G,3,September,2005,X,2,92,25
SPCR,P,G,3,September,2005,X,2,92,25
BOER4,P,G,3,September,2005,X,2,94,8
SPCR,P,G,3,September,2005,X,2,94,65
ASNU4,A,H,3,September,2005,X,2,96,1
BOER4,P,G,3,September,2005,X,2,96,60
BOER4,P,G,3,September,2005,X,2,102,35
BOER4,P,G,3,September,2005,X,2,104,30
PLJA,P,G,3,September,2005,X,2,106,10
SPFL2,P,G,3,September,2005,X,2,106,15
BOER4,P,G,3,September,2005,X,2,106,30
BOBA2,A,G,3,September,2005,X,2,108,1
MOSQ,A,G,3,September,2005,X,2,108,1
BOER4,P,G,3,September,2005,X,2,108,35
SOEL,P,H,3,September,2005,X,2,114,3
BOER4,P,G,3,September,2005,X,2,114,60
BOER4,P,G,3,September,2005,X,2,116,2
BOGR2,P,G,3,September,2005,X,2,116,44
BOER4,P,G,3,September,2005,X,2,118,40
BOER4,P,G,3,September,2005,X,2,120,60
ASNU4,A,H,3,September,2005,X,2,126,1
BOER4,P,G,3,September,2005,X,2,126,40
SPCR,P,G,3,September,2005,X,2,128,15
BOGR2,P,G,3,September,2005,X,2,128,30
BOER4,P,G,3,September,2005,X,2,130,6
SPCR,P,G,3,September,2005,X,2,130,55
BOER4,P,G,3,September,2005,X,2,132,25
SPCR,P,G,3,September,2005,X,2,132,60
