year,season,date,site,treatment,quad,species,obs,cover,height,count,comment
2009,3,10/7/2009,MS,B,29,DAPU7,5,0.5,5,1,NA
2009,3,10/7/2009,MS,B,29,GUSA2,1,1,16,3,NA
2009,3,10/7/2009,MS,B,29,GUSA2,2,0.75,12,1,NA
2009,3,10/7/2009,MS,B,29,GUSA2,3,0.25,12,2,NA
2009,3,10/7/2009,MS,B,29,GUSA2,4,0.1,7,1,NA
2009,3,10/7/2009,MS,B,29,GUSA2,5,0.25,8,1,NA
2009,3,10/7/2009,MS,B,29,HODR,1,0.1,3,1,NA
2009,3,10/7/2009,MS,B,29,HODR,2,0.05,3,2,NA
2009,3,10/7/2009,MS,B,29,HODR,3,0.01,1,1,NA
2009,3,10/7/2009,MS,B,29,LEFE,1,0.05,4,1,NA
2009,3,10/7/2009,MS,B,29,SPCR,1,0.1,7,1,NA
2009,3,10/7/2009,MS,B,29,SPCR,2,0.05,7,1,NA
2009,3,10/7/2009,MS,B,30,BOER4,1,0.1,3,5,NA
2009,3,10/7/2009,MS,B,30,BOER4,2,0.25,8,3,NA
2009,3,10/7/2009,MS,B,30,BOER4,3,2.5,13,1,NA
2009,3,10/7/2009,MS,B,30,BOER4,4,0.75,12,1,NA
2009,3,10/7/2009,MS,B,30,BOER4,5,1,9,1,NA
2009,3,10/7/2009,MS,B,30,DAPU7,1,0.05,2,30,NA
2009,3,10/7/2009,MS,B,30,DAPU7,2,0.1,4,2,NA
2009,3,10/7/2009,MS,B,30,DAPU7,3,0.01,1,7,NA
2009,3,10/7/2009,MS,B,30,GUSA2,1,0.5,12,2,NA
2009,3,10/7/2009,MS,B,30,GUSA2,2,0.75,17,2,NA
2009,3,10/7/2009,MS,B,30,GUSA2,3,0.75,12,2,NA
2009,3,10/7/2009,MS,B,30,GUSA2,4,2,20,1,NA
2009,3,10/7/2009,MS,B,30,GUSA2,5,1.5,20,3,NA
2009,3,10/7/2009,MS,B,30,GUSA2,6,0.25,10,1,NA
2009,3,10/7/2009,MS,B,30,GUSA2,7,0.1,7,2,NA
2009,3,10/7/2009,MS,B,30,GUSA2,8,0.25,7,2,NA
2009,3,10/7/2009,MS,B,30,GUSA2,9,2.5,17,3,NA
2009,3,10/7/2009,MS,B,30,LEFE,1,0.05,6,1,NA
2009,3,10/7/2009,MS,B,30,MAPIP,1,0.5,10,1,NA
2009,3,10/7/2009,MS,B,30,MAPIP,2,0.1,7,1,NA
2009,3,10/7/2009,MS,B,30,SPCO4,1,0.75,19,1,NA
2009,3,10/7/2009,MS,B,30,SPCO4,2,0.5,10,2,NA
2009,3,10/7/2009,MS,B,30,SPCO4,3,0.1,7,1,NA
2009,3,10/7/2009,MS,B,30,SPCR,1,0.5,12,1,NA
2009,3,10/7/2009,MS,B,31,BOER4,1,0.5,10,1,NA
2009,3,10/7/2009,MS,B,31,BOER4,2,0.75,10,1,NA
2009,3,10/7/2009,MS,B,31,BOER4,3,1,10,1,NA
2009,3,10/7/2009,MS,B,31,BOER4,4,0.1,7,2,NA
2009,3,10/7/2009,MS,B,31,CRCR3,1,0.01,1,2,NA
2009,3,10/7/2009,MS,B,31,DAPU7,1,0.05,3,3,NA
2009,3,10/7/2009,MS,B,31,DAPU7,2,0.1,3,2,NA
2009,3,10/7/2009,MS,B,31,DAPU7,3,0.25,5,3,NA
2009,3,10/7/2009,MS,B,31,DAPU7,4,0.5,5,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,1,1.5,18,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,2,1,15,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,3,0.75,13,3,NA
2009,3,10/7/2009,MS,B,31,GUSA2,4,0.25,12,3,NA
2009,3,10/7/2009,MS,B,31,GUSA2,5,0.1,13,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,6,1.5,15,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,7,2.5,20,1,NA
2009,3,10/7/2009,MS,B,31,GUSA2,8,0.25,6,1,NA
2009,3,10/7/2009,MS,B,31,SPCO4,1,3,23,1,NA
2009,3,10/7/2009,MS,B,32,CRCR3,1,0.01,1,1,NA
2009,3,10/7/2009,MS,B,32,DAPU7,1,0.01,2,9,NA
2009,3,10/7/2009,MS,B,32,DAPU7,2,0.05,3,14,NA
2009,3,10/7/2009,MS,B,32,DAPU7,3,0.1,4,9,NA
2009,3,10/7/2009,MS,B,32,DAPU7,4,0.25,4,4,NA
2009,3,10/7/2009,MS,B,32,DAPU7,5,0.5,4,2,NA
2009,3,10/7/2009,MS,B,32,GUSA2,1,1,21,1,NA
2009,3,10/7/2009,MS,B,32,GUSA2,2,1,11,1,NA
2009,3,10/7/2009,MS,B,32,GUSA2,3,0.75,15,1,NA
2009,3,10/7/2009,MS,B,32,GUSA2,4,0.1,9,1,NA
2009,3,10/7/2009,MS,B,32,GUSA2,5,0.25,12,1,NA
2009,3,10/7/2009,MS,B,32,LIPU4,1,0.5,9,1,NA
2009,3,10/7/2009,MS,B,32,LIPU4,2,0.1,6,1,NA
2009,3,10/7/2009,MS,B,32,LIPU4,3,0.25,13,4,NA
2009,3,10/7/2009,MS,B,32,MAPIP,1,0.25,8,1,NA
2009,3,10/7/2009,MS,B,32,MUAR2,1,0.01,2,2,NA
2009,3,10/7/2009,MS,B,32,MUPO2,1,2,20,1,NA
2009,3,10/7/2009,MS,B,32,SPCO4,1,0.25,22,1,NA
2009,3,10/7/2009,MS,B,32,SPCO4,2,0.05,3,3,NA
2009,3,10/7/2009,MS,B,32,SPLE,1,0.05,4,1,NA
2009,3,10/7/2009,MS,B,32,SPLE,2,0.01,2,1,NA
2009,3,10/7/2009,MS,B,33,DAPU7,1,0.05,2,17,NA
2009,3,10/7/2009,MS,B,33,DAPU7,2,0.1,3,6,NA
2009,3,10/7/2009,MS,B,33,DAPU7,3,0.25,4,4,NA
2009,3,10/7/2009,MS,B,33,GUSA2,1,0.75,14,2,NA
2009,3,10/7/2009,MS,B,33,GUSA2,2,1,15,2,NA
2009,3,10/7/2009,MS,B,33,GUSA2,3,0.75,20,1,NA
2009,3,10/7/2009,MS,B,33,GUSA2,4,0.1,6,2,ho
2009,3,10/7/2009,MS,B,33,GUSA2,5,0.5,15,1,NA
2009,3,10/7/2009,MS,B,33,HODR,1,0.05,3,1,NA
2009,3,10/7/2009,MS,B,33,LATR2,1,1,16,4,NA
2009,3,10/7/2009,MS,B,33,LATR2,2,0.75,13,6,NA
2009,3,10/7/2009,MS,B,33,LATR2,3,0.25,6,6,NA
2009,3,10/7/2009,MS,B,33,LATR2,4,0.1,4,3,NA
2009,3,10/7/2009,MS,B,33,LATR2,5,0.5,10,7,NA
2009,3,10/7/2009,MS,B,33,SPCR,1,0.05,5,3,NA
2009,3,10/7/2009,MS,B,33,SPCR,2,0.1,7,3,NA
2009,3,10/7/2009,MS,B,33,SPCR,3,0.5,9,1,NA
2009,3,10/7/2009,MS,B,33,STEM,1,1,250,1,NA
2009,3,10/7/2009,MS,B,34,ARPU9,1,0.1,13,1,NA
2009,3,10/7/2009,MS,B,34,ARPU9,2,0.05,10,1,NA
2009,3,10/7/2009,MS,B,34,BOER4,1,0.75,8,6,NA
2009,3,10/7/2009,MS,B,34,BOER4,2,1,10,3,NA
2009,3,10/7/2009,MS,B,34,BOER4,3,0.25,6,10,NA
2009,3,10/7/2009,MS,B,34,BOER4,4,0.1,6,8,NA
2009,3,10/7/2009,MS,B,34,BOER4,5,0.5,9,3,NA
2009,3,10/7/2009,MS,B,34,BOER4,6,4,14,1,NA
2009,3,10/7/2009,MS,B,34,DAPU7,1,0.1,3,2,NA
2009,3,10/7/2009,MS,B,34,DAPU7,2,0.05,2,6,NA
2009,3,10/7/2009,MS,B,34,DAPU7,3,0.25,4,2,NA
2009,3,10/7/2009,MS,B,34,DAPU7,4,0.5,4,1,NA
2009,3,10/7/2009,MS,B,34,DAPU7,5,0.01,2,3,NA
2009,3,10/7/2009,MS,B,34,GUSA2,1,0.1,6,1,NA
2009,3,10/7/2009,MS,B,34,GUSA2,2,0.05,5,2,NA
2009,3,10/7/2009,MS,B,34,HODR,1,0.05,3,2,NA
2009,3,10/7/2009,MS,B,34,HODR,2,0.1,4,1,NA
2009,3,10/7/2009,MS,B,34,MAPIP,1,0.05,6,1,NA
2009,3,10/7/2009,MS,B,34,MAPIP,2,0.25,9,2,NA
2009,3,10/7/2009,MS,B,34,MAPIP,3,0.5,10,1,NA
2009,3,10/7/2009,MS,B,34,MAPIP,4,0.1,9,1,NA
2009,3,10/7/2009,MS,B,35,ARPU9,1,0.1,4,1,NA
2009,3,10/7/2009,MS,B,35,BOER4,1,2,20,1,NA
2009,3,10/7/2009,MS,B,35,BOER4,2,0.5,12,1,NA
2009,3,10/7/2009,MS,B,35,BOER4,3,0.75,15,1,NA
2009,3,10/7/2009,MS,B,35,BOER4,4,0.1,10,1,NA
2009,3,10/7/2009,MS,B,35,BOER4,5,0.05,3,1,NA
2009,3,10/7/2009,MS,B,35,CHMI7,1,0.1,2,1,NA
2009,3,10/7/2009,MS,B,35,CHMI7,2,0.05,1,1,NA
2009,3,10/7/2009,MS,B,35,CHRE4,1,0.01,1,2,NA
2009,3,10/7/2009,MS,B,35,CRCR3,1,0.01,1,3,NA
2009,3,10/7/2009,MS,B,35,DAPU7,1,0.25,4,2,NA
2009,3,10/7/2009,MS,B,35,DAPU7,2,0.1,3,6,NA
2009,3,10/7/2009,MS,B,35,DAPU7,3,0.05,3,17,NA
2009,3,10/7/2009,MS,B,35,DAPU7,4,0.5,5,3,NA
2009,3,10/7/2009,MS,B,35,GUSA2,1,1.5,18,1,NA
2009,3,10/7/2009,MS,B,35,GUSA2,2,0.25,15,1,NA
2009,3,10/7/2009,MS,B,35,GUSA2,3,1,17,1,NA
2009,3,10/7/2009,MS,B,35,GUSA2,4,10,35,1,plant is dying 
2009,3,10/7/2009,MS,B,35,GUSA2,5,0.75,15,1,NA
2009,3,10/7/2009,MS,B,35,GUSA2,6,0.25,6,2,NA
2009,3,10/7/2009,MS,B,35,HODR,1,0.5,4,1,NA
2009,3,10/7/2009,MS,B,35,HODR,2,0.05,5,1,NA
2009,3,10/7/2009,MS,B,35,HODR,3,0.1,4,1,NA
2009,3,10/7/2009,MS,B,35,HODR,4,0.05,2,1,NA
2009,3,10/7/2009,MS,B,35,LATR2,1,0.05,3,1,NA
2009,3,10/7/2009,MS,B,35,LEFE,1,0.1,10,1,NA
2009,3,10/7/2009,MS,B,35,LEFE,2,0.1,16,1,NA
2009,3,10/7/2009,MS,B,35,PEFE,1,0.25,4,2,NA
2009,3,10/7/2009,MS,B,35,SPCO4,1,0.5,14,1,NA
2009,3,10/7/2009,MS,B,36,ARAD,1,0.25,12,1,NA
2009,3,10/7/2009,MS,B,36,ASMIM,1,0.01,1,1,NA
2009,3,10/7/2009,MS,B,36,BOER4,1,1,10,1,NA
2009,3,10/7/2009,MS,B,36,BOER4,2,0.1,7,5,NA
2009,3,10/7/2009,MS,B,36,BOER4,3,0.5,17,2,NA
2009,3,10/7/2009,MS,B,36,BOER4,4,0.25,9,4,NA
2009,3,10/7/2009,MS,B,36,BOER4,5,1.5,10,1,NA
2009,3,10/7/2009,MS,B,36,CHMI7,1,0.25,3,1,NA
2009,3,10/7/2009,MS,B,36,DAPU7,1,0.01,2,4,NA
2009,3,10/7/2009,MS,B,36,DAPU7,2,0.05,2,7,NA
2009,3,10/7/2009,MS,B,36,DAPU7,3,0.1,4,8,NA
2009,3,10/7/2009,MS,B,36,DAPU7,4,0.25,4,16,NA
2009,3,10/7/2009,MS,B,36,GUSA2,1,0.5,9,1,ho
2009,3,10/7/2009,MS,B,36,GUSA2,2,3,28,1,plant is dying 
2009,3,10/7/2009,MS,B,36,HODR,1,0.5,4,3,NA
2009,3,10/7/2009,MS,B,36,HODR,2,0.05,3,2,NA
2009,3,10/7/2009,MS,B,36,HODR,3,0.25,5,1,NA
2009,3,10/7/2009,MS,B,36,HODR,4,0.01,2,1,NA
2009,3,10/7/2009,MS,B,36,MAPIP,1,0.1,3,1,NA
2009,3,10/7/2009,MS,B,37,ARPU9,1,0.5,13,1,NA
2009,3,10/7/2009,MS,B,37,ASMIM,1,0.01,1,1,NA
2009,3,10/7/2009,MS,B,37,BOER4,1,0.25,6,4,NA
2009,3,10/7/2009,MS,B,37,BOER4,2,0.1,7,5,NA
2009,3,10/7/2009,MS,B,37,BOER4,3,0.75,8,4,NA
2009,3,10/7/2009,MS,B,37,BOER4,4,1,7,2,NA
2009,3,10/7/2009,MS,B,37,BOER4,5,0.05,4,6,NA
2009,3,10/7/2009,MS,B,37,BOER4,6,0.5,9,8,NA
2009,3,10/7/2009,MS,B,37,CHMI7,1,0.1,2,2,NA
2009,3,10/7/2009,MS,B,37,CHMI7,2,0.25,3,1,NA
2009,3,10/7/2009,MS,B,37,DAPU7,1,0.01,2,12,NA
2009,3,10/7/2009,MS,B,37,DAPU7,2,0.05,3,20,NA
2009,3,10/7/2009,MS,B,37,DAPU7,3,0.1,4,16,NA
2009,3,10/7/2009,MS,B,37,DAPU7,4,0.25,5,3,NA
2009,3,10/7/2009,MS,B,37,DAPU7,5,0.75,5,2,NA
2009,3,10/7/2009,MS,B,37,GUSA2,1,1.5,13,1,NA
2009,3,10/7/2009,MS,B,37,GUSA2,2,0.25,9,2,NA
2009,3,10/7/2009,MS,B,37,MUAR2,1,0.05,3,1,NA
2009,3,10/7/2009,MS,B,38,BOER4,1,0.75,9,1,NA
2009,3,10/7/2009,MS,B,38,BOER4,2,9,10,1,NA
2009,3,10/7/2009,MS,B,38,BOER4,3,6,10,1,NA
2009,3,10/7/2009,MS,B,38,BOER4,4,0.1,7,3,NA
2009,3,10/7/2009,MS,B,38,BOER4,5,0.05,7,2,NA
2009,3,10/7/2009,MS,B,38,CHMI7,1,0.1,2,1,NA
2009,3,10/7/2009,MS,B,38,CHMI7,2,0.05,2,4,NA
2009,3,10/7/2009,MS,B,38,CRCR3,1,0.01,1,3,NA
2009,3,10/7/2009,MS,B,38,DAPU7,1,0.5,5,1,NA
2009,3,10/7/2009,MS,B,38,DAPU7,2,0.05,2,20,NA
2009,3,10/7/2009,MS,B,38,DAPU7,3,0.1,3,15,NA
2009,3,10/7/2009,MS,B,38,DAPU7,4,0.25,4,6,NA
2009,3,10/7/2009,MS,B,38,DAPU7,5,0.01,2,4,NA
2009,3,10/7/2009,MS,B,38,GUSA2,1,0.25,9,2,NA
2009,3,10/7/2009,MS,B,38,GUSA2,2,0.25,5,1,NA
2009,3,10/7/2009,MS,B,38,GUSA2,3,0.5,17,1,NA
2009,3,10/7/2009,MS,B,38,HENE5,1,0.05,5,1,ho
2009,3,10/7/2009,MS,B,38,KRLA2,1,1,37,1,or_ .5x 10 ct 2 w/stem=18
2009,3,10/7/2009,MS,B,39,BOER4,1,0.05,4,1,NA
2009,3,10/7/2009,MS,B,39,BOER4,2,0.1,6,2,NA
2009,3,10/7/2009,MS,B,39,BOER4,3,2,8,1,NA
2009,3,10/7/2009,MS,B,39,BOER4,4,0.75,5,1,NA
2009,3,10/7/2009,MS,B,39,CRCR3,1,0.01,1,1,NA
2009,3,10/7/2009,MS,B,39,DAPU7,1,0.1,2,4,NA
2009,3,10/7/2009,MS,B,39,DAPU7,2,0.05,2,4,NA
2009,3,10/7/2009,MS,B,39,GUSA2,1,0.5,14,3,NA
2009,3,10/7/2009,MS,B,39,GUSA2,2,0.5,12,1,NA
2009,3,10/7/2009,MS,B,39,HODR,1,0.05,2,1,NA
2009,3,10/7/2009,MS,B,39,LATR2,1,0.1,5,7,NA
2009,3,10/7/2009,MS,B,39,LATR2,2,0.25,5,4,NA
2009,3,10/7/2009,MS,B,39,LATR2,3,0.5,14,3,NA
2009,3,10/7/2009,MS,B,39,LATR2,4,1,17,1,NA
2009,3,10/7/2009,MS,B,39,LATR2,5,1,14,1,NA
2009,3,10/7/2009,MS,B,39,LATR2,6,0.75,14,1,NA
2009,3,10/7/2009,MS,B,39,MUAR2,1,0.1,6,1,NA
2009,3,10/7/2009,MS,B,39,MUAR2,2,0.05,5,3,NA
2009,3,10/7/2009,MS,B,39,STEM,1,1,170,1,NA
2009,3,10/7/2009,MS,B,40,ARPU9,1,1,13,1,NA
2009,3,10/7/2009,MS,B,40,CRCR3,1,0.01,1,30,NA
2009,3,10/7/2009,MS,B,40,DAPU7,1,0.05,2,15,NA
2009,3,10/7/2009,MS,B,40,DAPU7,2,0.1,3,1,NA
2009,3,10/7/2009,MS,B,40,ENDE,1,0.25,5,1,NA
2009,3,10/7/2009,MS,B,40,GUSA2,1,2,18,2,NA
2009,3,10/7/2009,MS,B,40,GUSA2,2,1,15,5,NA
2009,3,10/7/2009,MS,B,40,GUSA2,3,0.25,14,1,NA
2009,3,10/7/2009,MS,B,40,GUSA2,4,0.5,14,4,NA
2009,3,10/7/2009,MS,B,40,GUSA2,5,0.75,18,2,NA
2009,3,10/7/2009,MS,B,40,GUSA2,6,0.1,10,1,NA
2009,3,10/7/2009,MS,B,40,MAPIP,1,0.25,7,2,NA
2009,3,10/7/2009,MS,B,40,SCBR2,1,0.05,3,5,NA
2009,3,10/7/2009,MS,B,40,SCBR2,2,0.1,3,3,NA
2009,3,10/7/2009,MS,B,40,SCBR2,3,0.25,3,2,NA
2009,3,10/7/2009,MS,B,40,SCBR2,4,0.01,2,2,NA
2009,3,10/7/2009,MS,B,40,SPCO4,1,0.75,20,1,NA
2009,3,10/7/2009,MS,B,40,SPCO4,2,0.5,16,2,NA
2009,3,10/6/2009,MS,C,1,BOER4,1,0.75,8,1,NA
2009,3,10/6/2009,MS,C,1,BOER4,2,10,9,2,NA
2009,3,10/6/2009,MS,C,1,BOER4,3,1.5,9,1,NA
2009,3,10/6/2009,MS,C,1,BOER4,4,0.5,8,2,NA
2009,3,10/6/2009,MS,C,1,BOER4,5,1,9,1,NA
2009,3,10/6/2009,MS,C,1,BOER4,6,0.1,5,5,NA
2009,3,10/6/2009,MS,C,1,BOER4,7,0.25,7,1,NA
2009,3,10/6/2009,MS,C,1,BOER4,8,0.05,5,6,NA
2009,3,10/6/2009,MS,C,1,BOER4,9,2,9,1,NA
2009,3,10/6/2009,MS,C,1,GUSA2,1,0.75,18,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,1,0.5,6,2,NA
2009,3,10/6/2009,MS,C,1,LATR2,2,1.5,11,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,3,0.75,7,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,4,1.5,7,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,5,2,8,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,6,0.25,6,4,NA
2009,3,10/6/2009,MS,C,1,LATR2,7,0.5,7,2,NA
2009,3,10/6/2009,MS,C,1,LATR2,8,0.75,8,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,9,3,9,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,10,0.75,10,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,11,2,14,1,NA
2009,3,10/6/2009,MS,C,1,LATR2,12,1,15,2,NA
2009,3,10/6/2009,MS,C,1,LATR2,13,1,11,2,NA
2009,3,10/6/2009,MS,C,1,LATR2,14,1.5,17,2,NA
2009,3,10/6/2009,MS,C,1,STEM,1,1,230,1,NA
2009,3,10/6/2009,MS,C,2,BOER4,1,2,12,1,NA
2009,3,10/6/2009,MS,C,2,BOER4,2,0.1,7,6,NA
2009,3,10/6/2009,MS,C,2,BOER4,3,0.25,6,2,NA
2009,3,10/6/2009,MS,C,2,BOER4,4,0.5,6,2,NA
2009,3,10/6/2009,MS,C,2,BOER4,5,0.75,6,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,1,0.5,9,2,NA
2009,3,10/6/2009,MS,C,2,LATR2,2,0.1,4,4,NA
2009,3,10/6/2009,MS,C,2,LATR2,3,0.25,4,3,NA
2009,3,10/6/2009,MS,C,2,LATR2,4,0.5,7,3,NA
2009,3,10/6/2009,MS,C,2,LATR2,5,0.05,3,5,NA
2009,3,10/6/2009,MS,C,2,LATR2,6,1,15,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,7,0.75,14,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,8,0.75,18,2,NA
2009,3,10/6/2009,MS,C,2,LATR2,9,0.5,13,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,10,0.25,10,2,NA
2009,3,10/6/2009,MS,C,2,LATR2,11,0.5,10,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,12,0.25,6,3,NA
2009,3,10/6/2009,MS,C,2,LATR2,13,0.75,7,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,14,1,16,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,15,0.75,7,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,16,1,8,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,17,2,24,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,18,1.5,18,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,19,1.5,10,1,NA
2009,3,10/6/2009,MS,C,2,LATR2,20,0.75,13,1,NA
2009,3,10/6/2009,MS,C,2,STEM,1,1,250,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,1,9,14,2,NA
2009,3,10/6/2009,MS,C,3,BOER4,2,0.1,8,7,NA
2009,3,10/6/2009,MS,C,3,BOER4,3,2,8,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,4,0.5,9,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,5,0.25,8,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,6,0.05,4,4,NA
2009,3,10/6/2009,MS,C,3,BOER4,7,1.5,9,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,8,0.25,5,1,NA
2009,3,10/6/2009,MS,C,3,BOER4,9,1,10,1,NA
2009,3,10/6/2009,MS,C,3,MAPIP,1,1,13,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,1,0.75,6,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,2,0.5,8,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,3,0.05,5,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,4,5,8,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,5,4,9,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,6,0.25,7,1,NA
2009,3,10/6/2009,MS,C,4,BOER4,7,0.1,6,1,NA
2009,3,10/6/2009,MS,C,4,DAPU7,1,0.1,2,1,NA
2009,3,10/6/2009,MS,C,4,DAPU7,2,0.05,2,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,1,0.5,10,4,NA
2009,3,10/6/2009,MS,C,4,LATR2,2,0.75,11,4,NA
2009,3,10/6/2009,MS,C,4,LATR2,3,0.25,8,3,NA
2009,3,10/6/2009,MS,C,4,LATR2,4,1,7,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,5,0.1,5,5,NA
2009,3,10/6/2009,MS,C,4,LATR2,6,1.5,12,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,7,0.25,8,3,NA
2009,3,10/6/2009,MS,C,4,LATR2,8,0.5,13,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,9,0.75,9,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,10,0.05,4,3,NA
2009,3,10/6/2009,MS,C,4,LATR2,11,2.5,20,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,12,0.5,12,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,13,2,29,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,14,1.5,25,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,15,0.75,12,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,16,0.5,15,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,17,1,23,1,NA
2009,3,10/6/2009,MS,C,4,LATR2,18,0.5,8,1,NA
2009,3,10/6/2009,MS,C,4,STEM,1,1,160,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,1,8.5,13,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,2,0.1,6,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,3,0.05,4,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,4,0.25,6,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,5,1,6,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,6,8,15,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,7,3.5,10,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,8,2,11,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,9,10,15,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,10,7.5,13,1,NA
2009,3,10/6/2009,MS,C,5,BOER4,11,1.5,14,1,NA
2009,3,10/6/2009,MS,C,5,LATR2,1,0.75,9,1,ho
2009,3,10/6/2009,MS,C,5,LATR2,2,0.25,7,3,NA
2009,3,10/6/2009,MS,C,5,LATR2,3,0.1,8,4,NA
2009,3,10/6/2009,MS,C,5,LATR2,4,0.5,8,1,NA
2009,3,10/6/2009,MS,C,5,LATR2,5,0.5,10,1,NA
2009,3,10/6/2009,MS,C,5,LATR2,6,0.75,6,3,NA
2009,3,10/6/2009,MS,C,5,LATR2,7,1,8,1,NA
2009,3,10/6/2009,MS,C,5,STEM,1,1,80,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,1,10,14,2,NA
2009,3,10/6/2009,MS,C,6,BOER4,2,7,17,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,3,3,15,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,4,6,11,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,5,7,13,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,6,4.5,11,1,NA
2009,3,10/6/2009,MS,C,6,BOER4,7,0.1,7,2,NA
2009,3,10/6/2009,MS,C,6,GUSA2,1,0.25,10,1,NA
2009,3,10/6/2009,MS,C,6,GUSA2,2,0.05,6,1,NA
2009,3,10/6/2009,MS,C,6,GUSA2,3,0.75,16,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,1,2.5,20,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,2,1,8,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,3,0.1,5,3,NA
2009,3,10/6/2009,MS,C,6,LATR2,4,0.5,18,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,5,1.5,16,2,NA
2009,3,10/6/2009,MS,C,6,LATR2,6,0.75,15,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,7,0.75,13,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,8,0.25,9,4,NA
2009,3,10/6/2009,MS,C,6,LATR2,9,1,10,2,NA
2009,3,10/6/2009,MS,C,6,LATR2,10,3,15,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,11,0.5,9,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,12,1.5,17,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,13,0.25,8,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,14,2,15,2,NA
2009,3,10/6/2009,MS,C,6,LATR2,15,0.25,6,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,16,0.75,8,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,17,0.1,7,3,NA
2009,3,10/6/2009,MS,C,6,LATR2,18,0.25,8,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,19,1,15,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,20,3,13,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,21,2,12,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,22,1.5,10,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,23,1.5,17,1,NA
2009,3,10/6/2009,MS,C,6,LATR2,24,0.05,6,5,NA
