Year,Month,Day,Site,Line,Trap,Order,Family,Genus,Species,Count,Comments
1999,12,20,C,E,3,AR,GNA,1,NYM,1,na
1999,12,20,C,E,5,CO,CAR,CYM,PUN,1,na
1999,12,20,C,E,5,OR,ACR,1,NYM,1,na
1999,12,20,C,E,5,SO,ERE,ERE,1,1,na
1999,12,20,G,A,1,CO,CAR,CAT,OPA,1,na
1999,12,20,G,A,1,OR,ACR,MEL,1,3,na
1999,12,20,G,A,1,OR,GRY,1,NYM,1,na
1999,12,20,G,A,3,AR,MIM,MIM,1,1,na
1999,12,20,G,A,3,CO,TEN,ELE,LON,1,na
1999,12,20,G,A,5,AR,GNA,1,NYM,1,na
1999,12,20,G,A,5,AR,LYC,1,NYM,1,na
1999,12,20,G,A,5,AR,THE,LAT,HES,1,na
1999,12,20,G,A,5,OR,ACR,MEL,1,1,na
1999,12,20,G,B,1,AR,GNA,ZEL,TUO,1,na
1999,12,20,G,B,1,AR,THE,LAT,HES,2,na
1999,12,20,G,B,1,MI,MEI,MAC,AUR,1,na
1999,12,20,G,B,3,AR,GNA,1,NYM,2,na
1999,12,20,G,B,3,CO,CAR,CAT,OPA,1,na
1999,12,20,G,B,3,OR,ACR,MEL,1,2,na
1999,12,20,G,B,5,AR,GNA,1,NYM,1,na
1999,12,20,G,B,5,AR,THO,1,NYM,1,na
1999,12,20,G,B,5,CO,TEN,ELE,LON,1,na
1999,12,20,G,B,5,OR,ACR,MEL,1,1,na
1999,12,20,G,C,1,OR,ACR,MEL,1,1,na
1999,12,20,G,C,3,AR,GNA,1,NYM,1,na
1999,12,20,G,C,3,AR,GNA,HER,BUB,1,na
1999,12,20,G,C,3,AR,PHI,1,NYM,1,na
1999,12,20,G,C,3,OR,ACR,MEL,1,1,na
1999,12,20,G,C,3,OR,RHA,CEU,LAM,1,na
1999,12,20,G,C,5,CO,CAR,CYM,PUN,1,na
1999,12,20,G,C,5,MI,MEI,MAC,AUR,1,na
1999,12,20,G,C,5,OR,ACR,MEL,ARZ,2,na
1999,12,20,G,D,1,AR,THO,1,NYM,1,na
1999,12,20,G,D,1,CO,STA,ALE,1,1,na
1999,12,20,G,D,3,CO,STA,ALE,1,1,na
1999,12,20,G,D,3,OR,ACR,AUL,ELL,1,na
1999,12,20,G,D,3,OR,ACR,MEL,1,3,na
1999,12,20,G,D,5,AR,GNA,1,NYM,1,na
1999,12,20,G,D,5,AR,GNA,1,NYM,1,na
1999,12,20,G,D,5,AR,GNA,ZEL,TUO,1,na
1999,12,20,G,D,5,AR,THO,1,NYM,1,na
1999,12,20,G,D,5,CO,CUR,CLE,QUA,1,na
1999,12,20,G,D,5,OR,ACR,MEL,1,2,na
1999,12,20,G,E,1,AR,PHI,1,NYM,1,na
1999,12,20,G,E,1,CO,TEN,ELE,LON,2,na
1999,12,20,G,E,1,OR,ACR,MEL,1,1,na
1999,12,20,G,E,1,SO,ERE,1,NYM,1,na
1999,12,20,G,E,3,AR,GNA,ZEL,TUO,1,na
1999,12,20,G,E,3,AR,THO,1,NYM,2,na
1999,12,20,G,E,3,CO,TEN,GLY,SOR,1,na
1999,12,20,G,E,3,MI,MEI,MAC,AUR,1,na
1999,12,20,G,E,5,AR,GNA,1,NYM,1,na
1999,12,20,G,E,5,CO,TEN,ELE,LON,1,na
1999,12,20,P,A,1,AR,AGE,HOL,HOL,1,na
1999,12,20,P,A,1,AR,CLU,CLU,1,1,na
1999,12,20,P,A,1,OP,GAG,1,1,1,na
1999,12,20,P,A,1,OR,RHA,1,NYM,1,na
1999,12,20,P,A,3,EM,EM,EM,EM,0,na
1999,12,20,P,A,5,EM,EM,EM,EM,0,na
1999,12,20,P,B,1,EM,EM,EM,EM,0,na
1999,12,20,P,B,3,NS,NS,NS,NS,-888,na
1999,12,20,P,B,5,AR,GNA,1,NYM,1,na
1999,12,20,P,B,5,AR,GNA,HER,BUB,1,na
1999,12,20,P,C,1,AR,THE,EUR,SCR,1,na
1999,12,20,P,C,1,OR,RHA,1,NYM,1,na
1999,12,20,P,C,3,EM,EM,EM,EM,0,na
1999,12,20,P,C,5,EM,EM,EM,EM,0,na
1999,12,20,P,D,1,AR,COR,CAS,OCC,1,na
1999,12,20,P,D,1,AR,GNA,HER,BUB,1,na
1999,12,20,P,D,1,OR,ACR,OPE,OBS,1,na
1999,12,20,P,D,1,SO,ERE,1,NYM,1,na
1999,12,20,P,D,3,EM,EM,EM,EM,0,na
1999,12,20,P,D,5,NS,NS,NS,NS,-888,na
1999,12,20,P,E,1,EM,EM,EM,EM,0,na
1999,12,20,P,E,3,AR,GNA,1,NYM,1,na
1999,12,20,P,E,3,CO,STA,ALE,1,1,na
1999,12,20,P,E,3,MA,MAN,YER,SOL,2,na
1999,12,20,P,E,3,MI,MEI,MAC,AUR,3,na
1999,12,20,P,E,3,OR,ACR,1,NYM,1,na
1999,12,20,P,E,3,OR,ACR,TRI,PAL,1,na
1999,12,20,P,E,3,OR,GRY,1,NYM,1,na
1999,12,20,P,E,5,AR,CLU,CLU,1,1,na
1999,12,20,P,E,5,CO,CRY,CRY,FUM,1,na
1999,12,20,P,E,5,MI,MEI,MAC,AUR,3,na
2000,2,15,C,A,1,-888,-888,-888,-888,-888,na
2000,2,15,C,A,3,AR,THO,XYS,NYM,1,na
2000,2,15,C,A,5,HE,LYG,EMB,VIC,2,na
2000,2,15,C,A,5,MI,MEI,MAC,AUR,1,na
2000,2,15,C,B,1,-888,-888,-888,-888,-888,na
2000,2,15,C,B,3,AR,THO,XYS,NYM,1,na
2000,2,15,C,B,5,AR,PHO,PSI,1,1,na
2000,2,15,C,C,1,AR,GNA,HAP,NYM,2,na
2000,2,15,C,C,3,AR,THO,XYS,NYM,1,na
2000,2,15,C,C,3,OR,ACR,ACR,NYM,1,na
2000,2,15,C,C,5,AR,THO,XYS,NYM,3,na
2000,2,15,C,D,1,AR,GNA,HAP,NYM,1,na
2000,2,15,C,D,1,CO,STA,ALE,1,1,na
2000,2,15,C,D,3,AR,GNA,DRD,NYM,1,na
2000,2,15,C,D,5,AR,THO,XYS,NYM,1,na
2000,2,15,C,D,5,OR,ACR,ACR,NYM,2,na
2000,2,15,C,E,1,AR,GNA,DRD,GOS,1,na
2000,2,15,C,E,1,AR,GNA,DRD,NYM,1,na
2000,2,15,C,E,1,AR,GNA,HAP,NYM,1,na
2000,2,15,C,E,1,AR,LYC,SCH,NYM,1,na
2000,2,15,C,E,1,AR,THO,XYS,NYM,1,na
2000,2,15,C,E,3,AR,GNA,HAP,NYM,1,na
2000,2,15,C,E,3,AR,LYC,SCH,NYM,1,na
2000,2,15,C,E,3,AR,PHI,THA,COL,1,na
2000,2,15,C,E,3,AR,PHI,THA,NYM,1,na
2000,2,15,C,E,5,AR,GNA,HAP,NYM,1,na
2000,2,15,C,E,5,AR,PHI,EBO,NYM,1,na
2000,2,15,C,E,5,OR,ACR,ACR,NYM,2,na
2000,2,15,G,A,1,OR,ACR,XAN,NYM,1,na
2000,2,15,G,A,3,AR,PHI,EBO,NYM,2,na
2000,2,15,G,A,3,AR,THO,XYS,NYM,2,na
2000,2,15,G,A,5,AR,THO,XYS,NYM,1,na
2000,2,15,G,B,1,AR,GNA,HAP,NYM,1,na
2000,2,15,G,B,3,AR,DIC,CIC,1,1,na
2000,2,15,G,B,3,AR,LYC,ALO,KOC,2,na
2000,2,15,G,B,5,AR,GNA,HAP,CHA,1,na
2000,2,15,G,B,5,AR,GNA,HAP,NYM,1,na
2000,2,15,G,B,5,AR,PHI,EBO,NYM,2,na
2000,2,15,G,C,1,AR,GNA,HAP,NYM,1,na
2000,2,15,G,C,1,OR,ACR,ACR,NYM,1,na
2000,2,15,G,C,3,AR,GNA,HAP,NYM,1,na
2000,2,15,G,C,3,OR,ACR,XAN,NYM,1,na
2000,2,15,G,C,5,AR,GNA,HAP,NYM,1,na
2000,2,15,G,C,5,HE,LYG,EMB,VIC,1,na
2000,2,15,G,D,1,HE,LYG,EMB,VIC,2,na
2000,2,15,G,D,3,AR,GNA,HAP,NYM,1,na
2000,2,15,G,D,5,AR,DIC,CIC,1,1,na
2000,2,15,G,D,5,AR,LYC,PAR,NYM,2,na
2000,2,15,G,E,1,AR,GNA,HAP,NYM,2,na
2000,2,15,G,E,1,AR,PHI,THA,COL,1,na
2000,2,15,G,E,1,AR,PHO,PSI,1,1,na
2000,2,15,G,E,1,AR,THO,XYS,NYM,1,na
2000,2,15,G,E,1,CO,TEN,EDR,LEE,1,na
2000,2,15,G,E,3,AR,GNA,HAP,NYM,2,na
2000,2,15,G,E,3,AR,GNA,ZEL,NYM,1,na
2000,2,15,G,E,3,AR,THO,XYS,NYM,1,na
2000,2,15,G,E,5,AR,GNA,HAP,NYM,2,na
2000,2,15,G,E,5,AR,THO,XYS,NYM,1,na
2000,2,15,P,A,1,-888,-888,-888,-888,-888,na
2000,2,15,P,A,3,-888,-888,-888,-888,-888,na
2000,2,15,P,A,5,-888,-888,-888,-888,-888,na
2000,2,15,P,B,1,AR,ANY,ANY,NYM,1,na
2000,2,15,P,B,1,AR,GNA,HAP,NYM,1,na
2000,2,15,P,B,3,-888,-888,-888,-888,-888,na
2000,2,15,P,B,5,AR,DIC,CIC,1,1,na
2000,2,15,P,C,1,AR,GNA,HAP,NYM,1,na
2000,2,15,P,C,1,AR,LYC,ALO,KOC,1,na
2000,2,15,P,C,1,AR,PHI,APO,NYM,1,na
2000,2,15,P,C,3,AR,ANY,ANY,DIX,2,na
2000,2,15,P,C,3,AR,GNA,HAP,NYM,1,na
2000,2,15,P,C,5,AR,ANY,ANY,DIX,1,na
2000,2,15,P,C,5,AR,GNA,HAP,NYM,1,na
2000,2,15,P,D,1,AR,LYC,ALO,KOC,1,na
2000,2,15,P,D,1,HE,LYG,EMB,VIC,1,na
2000,2,15,P,D,1,MI,MEI,MAC,AUR,1,na
2000,2,15,P,D,1,OR,ACR,ARP,NYM,1,na
2000,2,15,P,D,1,OR,ACR,PSO,NYM,1,na
2000,2,15,P,D,3,AR,DIC,CIC,1,3,na
2000,2,15,P,D,3,OR,ACR,PSO,NYM,1,na
2000,2,15,P,D,5,AR,DIC,CIC,1,1,na
2000,2,15,P,D,5,AR,GNA,HAP,NYM,1,na
2000,2,15,P,E,1,AR,LYC,PAR,NYM,1,na
2000,2,15,P,E,3,AR,GNA,HAP,NYM,4,na
2000,2,15,P,E,3,AR,PHI,EBO,NYM,1,na
2000,2,15,P,E,3,CO,STA,ALE,1,1,na
2000,2,15,P,E,5,AR,GNA,ZEL,NYM,1,na
2000,4,14,C,A,1,AR,GNA,HAP,CHA,1,na
2000,4,14,C,A,1,AR,GNA,ZEL,NYM,1,na
2000,4,14,C,A,1,OR,ACR,ACR,NYM,2,na
2000,4,14,C,A,3,CO,TEN,ELE,LON,2,na
2000,4,14,C,A,3,OR,ACR,ACR,NYM,1,na
2000,4,14,C,A,5,CO,TEN,ELE,LON,2,na
2000,4,14,C,A,5,-888,-888,-888,-888,-888,na
2000,4,14,C,B,1,CO,TEN,ELE,HIS,1,na
2000,4,14,C,B,1,CO,TEN,ELE,LON,4,na
2000,4,14,C,B,3,AR,GNA,HER,HES,1,na
2000,4,14,C,B,3,AR,GNA,ZEL,NYM,1,na
2000,4,14,C,B,3,CO,TEN,ELE,LON,1,na
2000,4,14,C,B,5,AR,GNA,HAP,CHA,1,na
2000,4,14,C,B,5,AR,GNA,HER,HES,2,na
2000,4,14,C,B,5,CO,TEN,ELE,HIS,1,na
2000,4,14,C,B,5,OR,ACR,ACR,NYM,1,na
2000,4,14,C,C,1,CO,TEN,ELE,LON,12,na
2000,4,14,C,C,1,OR,ACR,ACR,NYM,1,na
2000,4,14,C,C,3,CO,TEN,ELE,LON,2,na
2000,4,14,C,C,5,CO,TEN,ELE,HIS,1,na
2000,4,14,C,D,1,CO,TEN,ELE,LON,1,na
2000,4,14,C,D,1,OR,ACR,ACR,NYM,3,na
2000,4,14,C,D,3,OR,ACR,ACR,NYM,1,na
2000,4,14,C,D,5,AR,GNA,DRD,NYM,1,na
2000,4,14,C,D,5,AR,GNA,HAP,CHA,2,na
2000,4,14,C,D,5,CO,TEN,ELE,LON,1,na
2000,4,14,C,D,5,OR,ACR,ACR,NYM,2,na
2000,4,14,C,E,1,AR,THR,EUR,NYM,1,na
2000,4,14,C,E,1,OR,ACR,ACR,NYM,2,na
2000,4,14,C,E,1,OR,ACR,ARP,CON,4,na
2000,4,14,C,E,3,CO,TEN,ELE,LON,4,na
2000,4,14,C,E,3,OR,ACR,ACR,NYM,2,na
2000,4,14,C,E,3,OR,ACR,ARP,CON,3,na
2000,4,14,C,E,5,AR,GNA,DRD,NYM,1,na
2000,4,14,C,E,5,AR,GNA,HAP,CHA,1,na
2000,4,14,C,E,5,AR,THO,XYS,LAS,1,na
2000,4,14,G,A,1,AR,GNA,ZEL,NYM,1,na
2000,4,14,G,A,1,CO,CUR,CIM,CON,1,na
2000,4,14,G,A,1,OR,ACR,ACR,NYM,2,na
2000,4,14,G,A,1,OR,GRY,GRY,NYM,1,na
2000,4,14,G,A,3,AR,GNA,HAP,CHA,1,na
2000,4,14,G,A,3,AR,GNA,ZEL,NYM,1,na
2000,4,14,G,A,3,CO,CUR,CIM,CON,1,na
2000,4,14,G,A,3,CO,TEN,ELE,LON,4,na
2000,4,14,G,A,3,OR,ACR,ACR,NYM,2,na
2000,4,14,G,A,5,OR,ACR,ACR,NYM,1,na
2000,4,14,G,B,1,AR,GNA,HAP,CHA,1,na
2000,4,14,G,B,1,AR,THO,XYS,LAS,1,na
2000,4,14,G,B,3,AR,GNA,HAP,CHA,1,na
2000,4,14,G,B,3,AR,GNA,HAP,NYM,1,na
2000,4,14,G,B,3,AR,THO,XYS,LAS,1,na
2000,4,14,G,B,3,CO,TEN,ELE,EXT,1,na
2000,4,14,G,B,3,SO,ERE,ERE,NYM,1,na
2000,4,14,G,B,5,CO,TEN,ELE,LON,5,na
2000,4,14,G,B,5,-888,-888,-888,-888,-888,na
2000,4,14,G,C,1,-888,-888,-888,-888,-888,na
2000,4,14,G,C,3,AR,GNA,HAP,NYM,1,na
2000,4,14,G,C,3,OR,RHA,DAI,HAS,1,na
2000,4,14,G,C,3,SO,ERE,ERE,NYM,1,na
2000,4,14,G,C,5,CO,TEN,ELE,LON,6,na
2000,4,14,G,C,5,OR,ACR,ACR,NYM,1,na
2000,4,14,G,C,5,SO,ERE,ERE,NYM,1,na
2000,4,14,G,D,1,AR,THO,XYS,LAS,2,na
2000,4,14,G,D,1,CO,TEN,ELE,LON,4,na
2000,4,14,G,D,3,AR,PHO,PSI,1,1,na
2000,4,14,G,D,3,OR,ACR,ARP,CON,1,na
2000,4,14,G,D,5,-888,-888,-888,-888,-888,na
2000,4,14,G,E,1,AR,GNA,HAP,CHA,1,na
2000,4,14,G,E,1,AR,GNA,HAP,NYM,1,na
2000,4,14,G,E,1,AR,THO,XYS,LAS,1,na
2000,4,14,G,E,1,CO,TEN,ELE,LON,5,na
2000,4,14,G,E,1,OR,ACR,ACR,NYM,1,na
2000,4,14,G,E,1,SR,VAE,VAE,COA,1,na
2000,4,14,G,E,3,AR,GNA,DRA,MUM,1,na
2000,4,14,G,E,3,AR,GNA,HAP,NYM,1,na
2000,4,14,G,E,3,CO,TEN,ELE,LON,2,na
2000,4,14,G,E,5,AR,GNA,HAP,CHA,1,na
2000,4,14,G,E,5,AR,PHI,TIB,NYM,1,na
2000,4,14,G,E,5,CO,TEN,ELE,LON,8,na
2000,4,14,G,E,5,OR,ACR,PSO,DEL,1,na
2000,4,14,G,E,5,OR,RHA,CEU,NYM,1,na
2000,4,14,P,A,1,AR,ANY,ANY,NYM,1,na
2000,4,14,P,A,1,AR,LYC,ALO,KOC,2,na
2000,4,14,P,A,1,CO,TEN,ELE,EXT,1,na
2000,4,14,P,A,1,OR,ACR,ARP,CON,2,na
2000,4,14,P,A,3,OR,RHA,CEU,NYM,2,na
2000,4,14,P,A,5,AR,GNA,ZEL,LAS,1,na
2000,4,14,P,B,1,AR,SAL,SAL,NYM,1,na
2000,4,14,P,B,3,AR,GNA,HAP,NYM,1,na
2000,4,14,P,B,5,CO,TEN,ELE,HIS,1,na
2000,4,14,P,B,5,OR,GRY,GRY,NYM,1,na
2000,4,14,P,C,1,AR,SAL,HAB,NYM,1,na
2000,4,14,P,C,3,AR,TNA,DRA,DRO,1,na
2000,4,14,P,C,5,-888,-888,-888,-888,-888,na
2000,4,14,P,D,1,CO,SCA,EUP,IND,1,na
2000,4,14,P,D,1,OR,ACR,ARP,CON,2,na
2000,4,14,P,D,3,CO,TEN,ELE,EXT,1,na
2000,4,14,P,D,3,CO,TEN,ELE,LON,1,na
2000,4,14,P,D,5,AR,DIC,CIC,1,1,na
2000,4,14,P,E,1,HE,CYD,PAN,BIL,4,na
2000,4,14,P,E,3,CO,TEN,AGR,RUF,1,na
2000,4,14,P,E,3,CO,TEN,ELE,LON,1,na
2000,4,14,P,E,3,HE,CYD,PAN,BIL,3,na
2000,4,14,P,E,3,OR,ACR,ARP,CON,2,na
2000,4,14,P,E,5,AR,LYC,PAR,NYM,1,na
2000,4,14,P,E,5,OR,TET,ERE,NYM,2,na
2000,6,14,C,A,1,CO,ELA,LAN,SCH,1,na
2000,6,14,C,A,1,CO,TEN,ELE,LON,1,na
2000,6,14,C,A,1,OR,ACR,ARP,CON,2,na
2000,6,14,C,A,1,OR,ACR,CIB,PAR,1,na
2000,6,14,C,A,1,OR,ACR,PSO,TEX,1,na
2000,6,14,C,A,1,OR,GRY,GRY,NYM,1,na
2000,6,14,C,A,1,OR,TET,CAP,NYM,1,na
2000,6,14,C,A,3,CO,TEN,ELE,LON,2,na
2000,6,14,C,A,3,OR,ACR,ARP,CON,3,na
2000,6,14,C,A,3,OR,ACR,CIB,PAR,1,na
2000,6,14,C,A,3,OR,GRY,GRY,NYM,1,na
2000,6,14,C,A,5,CO,CAR,PAS,ELO,1,na
2000,6,14,C,A,5,CO,ELA,LAN,SCH,5,na
2000,6,14,C,A,5,CO,SCA,EUP,IND,1,na
2000,6,14,C,A,5,CO,TEN,ELE,LON,1,na
2000,6,14,C,A,5,HY,MUT,DAS,KLU,1,na
2000,6,14,C,A,5,OR,ACR,ACR,NYM,1,na
2000,6,14,C,A,5,OR,ACR,ARP,CON,1,na
2000,6,14,C,A,5,SO,ERE,ERE,NYM,1,na
2000,6,14,C,B,1,AR,LYC,SCH,NYM,1,na
2000,6,14,C,B,1,CO,ELA,LAN,SCH,4,na
2000,6,14,C,B,1,CO,TEN,ELE,EXT,2,na
2000,6,14,C,B,1,CO,TEN,ELE,LON,4,na
2000,6,14,C,B,1,OR,ACR,ARP,CON,1,na
2000,6,14,C,B,1,SR,VAE,VAE,COA,1,na
2000,6,14,C,B,3,CO,ELA,LAN,SCH,2,na
2000,6,14,C,B,3,CO,TEN,ELE,LON,1,na
2000,6,14,C,B,3,OR,ACR,CIB,PAR,1,na
2000,6,14,C,B,3,SR,VAE,VAE,COA,1,na
2000,6,14,C,B,5,CO,CAR,PAS,ELO,1,na
2000,6,14,C,B,5,CO,ELA,LAN,SCH,4,na
2000,6,14,C,B,5,CO,TEN,ELE,LON,1,na
2000,6,14,C,B,5,OR,ACR,ARP,CON,1,na
2000,6,14,C,B,5,OR,ACR,CIB,PAR,1,na
2000,6,14,C,C,1,CO,TEN,ELE,LON,7,na
2000,6,14,C,C,1,OR,ACR,BOO,ARG,1,na
2000,6,14,C,C,3,CO,ELA,LAN,SCH,1,na
2000,6,14,C,C,3,CO,TEN,ELE,LON,2,na
2000,6,14,C,C,5,CO,TEN,ELE,LON,1,na
2000,6,14,C,C,5,OR,ACR,ACR,NYM,1,na
2000,6,14,C,D,1,AR,LYC,HOG,FRO,1,na
2000,6,14,C,D,1,CO,TEN,ELE,CAU,1,na
2000,6,14,C,D,1,OR,ACR,ACR,NYM,1,na
2000,6,14,C,D,3,CO,ELA,LAN,SCH,2,na
2000,6,14,C,D,3,CO,TEN,ELE,LON,3,na
2000,6,14,C,D,3,OR,ACR,PSO,TEX,3,na
2000,6,14,C,D,3,OR,GRY,GRY,NYM,4,na
2000,6,14,C,D,5,CO,ELA,LAN,SCH,1,na
2000,6,14,C,D,5,CO,TEN,ELE,LON,1,na
2000,6,14,C,D,5,OR,ACR,CIB,PAR,2,na
2000,6,14,C,E,1,CO,CAR,PAS,ELO,1,na
2000,6,14,C,E,1,CO,ELA,LAN,SCH,1,na
2000,6,14,C,E,1,CO,TEN,ELE,LON,1,na
2000,6,14,C,E,1,OR,ACR,ARP,CON,1,na
2000,6,14,C,E,1,SR,VAE,VAE,COA,1,na
2000,6,14,C,E,3,AR,GNA,GNA,NYM,1,na
2000,6,14,C,E,3,CO,CAR,PAS,ELO,1,na
2000,6,14,C,E,3,CO,TEN,ELE,EXT,1,na
2000,6,14,C,E,3,CO,TEN,ELE,LON,5,na
2000,6,14,C,E,3,OR,ACR,ARP,CON,6,na
2000,6,14,C,E,3,OR,TET,ERE,NYM,1,na
2000,6,14,C,E,3,SR,VAE,VAE,COA,1,na
2000,6,14,C,E,5,AR,SAL,PHI,1,1,na
2000,6,14,C,E,5,CO,CAR,PAS,ELO,1,na
2000,6,14,C,E,5,OR,ACR,ARP,CON,3,na
2000,6,14,C,E,5,OR,ACR,PSO,TEX,1,na
2000,6,14,C,E,5,OR,GRY,GRY,NYM,1,na
2000,6,14,G,A,1,AR,LYC,HOG,FRO,1,na
2000,6,14,G,A,1,CO,ELA,LAN,SCH,1,na
2000,6,14,G,A,1,CO,TEN,ARA,DEC,1,na
2000,6,14,G,A,1,CO,TEN,ELE,LON,1,na
2000,6,14,G,A,1,OR,ACR,ARP,CON,1,na
2000,6,14,G,A,3,AR,GNA,ZEL,LAS,1,na
2000,6,14,G,A,3,AR,LYC,HOG,NYM,2,na
2000,6,14,G,A,3,CO,TEN,ELE,LON,1,na
2000,6,14,G,A,3,HY,MUT,DAS,KLU,1,na
2000,6,14,G,A,3,OR,ACR,ARP,CON,1,na
2000,6,14,G,A,3,OR,ACR,PSO,TEX,2,na
2000,6,14,G,A,5,CO,ELA,LAN,SCH,1,na
2000,6,14,G,A,5,CO,TEN,ELE,CAU,1,na
2000,6,14,G,B,1,AR,THO,XYS,FAC,1,na
2000,6,14,G,B,1,CO,TEN,ARA,DEC,2,na
2000,6,14,G,B,1,OR,ACR,ARP,CON,1,na
2000,6,14,G,B,1,OR,ACR,PSO,TEX,1,na
2000,6,14,G,B,3,AR,GNA,GNA,NYM,1,na
2000,6,14,G,B,3,CO,CAR,PAS,ELO,3,na
2000,6,14,G,B,3,CO,TEN,ELE,LON,1,na
2000,6,14,G,B,3,OR,ACR,ARP,CON,1,na
2000,6,14,G,B,3,OR,RHA,DAI,HAS,2,na
2000,6,14,G,B,5,CO,CAR,PAS,ELO,2,na
2000,6,14,G,B,5,CO,ELA,LAN,SCH,2,na
2000,6,14,G,B,5,CO,TEN,ELE,EXT,1,na
2000,6,14,G,B,5,CO,TEN,ELE,LON,3,na
2000,6,14,G,B,5,OR,ACR,ARP,CON,3,na
2000,6,14,G,B,5,OR,ACR,PSO,TEX,1,na
2000,6,14,G,B,5,OR,RHA,DAI,HAS,1,na
2000,6,14,G,C,1,AR,GNA,ZEL,LAS,1,na
2000,6,14,G,C,1,CO,CAR,PAS,ELO,1,na
2000,6,14,G,C,1,CO,TEN,ELE,LON,2,na
2000,6,14,G,C,1,OR,ACR,ARP,CON,1,na
2000,6,14,G,C,1,OR,ACR,PSO,TEX,3,na
2000,6,14,G,C,1,OR,RHA,DAI,HAS,2,na
2000,6,14,G,C,3,CO,TEN,ELE,EXT,1,na
2000,6,14,G,C,3,OR,ACR,PSO,TEX,1,na
2000,6,14,G,C,3,OR,RHA,DAI,HAS,1,na
2000,6,14,G,C,5,CO,CAR,PAS,ELO,1,na
2000,6,14,G,C,5,CO,TEN,ELE,LON,1,na
2000,6,14,G,C,5,OR,ACR,ARP,CON,2,na
2000,6,14,G,C,5,OR,ACR,PSO,TEX,1,na
2000,6,14,G,C,5,OR,ACR,XAN,NYM,1,na
2000,6,14,G,C,5,OR,RHA,DAI,HAS,2,na
2000,6,14,G,D,1,CO,TEN,ELE,LON,1,na
2000,6,14,G,D,1,OR,ACR,ARP,CON,5,na
2000,6,14,G,D,1,OR,ACR,PSO,TEX,1,na
2000,6,14,G,D,3,CO,CAR,PAS,ELO,2,na
2000,6,14,G,D,3,OR,ACR,ARP,CON,2,na
2000,6,14,G,D,3,OR,ACR,PSO,TEX,1,na
2000,6,14,G,D,5,CO,CAR,PAS,ELO,1,na
2000,6,14,G,E,1,AR,THR,LAT,HES,1,na
2000,6,14,G,E,1,CO,TEN,ELE,LON,1,na
2000,6,14,G,E,1,OR,ACR,ARP,CON,1,na
2000,6,14,G,E,1,SR,VAE,VAE,COA,1,na
2000,6,14,G,E,3,CO,TEN,ELE,LON,2,na
2000,6,14,G,E,3,OR,ACR,ARP,CON,2,na
2000,6,14,G,E,5,AR,SAL,PHI,1,3,na
2000,6,14,G,E,5,CO,CAR,PAS,ELO,1,na
2000,6,14,G,E,5,CO,ELA,LAN,SCH,1,na
2000,6,14,G,E,5,CO,TEN,ELE,LON,1,na
2000,6,14,G,E,5,OR,ACR,ARP,CON,2,na
2000,6,14,G,E,5,OR,GRY,GRY,NYM,1,na
2000,6,14,G,E,5,OR,RHA,DAI,HAS,1,na
2000,6,14,P,A,1,AR,GNA,DRA,DRO,2,na
2000,6,14,P,A,1,CO,TEN,ELE,EXT,1,na
2000,6,14,P,A,1,OR,ACR,PSO,TEX,3,na
2000,6,14,P,A,1,OR,GRY,GRY,1,1,na
2000,6,14,P,A,1,OR,GRY,GRY,NYM,4,na
2000,6,14,P,A,1,OR,RHA,CEU,NYM,1,na
2000,6,14,P,A,1,SR,VAE,VAE,COA,2,na
2000,6,14,P,A,3,AR,LYC,PAR,NYM,2,na
2000,6,14,P,A,3,CO,TEN,ELE,EXT,3,na
2000,6,14,P,A,3,OR,GRY,GRY,1,1,na
2000,6,14,P,A,3,OR,GRY,GRY,NYM,3,na
2000,6,14,P,A,5,HE,CYD,PAN,BIL,1,na
2000,6,14,P,B,1,CO,TEN,ELE,EXT,2,na
2000,6,14,P,B,3,CO,TEN,ELE,LON,1,na
2000,6,14,P,B,3,OR,STE,STE,1,2,na
2000,6,14,P,B,3,OR,TET,ERE,SCU,1,na
2000,6,14,P,B,5,CO,SCA,PHY,VET,2,na
2000,6,14,P,B,5,OR,ACR,ARP,CON,1,na
2000,6,14,P,B,5,OR,ACR,PSO,TEX,1,na
2000,6,14,P,C,1,AR,GNA,HER,HES,1,na
2000,6,14,P,C,1,CO,TEN,AGR,RUF,2,na
2000,6,14,P,C,1,CO,TEN,ELE,LON,1,na
2000,6,14,P,C,1,OR,ACR,ARP,CON,1,na
2000,6,14,P,C,1,OR,ACR,PSO,TEX,2,na
2000,6,14,P,C,1,OR,RHA,CEU,NYM,2,na
2000,6,14,P,C,1,SR,VAE,VAE,COA,1,na
2000,6,14,P,C,1,SO,ERE,ERE,1,1,na
2000,6,14,P,C,3,CO,TEN,ELE,EXT,1,na
2000,6,14,P,C,3,OR,GRY,GRY,NYM,1,na
2000,6,14,P,C,3,OR,STE,STE,1,1,na
2000,6,14,P,C,3,SO,ERE,ERE,NYM,1,na
2000,6,14,P,C,5,CO,TEN,ELE,LON,1,na
2000,6,14,P,C,5,CO,TEN,ELE,LON,1,na
2000,6,14,P,C,5,OR,GRY,GRY,NYM,1,na
2000,6,14,P,D,1,AR,GNA,DRA,DRO,1,na
2000,6,14,P,D,1,CO,TEN,AGR,RUF,1,na
2000,6,14,P,D,1,OR,ACR,ARP,CON,1,na
2000,6,14,P,D,1,OR,ACR,PSO,TEX,3,na
