year,season,date,site,quad,treatment,species,obs,cover,height,count,comment
2011,2,5/25/2011,N,40,C,GUSA2,2,0.5,8,1,NA
2011,2,5/25/2011,N,40,C,MAPIP,1,0.1,4,1,UNKNOWN STICKY  
2011,2,5/25/2011,N,40,C,MAPIP,2,0.1,4,1,NA
2011,2,5/25/2011,N,40,C,MAPIP,3,0.1,2,1,UNKOWN STICKY; HIGHLY DISECTED CARROT LEAVES
2011,2,5/25/2011,N,40,C,POJA5,1,0.5,7,1,NA
2011,2,5/25/2011,N,40,C,POJA5,2,0.25,3,1,NA
2011,2,5/25/2011,N,40,C,SPHAE,1,0.05,2,1,NA
2011,2,5/25/2011,N,40,C,SPORO,1,2,0,1,SPOROBOLUS THICK
2011,3,11/12/2011,N,1,K,AMARA,1,0.1,1,6,NA
2011,3,11/12/2011,N,1,K,AMARA,2,0.05,1,4,NA
2011,3,11/12/2011,N,1,K,CHAMA15,1,0.25,1,1,NA
2011,3,11/12/2011,N,1,K,CRCR3,1,0.05,1,17,NA
2011,3,11/12/2011,N,1,K,HYFIC,1,0.05,1,5,NA
2011,3,11/12/2011,N,1,K,MAPIP,1,1,9,1,NA
2011,3,11/12/2011,N,1,K,MAPIP,2,0.25,4,1,NA
2011,3,11/12/2011,N,1,K,POJA5,1,0.25,2,3,NA
2011,3,11/12/2011,N,1,K,POJA5,2,0.1,2,2,NA
2011,3,11/12/2011,N,1,K,PSTAT,1,0.5,3,1,NA
2011,3,11/12/2011,N,1,K,PSTAT,2,0.25,2,1,NA
2011,3,11/12/2011,N,1,K,PSTAT,3,0.1,1,1,NA
2011,3,11/12/2011,N,1,K,SPHAE,1,0.5,7,1,NA
2011,3,11/12/2011,N,1,K,SPHAE,2,0.25,5,1,NA
2011,3,11/12/2011,N,2,K,AMARA,1,0.1,1,4,NA
2011,3,11/12/2011,N,2,K,BOER4,1,0.5,9,4,NA
2011,3,11/12/2011,N,2,K,BOER4,2,0.25,6,5,NA
2011,3,11/12/2011,N,2,K,BOER4,3,1,10,3,NA
2011,3,11/12/2011,N,2,K,BOER4,4,0.25,4,2,NA
2011,3,11/12/2011,N,2,K,BOER4,5,0.5,6,2,NA
2011,3,11/12/2011,N,2,K,BOER4,6,1,6,1,NA
2011,3,11/12/2011,N,2,K,BOER4,7,1,8,1,NA
2011,3,11/12/2011,N,2,K,BOER4,8,0.1,7,1,NA
2011,3,11/12/2011,N,2,K,HYFIC,1,0.05,1,12,NA
2011,3,11/12/2011,N,2,K,MAPIP,1,0.1,6,1,NA
2011,3,11/12/2011,N,2,K,POJA5,1,0.25,1,1,NA
2011,3,11/12/2011,N,2,K,POJA5,2,0.25,3,6,NA
2011,3,11/12/2011,N,2,K,PSTAT,1,0.05,1,3,NA
2011,3,11/12/2011,N,2,K,PSTAT,2,1,10,1,NA
2011,3,11/12/2011,N,3,P,BOER4,1,0.5,10,2,NA
2011,3,11/12/2011,N,3,P,BOER4,2,0.25,8,5,NA
2011,3,11/12/2011,N,3,P,BOER4,3,1.5,10,1,NA
2011,3,11/12/2011,N,3,P,BOER4,4,0.1,5,1,NA
2011,3,11/12/2011,N,3,P,BOER4,5,0.5,6,3,NA
2011,3,11/12/2011,N,3,P,BOER4,6,0.25,5,5,NA
2011,3,11/12/2011,N,3,P,BOER4,7,1.5,9,1,NA
2011,3,11/12/2011,N,3,P,BOER4,8,0.5,8,2,NA
2011,3,11/12/2011,N,3,P,BOER4,9,1,6,1,NA
2011,3,11/12/2011,N,3,P,BOER4,10,0.25,10,1,NA
2011,3,11/12/2011,N,3,P,BOER4,11,1,13,1,NA
2011,3,11/12/2011,N,3,P,BOER4,12,1.5,12,1,NA
2011,3,11/12/2011,N,3,P,CRCR3,1,0.05,1,4,NA
2011,3,11/12/2011,N,3,P,GUSA2,1,0.5,13,1,NA
2011,3,11/12/2011,N,3,P,HYFIC,1,0.05,1,8,NA
2011,3,11/12/2011,N,3,P,MAPIP,1,0.5,10,1,NA
2011,3,11/12/2011,N,3,P,MAPIP,2,0.1,4,1,NA
2011,3,11/12/2011,N,3,P,SPHAE,1,0.25,2,1,NA
2011,3,11/12/2011,N,4,PK,AMARA,1,0.05,1,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,1,0.25,4,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,2,0.5,7,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,3,1,10,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,4,0.1,7,2,NA
2011,3,11/12/2011,N,4,PK,BOER4,5,0.25,10,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,6,0.1,5,1,NA
2011,3,11/12/2011,N,4,PK,BOER4,7,0.25,8,1,NA
2011,3,11/12/2011,N,4,PK,BOGR2,1,2,10,1,NA
2011,3,11/12/2011,N,4,PK,BOGR2,2,0.1,3,1,NA
2011,3,11/12/2011,N,4,PK,CRCR3,1,0.05,1,8,NA
2011,3,11/12/2011,N,4,PK,HYFIC,1,0.05,1,6,NA
2011,3,11/12/2011,N,4,PK,MAPIP,1,0.25,6,1,NA
2011,3,11/12/2011,N,4,PK,POJA5,1,0.25,3,1,NA
2011,3,11/12/2011,N,4,PK,POJA5,2,1,6,1,NA
2011,3,11/12/2011,N,4,PK,POJA5,3,0.1,2,1,NA
2011,3,11/12/2011,N,4,PK,PSTAT,1,0.25,1,1,NA
2011,3,11/12/2011,N,4,PK,PSTAT,2,0.1,1,5,NA
2011,3,11/12/2011,N,4,PK,PSTAT,3,0.1,2,1,NA
2011,3,11/12/2011,N,4,PK,PSTAT,4,0.05,1,1,NA
2011,3,11/12/2011,N,5,P,ALMA4,1,0.25,10,1,NA
2011,3,11/12/2011,N,5,P,ALMA4,2,0.1,9,2,NA
2011,3,11/12/2011,N,5,P,BOER4,1,1,10,1,NA
2011,3,11/12/2011,N,5,P,BOER4,2,0.25,8,1,NA
2011,3,11/12/2011,N,5,P,BOER4,3,0.25,6,2,NA
2011,3,11/12/2011,N,5,P,BOER4,4,0.1,7,1,NA
2011,3,11/12/2011,N,5,P,BOER4,5,0.1,5,5,NA
2011,3,11/12/2011,N,5,P,BOER4,6,0.5,8,3,NA
2011,3,11/12/2011,N,5,P,BOER4,7,1,8,2,NA
2011,3,11/12/2011,N,5,P,BOER4,8,0.25,4,5,NA
2011,3,11/12/2011,N,5,P,BOER4,10,0.5,6,1,NA
2011,3,11/12/2011,N,5,P,CRCR3,1,0.05,1,4,NA
2011,3,11/12/2011,N,5,P,HYFIC,1,0.05,1,3,NA
2011,3,11/12/2011,N,5,P,MAPIP,1,2.5,12,1,NA
2011,3,11/12/2011,N,5,P,MAPIP,2,0.25,8,1,NA
2011,3,11/12/2011,N,5,P,MAPIP,3,1,10,1,NA
2011,3,11/12/2011,N,5,P,MELE2,1,0.1,8,1,NA
2011,3,11/12/2011,N,5,P,PSTAT,1,0.1,1,2,NA
2011,3,11/12/2011,N,5,P,PSTAT,2,0.05,1,3,NA
2011,3,11/12/2011,N,5,P,PSTAT,3,0.25,1,1,NA
2011,3,11/12/2011,N,6,NPK,AMARA,1,0.25,1,1,NA
2011,3,11/12/2011,N,6,NPK,AMARA,2,0.1,1,3,NA
2011,3,11/12/2011,N,6,NPK,AMARA,3,0.05,1,5,NA
2011,3,11/12/2011,N,6,NPK,BOER4,1,0.5,8,2,NA
2011,3,11/12/2011,N,6,NPK,BOER4,2,0.25,8,2,NA
2011,3,11/12/2011,N,6,NPK,BOER4,3,1,13,1,NA
2011,3,11/12/2011,N,6,NPK,BOER4,4,1,10,1,NA
2011,3,11/12/2011,N,6,NPK,CHAMA15,1,0.5,1,1,NA
2011,3,11/12/2011,N,6,NPK,CRCR3,1,0.1,1,2,NA
2011,3,11/12/2011,N,6,NPK,CRCR3,2,0.05,1,6,NA
2011,3,11/12/2011,N,6,NPK,HYFIC,1,0.05,1,8,NA
2011,3,11/12/2011,N,6,NPK,MAPIP,1,0.25,5,1,NA
2011,3,11/12/2011,N,6,NPK,POJA5,1,0.5,2,3,NA
2011,3,11/12/2011,N,7,PK,AMARA,1,0.05,1,3,NA
2011,3,11/12/2011,N,7,PK,BOER4,1,1,15,1,NA
2011,3,11/12/2011,N,7,PK,BOER4,2,1,10,1,NA
2011,3,11/12/2011,N,7,PK,BOER4,3,0.5,8,1,NA
2011,3,11/12/2011,N,7,PK,BOER4,4,0.25,8,1,NA
2011,3,11/12/2011,N,7,PK,BOER4,5,0.5,10,2,NA
2011,3,11/12/2011,N,7,PK,BOER4,6,0.5,8,3,NA
2011,3,11/12/2011,N,7,PK,BOER4,7,0.25,6,2,NA
2011,3,11/12/2011,N,7,PK,CRCR3,1,0.05,1,28,NA
2011,3,11/12/2011,N,7,PK,HYFIC,1,0.05,1,5,NA
2011,3,11/12/2011,N,7,PK,MAPIP,1,0.5,9,1,NA
2011,3,11/12/2011,N,7,PK,MAPIP,2,0.25,7,1,NA
2011,3,11/12/2011,N,7,PK,POJA5,1,0.5,2,1,NA
2011,3,11/12/2011,N,7,PK,POJA5,2,0.25,2,1,NA
2011,3,11/12/2011,N,7,PK,POJA5,3,0.1,1,1,NA
2011,3,11/12/2011,N,7,PK,SPHAE,1,1,5,1,NA
2011,3,11/12/2011,N,7,PK,SPHAE,2,1.5,18,1,NA
2011,3,11/12/2011,N,8,C,BOER4,1,1,9,3,NA
2011,3,11/12/2011,N,8,C,BOER4,2,0.25,4,1,NA
2011,3,11/12/2011,N,8,C,BOER4,3,0.25,9,3,NA
2011,3,11/12/2011,N,8,C,BOER4,4,0.5,6,2,NA
2011,3,11/12/2011,N,8,C,BOER4,5,0.25,7,12,NA
2011,3,11/12/2011,N,8,C,BOER4,6,1,6,2,NA
2011,3,11/12/2011,N,8,C,BOER4,7,0.1,4,1,NA
2011,3,11/12/2011,N,8,C,BOER4,8,0.5,8,1,NA
2011,3,11/12/2011,N,8,C,CRCR3,1,0.05,1,17,NA
2011,3,11/12/2011,N,8,C,MAPIP,1,0.5,8,2,NA
2011,3,11/12/2011,N,8,C,MAPIP,2,0.5,10,1,NA
2011,3,11/12/2011,N,8,C,MAPIP,3,0.25,2,1,NA
2011,3,11/12/2011,N,8,C,PSTAT,1,0.5,2,1,NA
2011,3,11/12/2011,N,8,C,SATR12,1,0.05,1,1,NA
2011,3,11/12/2011,N,9,PK,AMARA,1,0.05,1,3,NA
2011,3,11/12/2011,N,9,PK,BOER4,1,0.5,7,2,NA
2011,3,11/12/2011,N,9,PK,BOER4,2,1.5,12,1,NA
2011,3,11/12/2011,N,9,PK,BOER4,3,0.1,4,1,NA
2011,3,11/12/2011,N,9,PK,BOER4,4,0.25,9,1,NA
2011,3,11/12/2011,N,9,PK,BOER4,5,0.25,11,1,NA
2011,3,11/12/2011,N,9,PK,BOER4,6,0.25,7,3,NA
2011,3,11/12/2011,N,9,PK,BOER4,7,0.25,4,2,NA
2011,3,11/12/2011,N,9,PK,BOER4,8,1,8,2,NA
2011,3,11/12/2011,N,9,PK,BOER4,9,0.5,9,1,NA
2011,3,11/12/2011,N,9,PK,BOER4,10,1,10,1,NA
2011,3,11/12/2011,N,9,PK,CRCR3,1,0.05,1,23,NA
2011,3,11/12/2011,N,9,PK,GUSA2,1,0.5,9,1,NA
2011,3,11/12/2011,N,9,PK,HYFIC,1,0.05,1,5,NA
2011,3,11/12/2011,N,9,PK,MAPIP,1,0.5,9,2,NA
2011,3,11/12/2011,N,9,PK,MAPIP,2,0.25,6,2,NA
2011,3,11/12/2011,N,9,PK,MAPIP,3,0.1,4,1,NA
2011,3,11/12/2011,N,9,PK,POJA5,1,0.25,2,1,NA
2011,3,11/12/2011,N,9,PK,POJA5,2,0.05,1,1,NA
2011,3,11/12/2011,N,9,PK,PSTAT,1,0.1,1,1,NA
2011,3,11/12/2011,N,9,PK,PSTAT,2,0.05,1,1,NA
2011,3,11/12/2011,N,10,K,AMARA,1,0.05,1,3,NA
2011,3,11/12/2011,N,10,K,BOER4,1,0.25,6,3,NA
2011,3,11/12/2011,N,10,K,BOER4,2,0.25,9,2,NA
2011,3,11/12/2011,N,10,K,BOER4,3,0.5,8,1,NA
2011,3,11/12/2011,N,10,K,BOER4,4,1.5,7,1,NA
2011,3,11/12/2011,N,10,K,BOER4,5,0.25,4,1,NA
2011,3,11/12/2011,N,10,K,BOER4,6,0.1,4,1,NA
2011,3,11/12/2011,N,10,K,BOER4,7,0.5,6,2,NA
2011,3,11/12/2011,N,10,K,BOER4,8,1,9,1,NA
2011,3,11/12/2011,N,10,K,CRCR3,1,0.05,1,10,NA
2011,3,11/12/2011,N,10,K,GUSA2,1,1,8,1,NA
2011,3,11/12/2011,N,10,K,GUSA2,2,0.25,6,1,NA
2011,3,11/12/2011,N,10,K,HYFIC,1,0.05,1,8,NA
2011,3,11/12/2011,N,10,K,POJA5,1,0.1,1,2,NA
2011,3,11/12/2011,N,10,K,POJA5,2,0.25,2,1,NA
2011,3,11/12/2011,N,10,K,SPORO,1,0.25,10,2,NA
2011,3,11/12/2011,N,10,K,SPORO,2,0.1,6,1,NA
2011,3,11/12/2011,N,11,P,AMARA,1,0.05,1,5,NA
2011,3,11/12/2011,N,11,P,BOER4,1,0.5,8,2,NA
2011,3,11/12/2011,N,11,P,BOER4,2,0.5,6,1,NA
2011,3,11/12/2011,N,11,P,BOER4,3,0.25,7,6,NA
2011,3,11/12/2011,N,11,P,BOER4,4,1,10,4,NA
2011,3,11/12/2011,N,11,P,BOER4,5,1,6,1,NA
2011,3,11/12/2011,N,11,P,CRCR3,1,0.05,1,7,NA
2011,3,11/12/2011,N,11,P,HYFIC,1,0.05,1,4,NA
2011,3,11/12/2011,N,11,P,MAPIP,1,0.1,6,1,NA
2011,3,11/12/2011,N,11,P,MAPIP,2,0.25,6,1,NA
2011,3,11/12/2011,N,11,P,POJA5,1,0.1,1,1,NA
2011,3,11/12/2011,N,11,P,PSTAT,1,0.25,2,5,NA
2011,3,11/12/2011,N,11,P,PSTAT,2,0.5,2,1,NA
2011,3,11/12/2011,N,11,P,PSTAT,3,0.1,1,1,NA
2011,3,11/12/2011,N,11,P,PSTAT,4,0.1,10,1,NA
2011,3,11/12/2011,N,12,C,AMARA,1,0.05,1,7,NA
2011,3,11/12/2011,N,12,C,BOER4,1,0.25,5,2,NA
2011,3,11/12/2011,N,12,C,BOER4,2,0.1,9,1,NA
2011,3,11/12/2011,N,12,C,BOER4,3,1,12,1,NA
2011,3,11/12/2011,N,12,C,BOER4,4,0.25,7,2,NA
2011,3,11/12/2011,N,12,C,BOER4,5,0.25,9,1,NA
2011,3,11/12/2011,N,12,C,BOER4,6,0.5,7,1,NA
2011,3,11/12/2011,N,12,C,CRCR3,1,0.05,1,9,NA
2011,3,11/12/2011,N,12,C,HYFIC,1,0.05,1,16,NA
2011,3,11/12/2011,N,12,C,POJA5,1,0.1,1,1,NA
2011,3,11/12/2011,N,12,C,POJA5,2,0.05,1,1,NA
2011,3,11/12/2011,N,12,C,POJA5,3,0.5,1,1,NA
2011,3,11/12/2011,N,12,C,POJA5,4,0.5,3,1,NA
2011,3,11/12/2011,N,12,C,PSTAT,1,1,7,2,NA
2011,3,11/12/2011,N,12,C,PSTAT,2,0.5,5,1,NA
2011,3,11/12/2011,N,12,C,PSTAT,3,0.25,2,1,NA
2011,3,11/12/2011,N,13,N,ALMA4,1,0.05,6,1,NA
2011,3,11/12/2011,N,13,N,BOER4,1,1,8,1,NA
2011,3,11/12/2011,N,13,N,BOER4,2,0.5,6,1,NA
2011,3,11/12/2011,N,13,N,BOER4,3,0.5,11,1,NA
2011,3,11/12/2011,N,13,N,BOER4,4,0.25,7,1,NA
2011,3,11/12/2011,N,13,N,BOER4,5,0.25,4,2,NA
2011,3,11/12/2011,N,13,N,CRCR3,1,0.05,1,2,NA
2011,3,11/12/2011,N,13,N,GUSA2,1,1.5,14,1,NA
2011,3,11/12/2011,N,13,N,GUSA2,2,0.5,10,1,NA
2011,3,11/12/2011,N,13,N,HYFIC,1,0.05,1,3,NA
2011,3,11/12/2011,N,13,N,POJA5,1,0.5,5,1,NA
2011,3,11/12/2011,N,13,N,POJA5,2,0.25,2,1,NA
2011,3,11/12/2011,N,13,N,POJA5,3,1,4,1,NA
2011,3,11/12/2011,N,14,PK,ALMA4,1,0.05,7,1,NA
2011,3,11/12/2011,N,14,PK,BOER4,1,1,5,1,NA
2011,3,11/12/2011,N,14,PK,BOER4,2,0.5,7,2,NA
2011,3,11/12/2011,N,14,PK,BOER4,3,0.25,8,5,NA
2011,3,11/12/2011,N,14,PK,BOER4,4,1,11,1,NA
2011,3,11/12/2011,N,14,PK,BOER4,5,0.25,4,1,NA
2011,3,11/12/2011,N,14,PK,BOER4,6,2.5,10,1,NA
2011,3,11/12/2011,N,14,PK,BOER4,7,1,8,1,NA
2011,3,11/12/2011,N,14,PK,CRCR3,1,0.05,1,1,NA
2011,3,11/12/2011,N,14,PK,HYFIC,1,0.05,1,3,NA
2011,3,11/12/2011,N,14,PK,MAPIP,1,0.5,6,1,NA
2011,3,11/12/2011,N,14,PK,POJA5,1,0.25,3,1,NA
2011,3,11/12/2011,N,15,NPK,AMARA,1,0.1,1,1,NA
2011,3,11/12/2011,N,15,NPK,AMARA,2,0.05,1,1,NA
2011,3,11/12/2011,N,15,NPK,BOER4,1,0.25,4,1,NA
2011,3,11/12/2011,N,15,NPK,BOER4,2,0.5,6,2,NA
2011,3,11/12/2011,N,15,NPK,BOER4,3,0.25,8,6,NA
2011,3,11/12/2011,N,15,NPK,BOER4,4,1,10,1,NA
2011,3,11/12/2011,N,15,NPK,BOER4,5,0.1,6,1,NA
2011,3,11/12/2011,N,15,NPK,BOER4,6,0.25,6,2,NA
2011,3,11/12/2011,N,15,NPK,BOER4,7,1,7,2,NA
2011,3,11/12/2011,N,15,NPK,CRCR3,1,0.05,1,14,NA
2011,3,11/12/2011,N,15,NPK,HYFIC,1,0.05,1,6,NA
2011,3,11/12/2011,N,16,NP,AMARA,1,0.1,1,7,NA
2011,3,11/12/2011,N,16,NP,BOER4,1,0.25,10,2,NA
2011,3,11/12/2011,N,16,NP,BOER4,2,0.5,12,1,NA
2011,3,11/12/2011,N,16,NP,BOER4,3,0.5,10,1,NA
2011,3,11/12/2011,N,16,NP,BOER4,4,0.25,6,1,NA
2011,3,11/12/2011,N,16,NP,BOER4,5,0.1,10,1,NA
2011,3,11/12/2011,N,16,NP,CRCR3,1,0.05,1,8,NA
2011,3,11/12/2011,N,16,NP,HYFIC,1,0.05,1,7,NA
2011,3,11/12/2011,N,16,NP,MAPIP,1,2.5,11,1,NA
2011,3,11/12/2011,N,16,NP,MAPIP,2,1,10,1,NA
2011,3,11/12/2011,N,16,NP,MAPIP,3,0.25,11,1,NA
2011,3,11/12/2011,N,16,NP,MAPIP,4,0.25,7,1,NA
2011,3,11/12/2011,N,16,NP,POJA5,1,0.25,2,2,NA
2011,3,11/12/2011,N,16,NP,POJA5,2,0.05,1,1,NA
2011,3,11/12/2011,N,16,NP,PSTAT,1,0.25,2,1,NA
2011,3,11/12/2011,N,16,NP,SATR12,1,1,15,1,NA
2011,3,11/12/2011,N,17,NPK,AMARA,1,0.05,1,3,NA
2011,3,11/12/2011,N,17,NPK,BOER4,1,0.25,12,2,NA
2011,3,11/12/2011,N,17,NPK,BOER4,2,0.5,5,1,NA
2011,3,11/12/2011,N,17,NPK,BOER4,3,0.5,8,1,NA
2011,3,11/12/2011,N,17,NPK,BOER4,4,0.5,13,1,NA
2011,3,11/12/2011,N,17,NPK,CRCR3,1,0.05,1,15,NA
2011,3,11/12/2011,N,17,NPK,HYFIC,1,0.05,1,11,NA
2011,3,11/12/2011,N,17,NPK,MAPIP,1,0.25,5,1,NA
2011,3,11/12/2011,N,17,NPK,POJA5,1,0.1,1,1,NA
2011,3,11/12/2011,N,17,NPK,PSTAT,1,0.5,4,1,NA
2011,3,11/12/2011,N,17,NPK,PSTAT,2,0.1,2,8,NA
2011,3,11/12/2011,N,17,NPK,PSTAT,3,0.25,8,1,NA
2011,3,11/12/2011,N,17,NPK,PSTAT,4,0.25,2,2,NA
2011,3,11/12/2011,N,17,NPK,PSTAT,5,0.05,1,2,NA
2011,3,11/12/2011,N,18,K,BOER4,1,0.1,6,1,NA
2011,3,11/12/2011,N,18,K,BOER4,2,0.25,6,2,NA
2011,3,11/12/2011,N,18,K,MAPIP,1,0.25,6,2,NA
2011,3,11/12/2011,N,18,K,MAPIP,2,0.1,4,1,NA
2011,3,11/12/2011,N,18,K,POJA5,1,0.25,6,1,NA
2011,3,11/12/2011,N,18,K,PSTAT,1,1,7,1,NA
2011,3,11/12/2011,N,18,K,PSTAT,2,0.5,4,1,NA
2011,3,11/12/2011,N,18,K,PSTAT,3,0.5,9,1,NA
2011,3,11/12/2011,N,18,K,SATR12,1,0.5,7,1,NA
2011,3,11/12/2011,N,19,NP,AMARA,1,0.05,1,1,NA
2011,3,11/12/2011,N,19,NP,BOER4,1,1,8,1,NA
2011,3,11/12/2011,N,19,NP,BOER4,2,1,6,1,NA
2011,3,11/12/2011,N,19,NP,BOER4,3,0.25,5,2,NA
2011,3,11/12/2011,N,19,NP,BOER4,4,0.5,6,1,NA
2011,3,11/12/2011,N,19,NP,BOER4,5,0.25,8,1,NA
2011,3,11/12/2011,N,19,NP,BOER4,6,0.1,6,2,NA
2011,3,11/12/2011,N,19,NP,CRCR3,1,0.05,1,3,NA
2011,3,11/12/2011,N,19,NP,HYFIC,1,0.05,1,4,NA
2011,3,11/12/2011,N,19,NP,MAPIP,1,0.5,10,1,NA
2011,3,11/12/2011,N,19,NP,MAPIP,1,0.25,6,1,NA
2011,3,11/12/2011,N,19,NP,POJA5,1,0.05,1,1,NA
2011,3,11/12/2011,N,19,NP,POJA5,2,0.5,3,1,NA
2011,3,11/12/2011,N,19,NP,SATR12,1,0.1,4,1,NA
2011,3,11/12/2011,N,19,NP,SPHAE,1,1.5,15,1,NA
2011,3,11/12/2011,N,20,N,BOER4,1,0.25,6,2,NA
2011,3,11/12/2011,N,20,N,BOER4,2,0.5,7,2,NA
2011,3,11/12/2011,N,20,N,BOER4,3,0.1,6,1,NA
2011,3,11/12/2011,N,20,N,BOER4,4,0.25,8,2,NA
2011,3,11/12/2011,N,20,N,CRCR3,1,0.05,1,1,NA
2011,3,11/12/2011,N,20,N,GUSA2,1,2,12,1,NA
2011,3,11/12/2011,N,20,N,MAPIP,1,0.5,7,1,NA
2011,3,11/12/2011,N,20,N,MAPIP,1,0.05,1,1,NA
2011,3,11/12/2011,N,20,N,MAPIP,2,0.05,2,1,NA
2011,3,11/12/2011,N,20,N,POJA5,1,0.25,2,1,NA
2011,3,11/12/2011,N,20,N,SPHAE,1,0.5,7,1,NA
2011,3,11/12/2011,N,21,NP,BOER4,1,0.25,5,2,NA
2011,3,11/12/2011,N,21,NP,BOER4,2,1,7,2,NA
2011,3,11/12/2011,N,21,NP,BOER4,3,1,10,1,NA
2011,3,11/12/2011,N,21,NP,BOER4,4,0.5,8,2,NA
2011,3,11/12/2011,N,21,NP,BOER4,5,0.5,6,2,NA
2011,3,11/12/2011,N,21,NP,BOER4,6,2,8,1,NA
2011,3,11/12/2011,N,21,NP,CRCR3,1,0.05,1,9,NA
2011,3,11/12/2011,N,21,NP,HYFIC,1,0.05,1,3,NA
2011,3,11/12/2011,N,21,NP,PSTAT,1,0.1,1,2,NA
2011,3,11/12/2011,N,21,NP,SPHAE,1,3,28,1,NA
2011,3,11/12/2011,N,22,C,BOER4,1,0.1,6,1,NA
2011,3,11/12/2011,N,22,C,BOER4,2,0.5,8,1,NA
2011,3,11/12/2011,N,22,C,BOER4,3,0.25,11,1,NA
2011,3,11/12/2011,N,22,C,BOER4,4,0.1,11,1,NA
2011,3,11/12/2011,N,22,C,CRCR3,1,0.05,1,3,NA
2011,3,11/12/2011,N,22,C,MAPIP,1,0.5,5,1,NA
2011,3,11/12/2011,N,22,C,POJA5,1,0.5,1,1,NA
2011,3,11/12/2011,N,22,C,POJA5,2,0.25,1,2,NA
2011,3,11/12/2011,N,22,C,POJA5,3,0.5,3,1,NA
2011,3,11/12/2011,N,22,C,POJA5,4,0.1,1,3,NA
2011,3,11/12/2011,N,23,N,BOER4,1,0.25,10,2,NA
2011,3,11/12/2011,N,23,N,BOER4,2,0.1,8,1,NA
2011,3,11/12/2011,N,23,N,BOER4,3,0.1,5,1,NA
2011,3,11/12/2011,N,23,N,BOER4,4,5,13,1,NA
2011,3,11/12/2011,N,23,N,BOER4,5,0.5,7,3,NA
2011,3,11/12/2011,N,23,N,BOER4,6,0.5,10,1,NA
2011,3,11/12/2011,N,23,N,HYFIC,1,0.05,1,9,NA
2011,3,11/12/2011,N,23,N,MAPIP,1,1,12,2,NA
2011,3,11/12/2011,N,23,N,MAPIP,2,0.1,5,1,NA
2011,3,11/12/2011,N,23,N,MAPIP,3,0.25,10,1,NA
2011,3,11/12/2011,N,23,N,POJA5,1,0.5,2,2,NA
2011,3,11/12/2011,N,23,N,POJA5,2,0.25,3,1,NA
2011,3,11/12/2011,N,23,N,POJA5,3,0.25,2,2,NA
2011,3,11/12/2011,N,23,N,SPHAE,1,1,8,2,NA
2011,3,11/12/2011,N,23,N,SPHAE,2,1,9,1,NA
2011,3,11/12/2011,N,23,N,SPHAE,3,1.5,9,1,NA
2011,3,11/12/2011,N,23,N,SPHAE,4,0.5,11,1,NA
2011,3,11/12/2011,N,24,NP,ALMA4,1,0.1,11,1,NA
2011,3,11/12/2011,N,24,NP,BOER4,1,0.5,10,2,NA
2011,3,11/12/2011,N,24,NP,BOER4,2,2.5,8,1,NA
2011,3,11/12/2011,N,24,NP,BOER4,3,0.25,4,1,NA
2011,3,11/12/2011,N,24,NP,BOER4,4,0.5,8,1,NA
2011,3,11/12/2011,N,24,NP,BOER4,5,1,9,2,NA
2011,3,11/12/2011,N,24,NP,BOER4,6,1.5,6,1,NA
2011,3,11/12/2011,N,24,NP,BOER4,7,1,6,2,NA
2011,3,11/12/2011,N,24,NP,BOER4,8,0.5,6,1,NA
2011,3,11/12/2011,N,24,NP,HYFIC,1,0.05,1,2,NA
2011,3,11/12/2011,N,24,NP,MAPIP,1,1,10,1,NA
2011,3,11/12/2011,N,24,NP,POJA5,1,0.25,2,3,NA
2011,3,11/12/2011,N,24,NP,POJA5,2,0.1,2,4,NA
2011,3,11/12/2011,N,24,NP,SATR12,1,0.1,3,1,NA
2011,3,11/12/2011,N,25,NPK,BOER4,1,1,10,1,NA
2011,3,11/12/2011,N,25,NPK,BOER4,2,0.25,5,2,NA
2011,3,11/12/2011,N,25,NPK,BOER4,3,0.5,11,1,NA
2011,3,11/12/2011,N,25,NPK,BOER4,4,1,8,2,NA
2011,3,11/12/2011,N,25,NPK,BOER4,5,1,6,1,NA
2011,3,11/12/2011,N,25,NPK,BOER4,6,0.25,10,2,NA
2011,3,11/12/2011,N,25,NPK,CRCR3,1,0.1,1,1,NA
2011,3,11/12/2011,N,25,NPK,HYFIC,1,0.05,1,2,NA
2011,3,11/12/2011,N,25,NPK,POJA5,1,0.5,2,1,NA
2011,3,11/12/2011,N,25,NPK,POJA5,2,0.25,3,1,NA
2011,3,11/12/2011,N,25,NPK,SOEL,1,0.25,14,1,NA
2011,3,11/12/2011,N,25,NPK,SOEL,2,1,11,1,NA
2011,3,11/12/2011,N,25,NPK,SOEL,3,0.25,8,2,NA
2011,3,11/12/2011,N,25,NPK,SOEL,4,1,13,1,NA
2011,3,11/12/2011,N,25,NPK,SOEL,5,0.5,10,1,NA
2011,3,11/12/2011,N,26,NK,BOER4,1,1.5,11,1,NA
2011,3,11/12/2011,N,26,NK,BOER4,2,0.5,10,1,NA
2011,3,11/12/2011,N,26,NK,BOER4,3,0.1,5,1,NA
2011,3,11/12/2011,N,26,NK,BOER4,4,0.5,8,1,NA
