PERIOD,DATE,PLOT,LN,QUAD,PSPP,PCOV,PHT,PF,KRF,RBF,SDUNK,SDP,SDKR,SDRD,SDAN,BY
F00,09/19/00,K,3,3,TILA2,1.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,4,7,TILA2,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,6,5,TILA2,0.1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,7,3,TILA2,0.1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,5,5,ZIGR,5.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,1,ALIN,0.3,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,ARPU6,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,ARPU6,0.3,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,2,ARPU6,3.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,3,ARPU6,2.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,ARPU6,19.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,6,ARPU6,6.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,BAWR,0.3,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,BOER4,3.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,1,BOER4,18.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,2,BOER4,6.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,3,BOER4,3.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,BOER4,20.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,BOER4,9.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,1,BOER4,19.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,1,BOER4,11.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,3,BOER4,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,7,BOER4,4.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,3,BOGR2,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,3,BOGR2,24.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,BOGR2,1.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,6,BOGR2,9.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,5,BOGR2,5.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,4,BOGR2,24.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,3,BOGR2,1.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,1,BOGR2,12.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,3,BOGR2,9.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,4,BOGR2,52.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,7,BOGR2,4.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,5,CHIN2,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,CHLA10,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,CHLA10,1.5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,CHSE7,0.1,4,0,14,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,3,DAPU7,0.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,DAPU7,1.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,5,DAPU7,1.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,DAPU7,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,DAPU7,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,EPTO,0.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,4,EPTO,0.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,3,EPTO,37.0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,HIJA,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,1,HIJA,5.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,1,KAPA,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,1,KAPA,0.1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,4,KRLA2,2.0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,4,KRLA2,10.0,43,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,MAPIP,1.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,2,MAPIP,0.8,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,3,MAPIP,0.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,MAPIP,1.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,MAPIP,0.5,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,MAPIP,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,5,MUAR,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,6,MUAR,2.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,7,MUAR,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,7,MUAR,2.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,6,MUAR,2.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,5,MUAR,2.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,4,MUAR,2.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,3,MUAR,5.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,MUAR,1.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,4,MUAR,3.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,5,MUAR,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,7,MUAR,1.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,7,MUAR,6.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,6,MUAR,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,5,MUAR,4.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,4,MUAR,0.2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,2,MUAR,0.1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,1,MUAR,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,1,MUAR,2.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,2,MUAR,2.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,MUAR,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,3,MUAR2,3.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,SAKA,3.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,2,SAKA,1.0,17,0,0,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/19/00,T,3,5,SAKA,35.0,32,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,7,SAKA,2.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,5,SAKA,1.5,13,0,0,4,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,4,SAKA,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,SAKA,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,SAKA,0.3,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,5,SAKA,7.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,2,SAKA,8.0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,7,SAKA,0.1,3,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,1,SCBR2,6.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,1,SCBR2,1.0,5,0,0,0,0.0,0.0,6.0,0.0,0.0,NA
F00,09/19/00,T,3,3,SCBR2,11.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,4,SCBR2,6.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,6,SCBR2,9.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,7,SCBR2,10.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,7,SCBR2,8.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,6,SCBR2,4.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,5,SCBR2,8.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,4,SCBR2,2.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,3,SCBR2,3.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,1,SCBR2,3.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,SCBR2,2.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,3,SCBR2,3.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,4,SCBR2,14.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,5,SCBR2,5.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,SCBR2,5.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,7,SCBR2,11.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,7,SCBR2,12.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,6,SCBR2,11.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,5,SCBR2,10.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,4,SCBR2,3.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,3,SCBR2,6.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,2,SCBR2,8.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,1,SCBR2,2.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,1,SCBR2,3.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,2,SCBR2,5.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,SCBR2,3.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,6,SCBR2,10.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,7,SCBR2,5.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,SHSE7,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,7,SOEL,0.5,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,SOEL,0.1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,3,SPCO4,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,SPCO4,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,1,SPCO4,1.5,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,2,SPCO4,5.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,5,SPCO4,3.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,SPCO4,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,SPCO4,9.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,6,SPCO4,2.5,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,3,SPCR,2.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,1,SPCR,11.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,1,SPCR,5.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,3,SPCR,8.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,4,SPCR,13.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,6,SPCR,8.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,7,SPCR,3.5,10,1,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,7,SPCR,5.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,6,SPCR,10.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,5,SPCR,16.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,4,SPCR,8.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,3,SPCR,5.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,SPCR,3.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,1,SPCR,5.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,1,SPCR,2.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,3,SPCR,3.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,4,SPCR,4.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,5,SPCR,10.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,6,SPCR,2.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,7,SPCR,9.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,7,SPCR,6.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,6,SPCR,7.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,5,SPCR,4.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,4,SPCR,6.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,3,SPCR,10.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,2,SPCR,10.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,6,1,SPCR,1.5,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,1,SPCR,7.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,2,SPCR,11.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,5,SPCR,7.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,6,SPCR,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,7,7,SPCR,6.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,2,2,SPHA,8.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,4,2,SPHA,0.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,SPHA,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,3,5,TILA2,6.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,T,5,2,TILA2,1.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,APRAH,0.1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,APRAH,0.2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,APRAH,0.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,APRAH,0.9,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,APRAH,1.8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,2,APRAH,8.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,APRAH,0.5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,APRAH,0.3,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,4,APRAH,1.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,APRAH,1.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,ASNU4,2.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,ASNU4,0.3,5,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,3,ASNU4,2.0,9,0,0,0,0.3,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,4,ASNU4,0.5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,ASNU4,2.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,ASNU4,2.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,ASNU4,1.8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,ASNU4,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,ASNU4,1.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,ASNU4,2.8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,2,ASNU4,1.4,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,CHLA10,0.1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,CRCR3,2.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,CRCR3,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,3,CRCR3,4.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,4,CRCR3,4.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,CRCR3,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,CRCR3,0.2,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,CRCR3,3.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,CRCR3,11.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,CRCR3,10.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,CRCR3,4.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,2,CRCR3,4.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,DEPI,4.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,DEPI,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,3,DEPI,12.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,4,DEPI,3.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,DEPI,0.1,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,DEPI,1.5,33,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,DEPI,1.2,37,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,DEPI,4.5,32,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,DEPI,0.5,34,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,DEPI,6.0,36,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,2,DEPI,0.5,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,GUWR,0.3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,LEDED,0.3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,MAFE,1.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,3,MAFE,1.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,MAFE,1.4,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,MAFE,0.8,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,MAFE,0.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,MAFE,0.2,8,0,0,0,0.0,0.0,3.0,0.0,0.0,NA
S01,04/23/01,K,7,2,NAHI,0.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,OEAL,0.3,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,OEAL,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,OECEC2,0.8,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,OECEC2,1.7,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,OECEC2,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,PHIN,0.2,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,1,PLPA2,4.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,2,PLPA2,11.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,3,PLPA2,1.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,4,PLPA2,1.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,1,5,PLPA2,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,7,PLPA2,2.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,6,PLPA2,1.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,5,PLPA2,1.8,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,4,PLPA2,1.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,3,PLPA2,2.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,K,7,2,PLPA2,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,1,1,APRAH,2.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,1,4,APRAH,1.6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,1,5,APRAH,4.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,1,6,APRAH,1.1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,2,4,APRAH,4.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,2,3,APRAH,6.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,2,1,APRAH,4.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,3,1,APRAH,1.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,3,2,APRAH,0.6,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,3,3,APRAH,1.5,10,6,0,4,0.0,0.0,0.0,0.0,0.0,NA
S01,04/23/01,PK,3,4,APRAH,0.3,5,10,0,0,0.0,95.0,0.0,0.0,0.0,NA
