year,season,date,site,plot,subplot,quad,treatment,species,obs,cover,height,count,comment
2010,3,10/6/2010,M,9,B,1,S,CHSE7,2,0.1,2,2,NA
2010,3,10/6/2010,M,9,B,1,S,CHSE7,3,0.25,2,1,NA
2010,3,10/6/2010,M,9,B,1,S,CHSES,1,0.05,3,5,NA
2010,3,10/6/2010,M,9,B,1,S,CHSES,2,0.1,3,1,NA
2010,3,10/6/2010,M,9,B,1,S,EUEX4,1,0.1,4,2,NA
2010,3,10/6/2010,M,9,B,1,S,GUSA2,1,3,24,1,NA
2010,3,10/6/2010,M,9,B,1,S,MUAR2,1,1.5,12,2,NA
2010,3,10/6/2010,M,9,B,1,S,MUAR2,2,0.5,10,1,NA
2010,3,10/6/2010,M,9,B,1,S,SPFL2,1,1.5,19,1,NA
2010,3,10/6/2010,M,9,B,2,S,ASMIM,1,0.5,8,1,NA
2010,3,10/6/2010,M,9,B,2,S,ASMIM,2,0.5,6,1,NA
2010,3,10/6/2010,M,9,B,2,S,ASMIM,3,0.05,3,1,NA
2010,3,10/6/2010,M,9,B,2,S,ASMIM,4,0.25,7,1,NA
2010,3,10/6/2010,M,9,B,2,S,BOER4,1,1.5,13,1,NA
2010,3,10/6/2010,M,9,B,2,S,BOER4,2,0.5,10,2,NA
2010,3,10/6/2010,M,9,B,2,S,BOER4,3,2,10,2,NA
2010,3,10/6/2010,M,9,B,2,S,BOER4,4,1,12,1,NA
2010,3,10/6/2010,M,9,B,2,S,CHSES,1,0.05,2,2,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,1,2.5,23,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,2,1.5,19,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,3,1,15,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,4,0.75,17,1,ho
2010,3,10/6/2010,M,9,B,2,S,GUSA2,5,0.75,17,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,6,0.75,14,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,7,0.5,14,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,8,0.5,12,1,NA
2010,3,10/6/2010,M,9,B,2,S,GUSA2,9,0.5,17,1,ho
2010,3,10/6/2010,M,9,B,2,S,LIPU4,1,1.5,16,1,NA
2010,3,10/6/2010,M,9,B,2,S,MUAR2,1,0.25,7,1,ho
2010,3,10/6/2010,M,9,B,2,S,SPPO6,1,3.5,62,1,NA
2010,3,10/6/2010,M,10,A,1,LF,BOER4,1,0.5,10,1,NA
2010,3,10/6/2010,M,10,A,1,LF,BOER4,2,0.1,6,1,NA
2010,3,10/6/2010,M,10,A,1,LF,BOER4,3,1,11,2,NA
2010,3,10/6/2010,M,10,A,1,LF,BOER4,4,0.05,6,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,1,1.5,13,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,2,0.75,16,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,3,0.5,11,2,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,4,2,12,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,5,1,12,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHER2,6,1.5,16,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,1,0.75,7,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,2,0.25,8,2,1ho
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,3,1,9,5,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,4,1.5,10,2,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,5,0.5,6,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,6,0.05,3,1,NA
2010,3,10/6/2010,M,10,A,1,LF,CHLA10,7,0.1,5,1,NA
2010,3,10/6/2010,M,10,A,1,LF,HODR,1,3,9,1,NA
2010,3,10/6/2010,M,10,A,1,LF,SPPO6,1,1,39,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,1,1,8,2,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,2,0.5,9,6,1ho
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,3,1.5,8,2,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,4,2,11,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,5,2.5,12,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,6,1,10,5,1ho
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,7,4,13,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,8,0.05,3,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,9,0.5,6,3,NA
2010,3,10/6/2010,M,10,A,2,LF,CHLA10,10,0.1,4,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHRE4,1,0.05,4,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHSE7,1,0.1,1,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHSES,1,0.1,1,2,NA
2010,3,10/6/2010,M,10,A,2,LF,CHSES,2,0.25,3,1,NA
2010,3,10/6/2010,M,10,A,2,LF,CHSES,3,0.01,1,2,NA
2010,3,10/6/2010,M,10,A,2,LF,CHSES,4,0.05,5,1,NA
2010,3,10/6/2010,M,10,A,2,LF,SPCO4,1,0.5,15,1,NA
2010,3,10/6/2010,M,10,A,2,LF,SPCO4,2,0.25,12,1,NA
2010,3,10/6/2010,M,10,A,2,LF,SPCO4,3,0.5,10,1,ho
2010,3,10/6/2010,M,10,A,2,LF,SPCO4,4,0.1,7,2,NA
2010,3,10/6/2010,M,10,A,2,LF,SPCO4,5,0.25,19,1,NA
2010,3,10/6/2010,M,10,A,2,LF,SPPO6,1,3,70,1,ho
2010,3,10/6/2010,M,10,A,2,LF,SPPO6,2,2,48,1,ho
2010,3,10/6/2010,M,10,A,2,LF,SPPO6,3,0.01,2,1,NA
2010,3,10/6/2010,M,10,B,1,L,ASMIM,1,0.5,6,3,NA
2010,3,10/6/2010,M,10,B,1,L,BOER4,1,0.75,9,1,NA
2010,3,10/6/2010,M,10,B,1,L,BOER4,2,0.1,10,1,NA
2010,3,10/6/2010,M,10,B,1,L,BOER4,3,0.05,4,2,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,1,0.75,5,2,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,2,0.25,6,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,3,2,7,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,4,0.5,7,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,5,1.5,8,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHLA10,6,0.5,4,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHRE4,1,2.5,10,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHRE4,2,1,10,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHRE4,3,0.75,7,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHRE4,4,0.25,6,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHRE4,5,0.1,6,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSE7,1,0.5,4,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSE7,2,0.05,2,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSES,1,0.5,4,2,NA
2010,3,10/6/2010,M,10,B,1,L,CHSES,2,0.25,2,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSES,3,0.25,6,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSES,4,0.1,2,1,NA
2010,3,10/6/2010,M,10,B,1,L,CHSES,5,0.1,5,1,NA
2010,3,10/6/2010,M,10,B,1,L,HODR,1,0.05,4,1,NA
2010,3,10/6/2010,M,10,B,1,L,KAPA,1,0.5,6,1,NA
2010,3,10/6/2010,M,10,B,1,L,LIPU4,1,1.5,6,1,NA
2010,3,10/6/2010,M,10,B,2,L,ASMIM,1,1,9,1,NA
2010,3,10/6/2010,M,10,B,2,L,BOER4,1,0.25,8,1,NA
2010,3,10/6/2010,M,10,B,2,L,BOER4,2,0.05,3,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,1,1.5,8,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,2,0.5,6,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,3,0.25,5,2,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,4,1,8,2,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,5,0.75,7,5,NA
2010,3,10/6/2010,M,10,B,2,L,CHLA10,6,0.75,9,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHRE4,1,0.1,6,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHRE4,2,0.25,5,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHRE4,3,1.5,8,2,NA
2010,3,10/6/2010,M,10,B,2,L,CHRE4,4,0.5,5,2,ho
2010,3,10/6/2010,M,10,B,2,L,CHRE4,5,0.75,10,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHSE7,1,0.75,2,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHSE7,2,0.25,2,1,ho
2010,3,10/6/2010,M,10,B,2,L,CHSES,1,0.25,3,4,NA
2010,3,10/6/2010,M,10,B,2,L,CHSES,2,0.05,2,2,NA
2010,3,10/6/2010,M,10,B,2,L,CHSES,3,0.5,5,2,NA
2010,3,10/6/2010,M,10,B,2,L,CHSES,4,0.75,3,1,NA
2010,3,10/6/2010,M,10,B,2,L,CHSES,5,0.01,1,1,NA
2010,3,10/6/2010,M,10,B,2,L,EUEX4,1,0.5,7,1,NA
2010,3,10/6/2010,M,10,B,2,L,HODR,1,1,5,1,NA
2010,3,10/6/2010,M,10,B,2,L,KAPA,1,2.5,6,1,NA
2010,3,10/6/2010,M,10,B,2,L,PEAN,1,0.1,5,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,1,0.05,2,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,2,0.1,3,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,3,0.25,4,2,ho
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,4,1,6,2,NA
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,5,0.25,5,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHLA10,6,0.5,6,2,NA
2010,3,10/6/2010,M,11,A,1,CF,CHRE4,1,0.75,5,2,NA
2010,3,10/6/2010,M,11,A,1,CF,CHRE4,2,1.5,8,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHRE4,3,0.25,7,6,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSE7,1,0.25,2,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSE7,2,0.1,1,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSE7,3,2,3,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSES,1,0.5,2,6,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSES,2,0.75,3,1,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSES,3,0.25,2,9,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSES,4,0.1,2,4,NA
2010,3,10/6/2010,M,11,A,1,CF,CHSES,5,0.05,1,3,NA
2010,3,10/6/2010,M,11,A,1,CF,CRCI3,1,0.25,6,1,NA
2010,3,10/6/2010,M,11,A,1,CF,EUEX4,1,0.1,4,1,NA
2010,3,10/6/2010,M,11,A,1,CF,EUEX4,2,0.5,5,4,NA
2010,3,10/6/2010,M,11,A,1,CF,EUEX4,3,0.25,6,3,NA
2010,3,10/6/2010,M,11,A,1,CF,GUWR,1,1.5,21,1,NA
2010,3,10/6/2010,M,11,A,1,CF,KAPA,1,0.1,5,1,NA
2010,3,10/6/2010,M,11,A,1,CF,KAPA,2,0.05,2,1,NA
2010,3,10/6/2010,M,11,A,1,CF,MUAR2,1,0.05,3,1,NA
2010,3,10/6/2010,M,11,A,1,CF,PEAN,1,0.25,4,1,NA
2010,3,10/6/2010,M,11,A,1,CF,PEAN,2,0.25,6,1,NA
2010,3,10/6/2010,M,11,A,1,CF,PEAN,3,0.5,5,1,NA
2010,3,10/6/2010,M,11,A,2,CF,BOER4,1,0.25,9,2,NA
2010,3,10/6/2010,M,11,A,2,CF,BOER4,2,0.1,6,1,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,1,1,6,6,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,2,0.25,5,9,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,3,0.1,4,4,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,4,0.75,6,2,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,5,0.5,7,1,NA
2010,3,10/6/2010,M,11,A,2,CF,CHLA10,6,2.5,6,1,NA
2010,3,10/6/2010,M,11,A,2,CF,CHRE4,1,0.1,5,3,NA
2010,3,10/6/2010,M,11,A,2,CF,CHRE4,2,0.25,5,8,NA
2010,3,10/6/2010,M,11,A,2,CF,CHSE7,1,0.1,1,3,NA
2010,3,10/6/2010,M,11,A,2,CF,CHSE7,2,0.5,2,1,NA
2010,3,10/6/2010,M,11,A,2,CF,CHSE7,3,0.25,2,3,NA
2010,3,10/6/2010,M,11,A,2,CF,CHSES,1,0.1,1,5,NA
2010,3,10/6/2010,M,11,A,2,CF,CHSES,2,0.25,3,2,NA
2010,3,10/6/2010,M,11,A,2,CF,CRCI3,1,0.05,7,1,ho
2010,3,10/6/2010,M,11,A,2,CF,EUEX4,1,0.25,4,6,NA
2010,3,10/6/2010,M,11,A,2,CF,PEAN,1,0.1,5,1,NA
2010,3,10/6/2010,M,11,B,1,C,ALIN,1,2.5,12,1,NA
2010,3,10/6/2010,M,11,B,1,C,ALIN,2,0.1,2,1,NA
2010,3,10/6/2010,M,11,B,1,C,ASMIM,1,0.5,7,1,NA
2010,3,10/6/2010,M,11,B,1,C,ASMIM,2,2,9,1,NA
2010,3,10/6/2010,M,11,B,1,C,BOER4,1,0.25,9,2,NA
2010,3,10/6/2010,M,11,B,1,C,BOER4,2,0.25,7,1,NA
2010,3,10/6/2010,M,11,B,1,C,BOER4,3,1,14,1,ho
2010,3,10/6/2010,M,11,B,1,C,BOER4,4,0.05,4,2,NA
2010,3,10/6/2010,M,11,B,1,C,BOER4,5,0.5,8,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,1,0.5,7,4,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,2,1.5,7,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,3,0.25,4,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,4,0.25,6,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,5,0.5,5,4,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,6,0.75,10,2,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,7,3.5,13,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHRE4,8,1,6,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHSE7,1,0.5,1,2,NA
2010,3,10/6/2010,M,11,B,1,C,CHSE7,2,0.25,2,3,NA
2010,3,10/6/2010,M,11,B,1,C,CHSES,1,1,4,1,NA
2010,3,10/6/2010,M,11,B,1,C,CHSES,2,0.25,2,10,NA
2010,3,10/6/2010,M,11,B,1,C,CHSES,3,0.75,4,2,NA
2010,3,10/6/2010,M,11,B,1,C,CHSES,4,0.1,1,2,NA
2010,3,10/6/2010,M,11,B,1,C,DAPU7,1,0.05,2,3,NA
2010,3,10/6/2010,M,11,B,1,C,EUEX4,1,0.1,3,1,NA
2010,3,10/6/2010,M,11,B,1,C,EUEX4,2,0.5,6,2,NA
2010,3,10/6/2010,M,11,B,1,C,EUEX4,3,0.25,7,1,NA
2010,3,10/6/2010,M,11,B,2,C,ALIN,1,0.25,2,1,NA
2010,3,10/6/2010,M,11,B,2,C,ASMIM,1,1,11,1,NA
2010,3,10/6/2010,M,11,B,2,C,ASMIM,2,0.1,5,1,NA
2010,3,10/6/2010,M,11,B,2,C,ASMIM,3,0.05,4,1,ho
2010,3,10/6/2010,M,11,B,2,C,ASMIM,4,0.01,1,1,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,1,0.25,6,1,ho
2010,3,10/6/2010,M,11,B,2,C,BOER4,2,1,5,1,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,3,1,8,2,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,4,0.5,7,2,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,5,1.5,11,1,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,6,0.5,8,1,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,7,0.05,2,16,NA
2010,3,10/6/2010,M,11,B,2,C,BOER4,8,0.05,4,3,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,1,0.01,1,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,2,0.05,1,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,3,0.05,5,3,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,4,0.1,4,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,5,0.25,5,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,6,1,11,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,7,0.05,4,1,ho
2010,3,10/6/2010,M,11,B,2,C,CHRE4,8,2,10,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHRE4,9,0.1,7,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHSE7,1,0.05,2,2,NA
2010,3,10/6/2010,M,11,B,2,C,CHSE7,2,0.25,2,2,NA
2010,3,10/6/2010,M,11,B,2,C,CHSE7,3,0.5,1,2,NA
2010,3,10/6/2010,M,11,B,2,C,CHSE7,4,0.1,1,3,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,1,0.05,1,7,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,2,0.01,1,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,3,0.25,1,2,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,4,0.5,1,1,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,5,0.5,5,2,NA
2010,3,10/6/2010,M,11,B,2,C,CHSES,6,0.1,3,5,NA
2010,3,10/6/2010,M,11,B,2,C,EPTO,1,12,17,1,NA
2010,3,10/6/2010,M,11,B,2,C,EUEX4,1,0.1,5,1,NA
2010,3,10/6/2010,M,11,B,2,C,EUEX4,2,0.1,4,3,NA
2010,3,10/6/2010,M,11,B,2,C,LIPU4,1,2.5,15,1,NA
2010,3,10/6/2010,M,11,B,2,C,MUAR2,1,0.1,5,2,NA
2010,3,10/6/2010,M,12,A,1,LF,ARPU9,1,1.5,15,1,NA
2010,3,10/6/2010,M,12,A,1,LF,ASMIM,1,0.75,9,1,NA
2010,3,10/6/2010,M,12,A,1,LF,BOER4,1,0.25,7,2,NA
2010,3,10/6/2010,M,12,A,1,LF,BOER4,2,0.5,10,1,NA
2010,3,10/6/2010,M,12,A,1,LF,BOER4,3,1,12,1,NA
2010,3,10/6/2010,M,12,A,1,LF,CHRE4,1,0.25,9,2,NA
2010,3,10/6/2010,M,12,A,1,LF,CHRE4,2,0.5,9,3,NA
2010,3,10/6/2010,M,12,A,1,LF,CHRE4,3,0.75,9,1,NA
2010,3,10/6/2010,M,12,A,1,LF,CHRE4,4,0.05,7,2,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSE7,1,0.25,6,2,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSE7,2,0.25,3,3,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSE7,3,0.05,2,1,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSE7,4,0.75,5,3,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSES,1,0.5,5,3,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSES,2,0.1,4,3,NA
2010,3,10/6/2010,M,12,A,1,LF,CHSES,3,0.25,6,1,NA
2010,3,10/6/2010,M,12,A,1,LF,EUEX4,1,0.1,8,1,NA
2010,3,10/6/2010,M,12,A,1,LF,GUSA2,1,1.5,15,1,NA
2010,3,10/6/2010,M,12,A,1,LF,HODR,1,1,9,1,NA
2010,3,10/6/2010,M,12,A,1,LF,KAPA,1,1,9,1,ho
2010,3,10/6/2010,M,12,A,1,LF,KAPA,2,2,4,1,NA
2010,3,10/6/2010,M,12,A,1,LF,KAPA,3,4,11,1,NA
2010,3,10/6/2010,M,12,A,1,LF,KAPA,4,3,8,1,NA
2010,3,10/6/2010,M,12,A,1,LF,KAPA,5,0.5,10,1,ho
2010,3,10/6/2010,M,12,A,1,LF,KAPA,6,2.5,15,1,NA
2010,3,10/6/2010,M,12,A,1,LF,LIPU4,1,1,10,1,NA
2010,3,10/6/2010,M,12,A,1,LF,LIPU4,2,0.5,14,2,1ho
2010,3,10/6/2010,M,12,A,1,LF,LIPU4,3,1.5,15,1,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,1,2.5,10,1,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,2,1,8,2,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,3,2,10,1,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,4,0.75,8,7,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,5,0.1,7,3,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,6,0.5,7,6,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,7,0.25,7,5,NA
2010,3,10/6/2010,M,12,A,1,LF,MUAR2,8,0.5,6,1,ho
2010,3,10/6/2010,M,12,A,1,LF,SPCR,1,1,18,1,NA
2010,3,10/6/2010,M,12,A,1,LF,SPPO6,1,7,70,1,NA
2010,3,10/6/2010,M,12,A,2,LF,ARPU9,1,0.5,15,1,NA
2010,3,10/6/2010,M,12,A,2,LF,ASMIM,1,1.5,9,2,NA
2010,3,10/6/2010,M,12,A,2,LF,BOER4,1,0.75,9,2,NA
2010,3,10/6/2010,M,12,A,2,LF,BOER4,2,0.5,8,1,NA
2010,3,10/6/2010,M,12,A,2,LF,BOER4,3,0.25,9,1,NA
2010,3,10/6/2010,M,12,A,2,LF,BOER4,4,1.5,10,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,1,0.5,8,3,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,2,0.5,10,1,ho
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,3,1,16,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,4,1,11,2,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,5,1.5,10,3,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,6,1.5,14,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,7,0.25,10,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,8,0.25,7,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,9,2,11,2,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,10,0.75,8,2,NA
2010,3,10/6/2010,M,12,A,2,LF,CHRE4,11,1,8,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,1,2,7,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,2,0.5,7,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,3,1.5,12,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,4,3,5,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,5,0.5,2,3,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,6,0.25,2,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSE7,7,0.05,2,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,1,1.5,6,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,2,0.5,2,2,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,3,0.1,8,1,ho
2010,3,10/6/2010,M,12,A,2,LF,CHSES,4,0.5,6,1,ho
2010,3,10/6/2010,M,12,A,2,LF,CHSES,5,0.25,3,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,6,0.25,4,2,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,7,0.1,4,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,8,0.05,3,1,NA
2010,3,10/6/2010,M,12,A,2,LF,CHSES,9,0.01,1,1,NA
2010,3,10/6/2010,M,12,A,2,LF,EUEX4,1,0.75,7,2,NA
2010,3,10/6/2010,M,12,A,2,LF,GUSA2,1,1.5,18,1,NA
2010,3,10/6/2010,M,12,A,2,LF,GUSA2,2,0.75,10,1,NA
2010,3,10/6/2010,M,12,A,2,LF,GUSA2,3,3,20,1,NA
2010,3,10/6/2010,M,12,A,2,LF,GUSA2,4,0.25,10,1,ho
2010,3,10/6/2010,M,12,A,2,LF,GUSA2,5,0.5,16,1,ho
2010,3,10/6/2010,M,12,A,2,LF,KAPA,1,1.5,10,1,ho
2010,3,10/6/2010,M,12,A,2,LF,KAPA,2,0.5,4,1,ho
2010,3,10/6/2010,M,12,A,2,LF,LIPU4,1,0.25,13,1,ho
2010,3,10/6/2010,M,12,A,2,LF,LIPU4,2,1.5,19,1,ho
2010,3,10/6/2010,M,12,A,2,LF,MUAR2,1,0.75,9,1,NA
2010,3,10/6/2010,M,12,A,2,LF,PEAN,1,0.25,5,1,NA
2010,3,10/6/2010,M,12,A,2,LF,SPFL2,1,6.5,20,1,NA
2010,3,10/6/2010,M,12,B,1,L,ASMIM,1,0.75,7,1,NA
2010,3,10/6/2010,M,12,B,1,L,ASMIM,2,0.25,6,2,NA
2010,3,10/6/2010,M,12,B,1,L,ASMIM,3,0.5,12,1,ho
2010,3,10/6/2010,M,12,B,1,L,ASMIM,4,0.5,5,1,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,1,1,10,1,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,2,1,7,2,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,3,0.75,10,1,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,4,0.05,6,2,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,5,0.1,10,1,NA
2010,3,10/6/2010,M,12,B,1,L,BOER4,6,0.01,3,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHRE4,1,0.5,7,3,NA
2010,3,10/6/2010,M,12,B,1,L,CHRE4,2,0.25,7,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHRE4,3,0.05,6,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSE7,1,0.5,3,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSE7,2,0.05,3,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSE7,3,0.1,2,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSE7,4,0.25,3,2,NA
2010,3,10/6/2010,M,12,B,1,L,CHSES,1,0.05,2,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSES,2,0.5,4,1,NA
2010,3,10/6/2010,M,12,B,1,L,CHSES,3,0.5,6,1,ho
2010,3,10/6/2010,M,12,B,1,L,CRCI3,1,1,24,1,NA
2010,3,10/6/2010,M,12,B,1,L,CRCI3,2,6,28,1,NA
2010,3,10/6/2010,M,12,B,1,L,EUEX4,1,0.05,6,1,NA
2010,3,10/6/2010,M,12,B,1,L,GUSA2,1,3.5,28,1,NA
2010,3,10/6/2010,M,12,B,1,L,GUSA2,2,1,20,1,NA
