YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,QUAD,SIDE,FRONDS,AREA,OBS_CODE,NOTES
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,3,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,3,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,12,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,8,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,5,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,14,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,14,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,4,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,10,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,1,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,1,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,1,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,25,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,23,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,18,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,20,O,24,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,10,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,4,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,4,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,24,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,18,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,3,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,1,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,12,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,I,2,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,O,8,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,O,3,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,O,11,20,36,-99999
2010,11,2010-11-18,MOHK,3,ANNUAL REMOVAL,40,O,9,20,36,-99999
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,20,I,1,20,36,-99999
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,20,I,1,20,36,-99999
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,20,I,1,20,36,-99999
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,20,O,0,20,36,NO KELP
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,40,I,1,20,36,-99999
2010,11,2010-11-18,MOHK,4,CONTINUOUS REMOVAL,40,O,0,20,36,NO KELP
2010,11,2010-11-19,AQUE,4,CONTROL,20,I,11,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,20,I,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,20,O,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,20,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,20,O,4,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,10,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,13,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,12,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,12,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,8,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,14,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,4,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,4,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,4,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,11,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,11,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,I,7,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,1,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,2,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,3,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,6,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,6,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,6,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,6,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,5,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,5,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,29,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,7,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,8,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,13,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,14,20,68,-99999
2010,11,2010-11-19,AQUE,4,CONTROL,40,O,17,20,68,-99999
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,20,I,2,20,68,-99999
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,20,I,4,20,68,-99999
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,20,O,0,20,68,NO KELP
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,40,I,5,20,68,-99999
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,40,I,1,20,68,-99999
2010,11,2010-11-19,AQUE,7,ANNUAL REMOVAL,40,O,6,20,68,-99999
2010,11,2010-11-19,AQUE,8,CONTINUOUS REMOVAL,20,I,0,20,68,NO KELP
2010,11,2010-11-19,AQUE,8,CONTINUOUS REMOVAL,20,O,0,20,68,NO KELP
2010,11,2010-11-19,AQUE,8,CONTINUOUS REMOVAL,40,I,0,20,68,NO KELP
2010,11,2010-11-19,AQUE,8,CONTINUOUS REMOVAL,40,O,0,20,68,NO KELP
2010,12,2010-12-06,CARP,7,CONTROL,20,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,7,CONTROL,20,O,0,20,72,NO KELP
2010,12,2010-12-06,CARP,7,CONTROL,40,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,7,CONTROL,40,O,0,20,72,NO KELP
2010,12,2010-12-06,CARP,9,ANNUAL REMOVAL,20,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,9,ANNUAL REMOVAL,20,O,0,20,72,NO KELP
2010,12,2010-12-06,CARP,9,ANNUAL REMOVAL,40,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,9,ANNUAL REMOVAL,40,O,0,20,72,NO KELP
2010,12,2010-12-06,CARP,10,CONTINUOUS REMOVAL,20,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,10,CONTINUOUS REMOVAL,20,O,0,20,72,NO KELP
2010,12,2010-12-06,CARP,10,CONTINUOUS REMOVAL,40,I,0,20,72,NO KELP
2010,12,2010-12-06,CARP,10,CONTINUOUS REMOVAL,40,O,0,20,72,NO KELP
2011,1,2011-01-10,NAPL,3,CONTROL,20,I,1,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,20,I,2,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,20,I,3,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,20,I,4,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,20,I,13,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,20,O,10,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,4,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,1,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,3,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,2,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,2,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,4,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,9,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,I,6,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,O,2,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,O,2,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,O,8,20,36,-99999
2011,1,2011-01-10,NAPL,3,CONTROL,40,O,8,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,20,I,0,20,36,NO KELP
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,20,O,3,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,20,O,3,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,20,O,7,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,20,O,3,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,40,I,0,20,36,NO KELP
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,40,O,3,20,36,-99999
2011,1,2011-01-10,NAPL,9,ANNUAL REMOVAL,40,O,5,20,36,-99999
2011,1,2011-01-10,NAPL,10,CONTINUOUS REMOVAL,20,I,0,20,36,NO KELP
2011,1,2011-01-10,NAPL,10,CONTINUOUS REMOVAL,20,O,0,20,36,NO KELP
2011,1,2011-01-10,NAPL,10,CONTINUOUS REMOVAL,40,I,0,20,36,NO KELP
2011,1,2011-01-10,NAPL,10,CONTINUOUS REMOVAL,40,O,0,20,36,NO KELP
2011,1,2011-01-11,AQUE,4,CONTROL,20,I,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,4,CONTROL,20,O,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,7,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,16,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,3,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,3,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,4,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,6,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,7,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,2,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,2,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,I,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,2,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,4,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,6,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,3,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,3,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,6,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,4,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,4,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,7,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,27,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,2,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,6,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,8,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,4,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,1,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,20,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,14,20,80,-99999
2011,1,2011-01-11,AQUE,4,CONTROL,40,O,7,20,80,-99999
2011,1,2011-01-11,AQUE,7,ANNUAL REMOVAL,20,I,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,7,ANNUAL REMOVAL,20,O,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,7,ANNUAL REMOVAL,40,I,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,7,ANNUAL REMOVAL,40,O,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,8,CONTINUOUS REMOVAL,20,I,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,8,CONTINUOUS REMOVAL,20,O,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,8,CONTINUOUS REMOVAL,40,I,0,20,80,NO KELP
2011,1,2011-01-11,AQUE,8,CONTINUOUS REMOVAL,40,O,0,20,80,NO KELP
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,59,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,7,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,7,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,24,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,24,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,9,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,9,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,4,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,27,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,20,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,I,6,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,4,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,14,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,25,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,7,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,7,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,4,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,3,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,16,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,1,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,9,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,2,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,64,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,20,O,5,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,4,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,7,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,9,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,9,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,3,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,I,1,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,12,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,10,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,16,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,5,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,8,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,3,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,21,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,68,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,42,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,46,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,34,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,5,20,36,-99999
2011,1,2011-01-12,MOHK,2,CONTROL,40,O,2,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,8,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,23,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,23,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,23,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,9,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,34,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,20,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,18,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,15,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,I,11,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,12,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,12,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,6,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,2,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,2,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,15,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,15,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,34,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,17,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,9,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,9,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,20,O,11,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,7,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,23,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,1,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,21,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,I,32,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,14,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,16,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,2,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,31,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,12,20,36,-99999
2011,1,2011-01-12,MOHK,3,ANNUAL REMOVAL,40,O,27,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,20,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,20,I,1,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,20,O,1,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,40,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,40,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,40,I,2,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,40,I,1,20,36,-99999
2011,1,2011-01-12,MOHK,4,CONTINUOUS REMOVAL,40,O,2,20,36,-99999
2011,1,2011-01-25,CARP,7,CONTROL,20,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,7,CONTROL,20,O,0,20,67,NO KELP
2011,1,2011-01-25,CARP,7,CONTROL,40,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,7,CONTROL,40,O,0,20,67,NO KELP
2011,1,2011-01-25,CARP,9,ANNUAL REMOVAL,20,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,9,ANNUAL REMOVAL,20,O,0,20,67,NO KELP
2011,1,2011-01-25,CARP,9,ANNUAL REMOVAL,40,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,9,ANNUAL REMOVAL,40,O,0,20,67,NO KELP
2011,1,2011-01-25,CARP,10,CONTINUOUS REMOVAL,20,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,10,CONTINUOUS REMOVAL,20,O,0,20,67,NO KELP
2011,1,2011-01-25,CARP,10,CONTINUOUS REMOVAL,40,I,0,20,67,NO KELP
2011,1,2011-01-25,CARP,10,CONTINUOUS REMOVAL,40,O,0,20,67,NO KELP
2011,2,2011-02-28,NAPL,3,CONTROL,20,I,2,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,20,O,17,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,5,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,17,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,6,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,6,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,2,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,3,20,68,-99999
2011,2,2011-02-28,NAPL,3,CONTROL,40,I,1,20,68,-99999
