global_id,og_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
100,1048,knb-lter-vcr.106.25¾,VCR99065_1,VCR,"Long-term N-fertilized vegetation plots on Hog Island, Virginia Coastal Barrier Islands, 1992-2014",VCR99065,Day,0,1,0,1/1/92,1/1/14,,0,1,1,yr,low,plant,per_cover;density,,exp,51,yes,no,,,,,,,,,4,2,resource,see site_metadata,yes,2,4,5,0,0,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.106,"density= num_stems per 0.25 m2; site(4), plot(up to 4 per site), subplot (5 per plot)",,1,
101,1439,,MS04301_v4.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Air temperature (daily)¾(Feb 3 1958 - Mar 31 2015),,0,0,0,2/3/58,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
102,1440,,MS04302_v3.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Relative humidity (daily)¾(Feb 3 1958 - Mar 16 2015),,0,0,0,2/3/58,3/16/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
103,1441,,MS04303_v4.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Precipitation (daily)¾(Oct 1 1957 - Jun 1 2015),,0,0,0,10/1/57,6/1/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
104,1442,,MS04304_v4.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Wind speed and direction from propeller anemometer (daily)¾(May 22 1973 - May 27 2015),,0,0,0,5/22/73,5/27/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
105,1443,,MS04305_v2.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Solar radiation - incoming short wave (daily)¾(May 10 1972 - Jun 2 2015),,0,0,0,5/10/72,6/2/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
106,1444,,MS04306_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil moisture potential (daily)¾(Jun 16 1987 - Nov 13 2002),,0,0,0,6/16/87,11/13/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
107,1445,,MS04307_v3.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Dewpoint temperature (daily)¾(May 10 1972 - Mar 16 2015),,0,0,0,5/9/72,3/16/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
108,1446,,MS04308_v3.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Water vapor pressure deficit (daily)¾(Jul 6 1988 - Mar 16 2015),,0,0,0,7/6/88,3/16/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
109,1447,,MS04309_v2.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Snowmelt lysimeter (daily)¾(Oct 1 1990 - Jan 1 2015),,0,0,0,10/1/90,1/1/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
110,1448,,MS04310_v2.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Snow water equivalence (SWE) and snow depth (daily midnight)¾(Jun 16 1987 - Oct 1 2014),,0,0,0,6/17/87,10/1/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
111,1449,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Air temperature (fine temporal resolution)¾(May 10 1972 - Mar 31 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
112,1450,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Relative humidity (fine temporal resolution)¾(Jul 6 1988 - Mar 17 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
113,1451,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Precipitation (fine temporal resolution)¾(Oct 1 1957 - Jun 4 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
114,1452,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Wind speed and direction from propeller anemometer (fine temporal resolution)¾(May 22 1973 - May 28 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
115,1453,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Solar radiation - incoming short wave (fine temporal resolution)¾(May 9 1972 - Jun 10 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
116,1454,,MS04316_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil moisture potential (fine temporal resolution)¾(Jul 6 1988 - Jul 14 1994),,0,0,0,7/6/88,7/14/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
117,1455,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Dewpoint temperature (fine temporal resolution)¾(May 10 1972 - Mar 17 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
118,1456,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Water vapor pressure deficit (fine temporal resolution)¾(Jul 15 1994 - Mar 17 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
119,1457,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Snowmelt lysimeter (fine temporal resolution)¾(Oct 1 1990 - Jan 2 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
120,1458,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Snow water equivalence (SWE) and snow depth (median depth for each hour)¾(Jun 16 1987 - Oct 1 2014),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
121,1459,,MS04321_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil temperature (daily)¾(Jun 16 1987 - Dec 17 2014),,0,0,0,6/17/87,12/17/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
122,1460,,MS04322_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Photosynthetically active radiation (PAR) (daily)¾(Jan 23 1998 - Feb 25 2015),,0,0,0,1/24/98,2/25/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
123,1461,,MS04323_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil water content (daily)¾(Jun 4 1998 - Dec 17 2014),,0,0,0,6/4/98,12/17/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
124,1462,,MS04324_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Wind speed and direction from sonic anemometer (daily)¾(Apr 16 2013 - Dec 31 2014),,0,0,0,4/17/13,12/30/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
125,1463,,MS04325_v1.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Net radiation (daily)¾(Apr 17 2013 - Dec 31 2014),,0,0,0,4/17/13,12/31/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
126,1464,,MS04330_v2.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Snow water equivalence (SWE) and snow depth based on episodic snow course measurements near the station¾(Feb 2 1994 - Jun 16 2014),,0,0,0,2/2/94,6/16/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
127,1465,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil temperature (fine temporal resolution)¾(Jul 6 1988 - Dec 17 2014),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
128,1466,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Photosynthetically active radiation (PAR) (fine temporal resolution)¾(Jan 23 1998 - Feb 26 2015),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
129,1467,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Soil water content (fine temporal resolution)¾(May 9 2012 - Dec 31 2014),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
130,1468,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Wind speed and direction from sonic anemometer (five minute resolution)¾(Apr 16 2013 - Dec 31 2014),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
131,1469,,Not online,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Net radiation (five minute resolution)¾(Apr 16 2013 - Dec 31 2014),,1,0,0,1/10/57,3/31/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
132,1470,,MS04336_v2.csv,AND,Meteorological data from benchmark stations at the Andrews Experimental Forest - this is temporary new MS001 data¾,Atmospheric pressure (fine temporal resolution)¾(Oct 9 2009 - May 19 2015),,0,0,0,10/9/09,5/19/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=MS043&topnav=135,not counting as separate data; this is data table is duplicated see MS001,,0,
133,1494,,SA01501_v2.csv,AND,"Spatial and temporal distribution and abundance of moths in the Andrews Experimental Forest, 1994 to 2008",Moth distribution and abundance¾(Apr 26 1994 - Oct 5 2004),,0,0,0,4/26/94,10/5/04,,0,1,1,season:yr;irregular,low,arthropod,count,,obs,579,yes,no,,,,,,,,,see site_metadata,,,,yes,see site_metadata,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA015&topnav=97,"data do not have information regarding the stratified sampling desing (no site, elevation, or vegetation type indicators)",,1,
134,1496,,SA01601_v2.csv,AND,"Spatial and temporal distribution and abundance of butterflies in the Andrews Experimental Forest, 1994-1996",Butterfly distribution and abundance¾(Apr 20 1994 - May 8 1996),,0,0,0,4/20/94,5/8/96,,0,1,1,month:yr; irregular,low,arthropod,count,,obs,72,yes,no,,,,,,,,,7,0,,,see site_metadata,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA016&topnav=97,data is sparse,,1,
135,1497,,SA01701_v2.csv,AND,"Aquatic insect sampling in Lookout Creek at the H.J. Andrews Experimental Forest, 2001",Emergence species abundance¾(Jun 22 2001 - Sep 20 2001),,0,0,0,6/25/01,9/20/01,,0,1,1,see site_metadata,low,arthropod,count,,obs,87,yes,no,,,,,,,,,see site_metadata,0,,,see site_metadata,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA017&topnav=135,"trapping intervals were either 12 hours (day or night), 48 hrs, 72 hrs, or 10 day periods",,1,
136,1498,,SA01702_v2.csv,AND,"Aquatic insect sampling in Lookout Creek at the H.J. Andrews Experimental Forest, 2001",Return species abundance¾(Jun 22 2001 - Sep 20 2001),,0,0,0,6/27/01,9/20/01,,0,1,1,see site_metadata,low,arthropod,count,,obs,67,yes,no,,,,,,,,,see site_metadata,0,,,see site_metadata,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA017&topnav=135,"trapping intervals were either 12 hours (day or night), 48 hrs, 72 hrs, or 10 day periods",,1,
137,1504,,SA02201_v2.csv,AND,"Headwater Stream Macroinvertebrates of the H.J. Andrews Experimental Forest, Oregon, 2003-2004",Benthic data¾(Jun 19 2003 - May 2 2004),,0,0,0,6/19/03,5/2/04,,0,1,1,see site_metadata,low,see site_metadata,count,,exp,see site_metadata,yes,no,,,,,,,,,6,0,removal,,yes,1,6,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA022&topnav=97,"sites (6, paired), transect (6 per site); low temporal resolution",,1,
138,1505,,SA02202_v2.csv,AND,"Headwater Stream Macroinvertebrates of the H.J. Andrews Experimental Forest, Oregon, 2003-2004",Emergent data¾(Jun 30 2003 - Jun 30 2004),,0,0,0,6/30/03,6/30/04,,0,1,1,see site_metadata,low,see site_metadata,count,,exp,see site_metadata,yes,no,,,,,,,,,6,0,removal,,yes,1,4,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA022&topnav=97,"sites (6, paired), trap (4 per site); low temporal resolution; count is of emergent taxa",,1,
139,1512,,SA02502_v1.csv,AND,Terrestrial Insect Activity Phenology with trap collections at HJ Andrews,Aquatic Insect Emergence data¾(Apr 9 2009 - Jul 2 2012),,0,0,0,4/9/09,7/2/12,,1,1,1,month:yr,low,arthropod,count,,obs,4,yes ,no,,,,,,,,,6,0,,,yes,see site_metadata,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA025&topnav=135,replicate number of traps per site varies over time;most data are grouped into aquatic adults category except four species; count of are emergent taxa,,1,
140,1514,,SA02504_v1.csv,AND,Terrestrial Insect Activity Phenology with trap collections at HJ Andrews,Aquatic Insect Emergence Genus data¾(Apr 5 2011 - Jul 8 2011),,0,0,0,4/5/11,7/8/11,,1,1,1,month:yr,low,arthropod, count,,obs,see site_metadata,yes,no,,,,,,,,,6,0,,,yes,see site_metadata,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SA025&topnav=135,replicate number of traps per site varies over time,,1,
141,1520,,SP00204_v2.csv,AND,"Soil Moisture and vegetation cover patterns after logging and burning an old-growth Douglas-fir forest in the Andrews Experimental Forest, 1960-1983",Vegetation cover by species,,1,1,0,4/18/60,11/21/83,,0,1,1,yr,low,plant,per_cover,,exp,50,yes,no,,,,,,,,,see site_metadata,see site_metadata,removal;fire,,see site_metadata,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=SP002&topnav=135,temporal coverage is irregular; species codes not explained; no spatial information about plot layout and treatments in data sheet,,1,
142,1642,,,AND,"Long-term log decay experiments at the Andrews Experimental Forest, 1985 to 2185",Insect Galleries¾(Sep 9 1986 - Oct 5 1989),,1,0,1,1/1/85,10/15/01,,1,0,1,,low;not_available,arthropod,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TD014&topnav=135,data could be low quality but not available to inspect,,0,
143,1736,,TP04101_v1.csv,AND,"Post-logging community structure and biomass accumulation in Watershed 10, Andrews Experimental Forest , 1974 to present",Cover Data 1976 - present¾(Jun 1 1976 - Sep 30 2004),,1,1,0,1/1/73,12/31/04,,1,1,1,,low,plant,canopy_cover,,exp,182,yes,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP041&topnav=97,,,1,
144,1759,,TP07302_v2.csv,AND,"Plant succession and biomass dynamics following logging and burning in Watersheds 1 and 3, Andrews Experimental Forest, 1962 to Present¾","WS1 & 3 Succession Plots -- Cover, frequency, and biomass measurement data¾(Sep 25 1979 - Jul 21 2013)",,0,0,0,9/25/62,7/31/13,,1,1,1,,low,plant,per_cover,,exp,278,yes,no,,,,,,,,,2,4,fire;removal,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP073&topnav=97,,,1,
145,1783,,TP10301_v6.csv,AND,"Species interactions during succession in the western Cascade Range of Oregon, 1990 to present","Species Cover, Density, and Biomass¾(Jun 1 1990 - Jun 22 2015)",,0,0,0,7/1/90,7/14/99,,1,1,1,season:yr,low,plant,per_cover,,exp,133,yes,no,,,,,,,,,-999,9,removal,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP103&topnav=135,,,1,
146,1788,,TP10306_v6.csv,AND,"Species interactions during succession in the western Cascade Range of Oregon, 1990 to present",Estimated biomass¾(Jun 21 1992 - Jun 22 2015),,1,1,0,7/1/90,6/22/15,,1,1,1,,low,plant,biomass,,exp,133,yes,no,,,,,,,,derived,-999,9,removal,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP103&topnav=135,,,1,
147,1839,,TP11203_v2.csv,AND,"Ecology and restoration of montane meadows at Bunchgrass Ridge near the Andrews Experimental Forest, 1999-2009",Ground-surface conditions and ground vegetation (pre- and post-treatment); Raw quadrat data¾(Jun 29 2004 - Jul 28 2009),,0,0,0,6/29/04,7/28/09,,1,1,1,irregular,low,plant,per_cover,,exp,174,yes,no,,,,,,,,,see site_metadata,fire,3,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP112&topnav=97,,,1,
148,2022,,TV07001_v1.csv,AND,Primary succession on Mount St. Helens: long-term permanent plots,Species cover data by year and plot.¾(Sep 1 1980 - Sep 1 2005),,0,1,0,1/1/80,1/1/05,,0,1,1,yr,low,plant,per_cover,,obs,36,yes,no,,,,,,,,,11,8,habitat,none,yes,1,20,0,0,0,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TV070&topnav=135,"site (11), zone (8 types, every site does not contain each zone level), plot (up to 20 per zone)",,1,
149,2024,,TV07101_v1.csv,AND,Mount St. Helens Vegetation Succession,Species Index Score Per Plot¾(Aug 18 1987 - Sep 1 2005),,0,1,0,1/1/87,1/1/05,,1,1,1,yr,low,plant,per_cover,,obs,93,yes,no,,,,,,,,,4,0,habitat,none,yes,2,40,16,0,0,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TV071&topnav=135,"site (4), row (up to 40 per site), plot (up to 16 per row); note index is on a log scale, must use conversion factor in other data table to convert",,1,
150,2068,,WE00801_v1.csv,AND,"Ground-dwelling vertebrates, birds, habitat data on the Willamette National Forest, Oregon (Young Stand Thinning and Diversity Study), 1991-2012",Small vertebrate captures,,0,0,0,10/16/91,11/21/08,,1,1,1,irregular,low,mammal;hertptofauna,mark-recapture;mark-resight,,exp,36,yes,no,,,,,,,,,-999,4,removal,see site_metadata,yes,3,4,11,37,0,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=WE008&topnav=135,"site (see site metadata; likely 1 site), block (4 blocks), treamtment (4 treatments per block), transects (up to 11 transects per treatment), trap (up to 37 traps per transect)",,1,
151,2081,,WE01501_v1.csv,AND,"DEMO Wildlife Study: Arboreal Rodents, Small Mammals, Amphibians, and Birds¾",Arboreal Rodents,,0,0,0,11/9/93,11/3/00,,0,1,1,,low,mammal,mark-recapture,,exp,68,yes,see site_metadata,,,,,,,,,-999,6,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=WE015&topnav=135,data are mark recapture data for arboreal rodents,,1,
152,2095,,WE02601_v1.csv,AND,"Monitoring small mammal and amphibian abundances on the Willamette National Forest, Oregon (Long-Term Ecosystem Productivity experiment), 1995-1999",Captures,,0,0,0,1/1/95,10/31/00,,0,1,1,,low,mammal;herptofauna,mark-recapture,,obs,22,yes,see site_metadata,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=WE026&topnav=135,,,1,
153,2140,,smammals.jh.data.csv,NWT," Small mammal disturbance data for Niwot Ridge from 1981/6/30 - 1990/8/23, yearly ",," Halfpenny, Jim ",0,0,0,6/30/81,8/23/90,,0,1,1,month:yr,low,mammal,mark-recapture,,obs,18,yes,,,,,,,,see site_metadata,,see site_metadata,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://niwot.colorado.edu/data/data/small-mammal-species-composition-data-for-niwot-ridge-1981-1990,,,1,
154,2180,,n_saddle_spp_comp_npp.ks.data.csv,NWT," Plant species composition and NPP data for North of saddle from 2006 - 2012, yearly ",," Farrer, Emily « Suding, Katharine N. ",0,1,0,1/1/06,1/1/12,,0,1,1,yr,low,plant,per_cover,,exp,29,yes,no,,,,,,,,,-999,8,precip;resouce;temp,see site_metadata,yes,2,3,2,0,0,http://niwot.colorado.edu/data/data/plant-species-composition-and-npp-data-for-north-of-saddle-2006-2012,"site (see site_metadata, likely 1), block(3), trt (8 per block), plot (2 per trt x block combo)",,1,
,,,26_biomass_data.txt,BNZ,"Biomass, %N, and %C data for the BBC collapse scar for 2003 and 2004",NA,"Myers-Smith,Isla",1,0,1,6/1/03,9/1/04,,0,0,1,,low,plant,above_biomass; nutrients,,obs,R,1,0,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=26,,1,,
,,,biomass_projection_data.txt,BNZ,Ground cover and biomass projection photos for the BBC collapse scar,NA,"Myers-Smith,Isla",0,0,0,5/29/03,9/19/04,,0,0,1,,low,plant,biomass,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=187,,1,,
,,,344_Artificial_Commuinities.txt,BNZ,"Artificial Communities Seedling Growth: Bonanza Creek Experimental Forest (planted in 1989; measured in 1992, 1995, and 2002).",NA,"Brown,Dana",1,0,1,7/1/92,8/3/02,,0,1,1,,low,plant,biomass; nutrients; env,n_cyc,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=344,,1,,
,,,348_Healy04_BiomassNPP.txt,BNZ,"Eight Mile Lake Research Watershed, Thaw Gradient: Plant species composition and productivity.",NA,"Lee,Hanna",1,0,1,7/25/04,7/31/04,,0,1,1,,low,plant,biomass; NPP; nutrients; env,n_cyc,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=348,,1,,
,,,428_EMLfluxes.txt,BNZ,"Eight Mile Lake Research Watershed, Thaw Gradient: Growing season CO2 fluxes and several ecosystem measurements, growing season 2006-2007.",NA,"Belshe,Elizabeth",1,0,1,6/25/06,8/10/08,,0,1,1,,low,plant,NDVI; env; above_biomass,soil_char; co2,obs,,,,,,,,,,,,,,,,,,,,,,http://www.lter.uaf.edu/data_meta.cfm?datafile_pkey=428,,1,,
