Bee_Species,SiteRepSeason,bees
APDIAMEGF,C3SP08,0
APDIAOCHF,C3SP08,0
APDIARINF,C3SP08,10
APDIASPHF,C3SP08,0
APDIAVALF,C3SP08,0
APEUCLYCF,C3SP08,1
APEUCTERF,C3SP08,1
APEXOSOLF,C3SP08,0
APHABMORF,C3SP08,1
APHABNS1F,C3SP08,1
APHOLCALF,C3SP08,0
APMELBOHF,C3SP08,2
APMELPACF,C3SP08,1
APMESAGIF,C3SP08,0
APMESCOLF,C3SP08,0
APMESCOMF,C3SP08,1
APMESHUMF,C3SP08,0
APMESMENF,C3SP08,0
APMESPARF,C3SP08,0
APMESSUBF,C3SP08,0
APMESTHEF,C3SP08,0
APMESTRIF,C3SP08,6
APMESTRIM,C3SP08,0
APMESVERF,C3SP08,0
APNEOVIGF,C3SP08,0
APNOM001F,C3SP08,0
APPEPPRU,C3SP08,0
APSVAHELF,C3SP08,0
APSVAMACF,C3SP08,0
APSVAOBLF,C3SP08,0
APTETALBF,C3SP08,0
APTETSPIF,C3SP08,0
APXYLCALF,C3SP08,0
COHYLMESF,C3SP08,0
HAHALTRIF,C3FA08,25
HAAGAANGF,C3FA08,1
HAAGAFEMF,C3FA08,0
HAAGAMELF,C3FA08,0
HAAGASPLF,C3FA08,0
HAAUGAURF,C3FA08,0
HADUFMARF,C3FA08,0
HADUF001F,C3FA08,0
HAHALCONF,C3FA08,0
HAHALLIGF,C3FA08,2
HAHALPARF,C3FA08,0
HALASPRUF,C3FA08,1
HALASCOAF,C3FA08,0
HALASHUDF,C3FA08,0
HALASPARF,C3FA08,0
HALASPERF,C3FA08,0
HALASPOTF,C3FA08,0
HALASSISF,C3FA08,0
HALAS00CF,C3FA08,0
HALAS007F,C3FA08,0
HALAS012F,C3FA08,0
HALAS015F,C3FA08,16
HALAS017F,C3FA08,0
HALAS018F,C3FA08,0
HALAS019F,C3FA08,0
HALAS020F,C3FA08,0
HALAS021F,C3FA08,0
HALASODDF,C3FA08,0
HALASEV1F,C3FA08,0
HALASEV2F,C3FA08,0
HALASEV3F,C3FA08,0
HALASEV4F,C3FA08,0
HALASEV5F,C3FA08,0
HALASEV6F,C3FA08,0
HALASNOCF,C3FA08,0
HANOMTRIF,C3FA08,0
HASPH001F,C3FA08,0
HASPH002F,C3FA08,0
MEANTEMAF,C3FA08,0
MEANTPORF,C3FA08,0
MEASHBIGF,C3FA08,0
MEASHMELF,C3FA08,1
MEDIACURF,C3FA08,1
MEDIAIMPF,C3FA08,0
MEDIOPACF,C3FA08,0
MEDIOPOMF,C3FA08,0
MEHOP003F,C3FA08,0
MELITAPIF,C3FA08,0
MEMEGSIDF,C3FA08,0
MEMEGUMAF,C3FA08,0
MEOSMCERF,C3FA08,0
MEOSMLATF,C3FA08,0
MEOSMLIOF,C3FA08,0
MEOSMPRUF,C3FA08,0
MEOSMTITF,C3FA08,0
MEOSMWATF,C3FA08,0
ANANDCAPF,C3FA08,0
ANANDCREF,C3FA08,0
ANANDHELF,C3FA08,0
ANANDILLF,C3FA08,0
ANANDMON,C3FA08,0
ANANDPRFF,C3FA08,0
ANANDPRIF,C3FA08,0
ANHETPERF,C3FA08,0
ANHET002F,C3FA08,0
ANCAL001F,C3FA08,0
ANPER001F,C3FA08,0
ANPER002F,C3FA08,0
ANPER003F,C3FA08,0
ANPER005F,C3FA08,1
ANPER006F,C3FA08,0
ANPER009F,C3FA08,0
ANPER012F,C3FA08,0
ANPER014F,C3FA08,0
ANPER015F,C3FA08,0
ANPER016F,C3FA08,0
ANPER018F,C3FA08,0
ANPERALBF,C3FA08,0
ANPERAST,C3FA08,0
ANPERCALF,C3FA08,1
ANPERCORF,C3FA08,0
ANPERDOLF,C3FA08,1
ANPERFALF,C3FA08,1
ANPERIGNF,C3FA08,0
ANPERMENF,C3FA08,0
ANPERPULF,C3FA08,0
ANPERVERF,C3FA08,0
APANDCOMF,C3FA08,0
APANPCOMF,C3FA08,0
APANTAFFF,C3FA08,0
APANTCALF,C3FA08,0
APANTLESF,C3FA08,0
APANTMONF,C3FA08,0
APANTPHEF,C3FA08,0
APANTPORF,C3FA08,0
APAPIMELF,C3FA08,2
APBOMHUNF,C3FA08,0
APBOMPENF,C3FA08,2
APCERACAF,C3FA08,0
APCERNANF,C3FA08,0
APDIAAUSF,C3FA08,1
APDIADIMF,C3FA08,0
APDIAENAF,C3FA08,0
APDIAMEGF,C3FA08,0
APDIAOCHF,C3FA08,0
APDIARINF,C3FA08,11
APDIASPHF,C3FA08,0
APDIAVALF,C3FA08,0
APEUCLYCF,C3FA08,0
APEUCTERF,C3FA08,0
APEXOSOLF,C3FA08,0
APHABMORF,C3FA08,0
APHABNS1F,C3FA08,0
APHOLCALF,C3FA08,0
APMELBOHF,C3FA08,0
APMELPACF,C3FA08,0
APMESAGIF,C3FA08,4
APMESCOLF,C3FA08,0
APMESCOMF,C3FA08,1
APMESHUMF,C3FA08,0
APMESMENF,C3FA08,0
APMESPARF,C3FA08,1
APMESSUBF,C3FA08,0
APMESTHEF,C3FA08,0
APMESTRIF,C3FA08,0
APMESTRIM,C3FA08,0
APMESVERF,C3FA08,1
APNEOVIGF,C3FA08,0
APNOM001F,C3FA08,0
APPEPPRU,C3FA08,0
APSVAHELF,C3FA08,0
APSVAMACF,C3FA08,0
APSVAOBLF,C3FA08,0
APTETALBF,C3FA08,0
APTETSPIF,C3FA08,0
APXYLCALF,C3FA08,1
COHYLMESF,C3FA08,0
HAHALTRIF,C3SP09,253
HAAGAANGF,C3SP09,1
HAAGAFEMF,C3SP09,0
HAAGAMELF,C3SP09,0
HAAGASPLF,C3SP09,0
HAAUGAURF,C3SP09,0
HADUFMARF,C3SP09,0
HADUF001F,C3SP09,0
HAHALCONF,C3SP09,0
HAHALLIGF,C3SP09,3
HAHALPARF,C3SP09,0
HALASPRUF,C3SP09,6
HALASCOAF,C3SP09,0
HALASHUDF,C3SP09,2
HALASPARF,C3SP09,0
HALASPERF,C3SP09,2
HALASPOTF,C3SP09,0
HALASSISF,C3SP09,1
HALAS00CF,C3SP09,1
HALAS007F,C3SP09,0
HALAS012F,C3SP09,0
HALAS015F,C3SP09,11
HALAS017F,C3SP09,0
HALAS018F,C3SP09,0
HALAS019F,C3SP09,0
HALAS020F,C3SP09,0
HALAS021F,C3SP09,0
HALASODDF,C3SP09,1
HALASEV1F,C3SP09,0
HALASEV2F,C3SP09,0
HALASEV3F,C3SP09,0
HALASEV4F,C3SP09,0
HALASEV5F,C3SP09,1
HALASEV6F,C3SP09,0
HALASNOCF,C3SP09,0
HANOMTRIF,C3SP09,0
HASPH001F,C3SP09,0
HASPH002F,C3SP09,0
MEANTEMAF,C3SP09,0
MEANTPORF,C3SP09,0
MEASHBIGF,C3SP09,0
MEASHMELF,C3SP09,0
MEDIACURF,C3SP09,0
MEDIAIMPF,C3SP09,0
MEDIOPACF,C3SP09,0
MEDIOPOMF,C3SP09,0
MEHOP003F,C3SP09,0
MELITAPIF,C3SP09,0
MEMEGSIDF,C3SP09,0
MEMEGUMAF,C3SP09,0
MEOSMCERF,C3SP09,2
MEOSMLATF,C3SP09,1
MEOSMLIOF,C3SP09,0
MEOSMPRUF,C3SP09,0
MEOSMTITF,C3SP09,2
MEOSMWATF,C3SP09,0
ANANDCAPF,C3SP09,0
ANANDCREF,C3SP09,0
ANANDHELF,C3SP09,0
ANANDILLF,C3SP09,0
ANANDMON,C3SP09,0
ANANDPRFF,C3SP09,0
ANANDPRIF,C3SP09,0
ANHETPERF,C3SP09,0
ANHET002F,C3SP09,0
ANCAL001F,C3SP09,0
ANPER001F,C3SP09,0
ANPER002F,C3SP09,0
ANPER003F,C3SP09,0
ANPER005F,C3SP09,0
ANPER006F,C3SP09,0
ANPER009F,C3SP09,0
ANPER012F,C3SP09,0
ANPER014F,C3SP09,0
ANPER015F,C3SP09,0
ANPER016F,C3SP09,0
ANPER018F,C3SP09,0
ANPERALBF,C3SP09,0
ANPERAST,C3SP09,0
ANPERCALF,C3SP09,12
ANPERCORF,C3SP09,0
ANPERDOLF,C3SP09,0
ANPERFALF,C3SP09,0
ANPERIGNF,C3SP09,0
ANPERMENF,C3SP09,0
ANPERPULF,C3SP09,0
ANPERVERF,C3SP09,0
APANDCOMF,C3SP09,0
APANPCOMF,C3SP09,0
APANTAFFF,C3SP09,2
APANTCALF,C3SP09,0
APANTLESF,C3SP09,0
APANTMONF,C3SP09,0
APANTPHEF,C3SP09,0
APANTPORF,C3SP09,1
APAPIMELF,C3SP09,0
APBOMHUNF,C3SP09,0
APBOMPENF,C3SP09,1
APCERACAF,C3SP09,0
APCERNANF,C3SP09,0
APDIAAUSF,C3SP09,6
APDIADIMF,C3SP09,0
APDIAENAF,C3SP09,0
APDIAMEGF,C3SP09,0
APDIAOCHF,C3SP09,0
APDIARINF,C3SP09,10
APDIASPHF,C3SP09,0
APDIAVALF,C3SP09,0
APEUCLYCF,C3SP09,0
APEUCTERF,C3SP09,0
APEXOSOLF,C3SP09,0
APHABMORF,C3SP09,2
APHABNS1F,C3SP09,1
APHOLCALF,C3SP09,0
APMELBOHF,C3SP09,0
APMELPACF,C3SP09,1
APMESAGIF,C3SP09,0
APMESCOLF,C3SP09,0
APMESCOMF,C3SP09,0
APMESHUMF,C3SP09,0
APMESMENF,C3SP09,0
APMESPARF,C3SP09,0
APMESSUBF,C3SP09,0
APMESTHEF,C3SP09,0
APMESTRIF,C3SP09,6
APMESTRIM,C3SP09,0
APMESVERF,C3SP09,0
APNEOVIGF,C3SP09,0
APNOM001F,C3SP09,1
APPEPPRU,C3SP09,0
APSVAHELF,C3SP09,0
APSVAMACF,C3SP09,0
APSVAOBLF,C3SP09,0
APTETALBF,C3SP09,0
APTETSPIF,C3SP09,0
APXYLCALF,C3SP09,0
COHYLMESF,C3SP09,0
HAHALTRIF,C3FA09,45
HAAGAANGF,C3FA09,5
HAAGAFEMF,C3FA09,2
HAAGAMELF,C3FA09,2
HAAGASPLF,C3FA09,0
HAAUGAURF,C3FA09,1
HADUFMARF,C3FA09,0
HADUF001F,C3FA09,0
HAHALCONF,C3FA09,0
HAHALLIGF,C3FA09,5
HAHALPARF,C3FA09,0
HALASPRUF,C3FA09,3
HALASCOAF,C3FA09,0
HALASHUDF,C3FA09,0
HALASPARF,C3FA09,0
HALASPERF,C3FA09,1
HALASPOTF,C3FA09,0
HALASSISF,C3FA09,0
HALAS00CF,C3FA09,0
HALAS007F,C3FA09,0
HALAS012F,C3FA09,0
HALAS015F,C3FA09,17
HALAS017F,C3FA09,0
HALAS018F,C3FA09,2
HALAS019F,C3FA09,0
HALAS020F,C3FA09,0
HALAS021F,C3FA09,0
HALASODDF,C3FA09,0
HALASEV1F,C3FA09,0
HALASEV2F,C3FA09,0
HALASEV3F,C3FA09,0
HALASEV4F,C3FA09,0
HALASEV5F,C3FA09,0
HALASEV6F,C3FA09,0
HALASNOCF,C3FA09,1
HANOMTRIF,C3FA09,2
HASPH001F,C3FA09,0
HASPH002F,C3FA09,0
MEANTEMAF,C3FA09,0
MEANTPORF,C3FA09,1
MEASHBIGF,C3FA09,0
MEASHMELF,C3FA09,1
MEDIACURF,C3FA09,0
MEDIAIMPF,C3FA09,0
MEDIOPACF,C3FA09,0
MEDIOPOMF,C3FA09,0
MEHOP003F,C3FA09,0
MELITAPIF,C3FA09,0
MEMEGSIDF,C3FA09,0
MEMEGUMAF,C3FA09,1
MEOSMCERF,C3FA09,0
MEOSMLATF,C3FA09,0
MEOSMLIOF,C3FA09,0
MEOSMPRUF,C3FA09,0
MEOSMTITF,C3FA09,0
MEOSMWATF,C3FA09,0
ANANDCAPF,C3FA09,0
ANANDCREF,C3FA09,0
ANANDHELF,C3FA09,0
ANANDILLF,C3FA09,0
ANANDMON,C3FA09,0
ANANDPRFF,C3FA09,0
ANANDPRIF,C3FA09,0
ANHETPERF,C3FA09,0
ANHET002F,C3FA09,0
ANCAL001F,C3FA09,0
ANPER001F,C3FA09,2
ANPER002F,C3FA09,0
ANPER003F,C3FA09,0
ANPER005F,C3FA09,0
ANPER006F,C3FA09,0
ANPER009F,C3FA09,0
ANPER012F,C3FA09,1
ANPER014F,C3FA09,0
ANPER015F,C3FA09,0
ANPER016F,C3FA09,0
ANPER018F,C3FA09,0
ANPERALBF,C3FA09,0
ANPERAST,C3FA09,0
ANPERCALF,C3FA09,81
ANPERCORF,C3FA09,0
ANPERDOLF,C3FA09,0
ANPERFALF,C3FA09,0
ANPERIGNF,C3FA09,0
ANPERMENF,C3FA09,0
ANPERPULF,C3FA09,2
ANPERVERF,C3FA09,0
APANDCOMF,C3FA09,0
APANPCOMF,C3FA09,0
APANTAFFF,C3FA09,0
APANTCALF,C3FA09,0
APANTLESF,C3FA09,0
APANTMONF,C3FA09,1
APANTPHEF,C3FA09,0
APANTPORF,C3FA09,0
APAPIMELF,C3FA09,0
APBOMHUNF,C3FA09,0
APBOMPENF,C3FA09,1
APCERACAF,C3FA09,0
APCERNANF,C3FA09,0
APDIAAUSF,C3FA09,1
APDIADIMF,C3FA09,0
APDIAENAF,C3FA09,0
APDIAMEGF,C3FA09,0
APDIAOCHF,C3FA09,1
APDIARINF,C3FA09,14
APDIASPHF,C3FA09,0
APDIAVALF,C3FA09,0
APEUCLYCF,C3FA09,0
APEUCTERF,C3FA09,0
APEXOSOLF,C3FA09,2
APHABMORF,C3FA09,0
APHABNS1F,C3FA09,0
APHOLCALF,C3FA09,0
APMELBOHF,C3FA09,0
APMELPACF,C3FA09,0
APMESAGIF,C3FA09,2
APMESCOLF,C3FA09,0
APMESCOMF,C3FA09,2
APMESHUMF,C3FA09,0
APMESMENF,C3FA09,0
APMESPARF,C3FA09,0
APMESSUBF,C3FA09,0
APMESTHEF,C3FA09,0
APMESTRIF,C3FA09,8
APMESTRIM,C3FA09,2
APMESVERF,C3FA09,0
APNEOVIGF,C3FA09,0
APNOM001F,C3FA09,0
APPEPPRU,C3FA09,0
APSVAHELF,C3FA09,1
APSVAMACF,C3FA09,0
APSVAOBLF,C3FA09,0
APTETALBF,C3FA09,0
APTETSPIF,C3FA09,0
APXYLCALF,C3FA09,0
COHYLMESF,C3FA09,0
HAHALTRIF,C3SP10,90
HAAGAANGF,C3SP10,2
HAAGAFEMF,C3SP10,3
HAAGAMELF,C3SP10,1
HAAGASPLF,C3SP10,0
HAAUGAURF,C3SP10,0
HADUFMARF,C3SP10,0
HADUF001F,C3SP10,0
HAHALCONF,C3SP10,0
HAHALLIGF,C3SP10,1
HAHALPARF,C3SP10,0
HALASPRUF,C3SP10,0
HALASCOAF,C3SP10,0
HALASHUDF,C3SP10,0
HALASPARF,C3SP10,0
HALASPERF,C3SP10,0
HALASPOTF,C3SP10,0
HALASSISF,C3SP10,0
HALAS00CF,C3SP10,0
HALAS007F,C3SP10,0
HALAS012F,C3SP10,0
HALAS015F,C3SP10,0
HALAS017F,C3SP10,0
HALAS018F,C3SP10,0
HALAS019F,C3SP10,0
HALAS020F,C3SP10,0
HALAS021F,C3SP10,0
HALASODDF,C3SP10,0
HALASEV1F,C3SP10,0
HALASEV2F,C3SP10,0
HALASEV3F,C3SP10,0
HALASEV4F,C3SP10,0
HALASEV5F,C3SP10,0
HALASEV6F,C3SP10,0
HALASNOCF,C3SP10,0
HANOMTRIF,C3SP10,0
HASPH001F,C3SP10,0
HASPH002F,C3SP10,0
MEANTEMAF,C3SP10,0
MEANTPORF,C3SP10,0
MEASHBIGF,C3SP10,0
MEASHMELF,C3SP10,0
MEDIACURF,C3SP10,0
MEDIAIMPF,C3SP10,0
MEDIOPACF,C3SP10,0
MEDIOPOMF,C3SP10,0
MEHOP003F,C3SP10,0
MELITAPIF,C3SP10,0
MEMEGSIDF,C3SP10,0
MEMEGUMAF,C3SP10,0
MEOSMCERF,C3SP10,0
MEOSMLATF,C3SP10,0
MEOSMLIOF,C3SP10,0
MEOSMPRUF,C3SP10,0
MEOSMTITF,C3SP10,0
MEOSMWATF,C3SP10,0
ANANDCAPF,C3SP10,0
ANANDCREF,C3SP10,0
ANANDHELF,C3SP10,0
ANANDILLF,C3SP10,0
ANANDMON,C3SP10,0
ANANDPRFF,C3SP10,0
ANANDPRIF,C3SP10,0
ANHETPERF,C3SP10,0
ANHET002F,C3SP10,0
ANCAL001F,C3SP10,0
ANPER001F,C3SP10,0
ANPER002F,C3SP10,0
ANPER003F,C3SP10,0
ANPER005F,C3SP10,0
ANPER006F,C3SP10,0
ANPER009F,C3SP10,0
ANPER012F,C3SP10,0
ANPER014F,C3SP10,0
ANPER015F,C3SP10,0
ANPER016F,C3SP10,0
ANPER018F,C3SP10,0
ANPERALBF,C3SP10,0
ANPERAST,C3SP10,0
ANPERCALF,C3SP10,0
ANPERCORF,C3SP10,3
ANPERDOLF,C3SP10,0
ANPERFALF,C3SP10,0
ANPERIGNF,C3SP10,0
ANPERMENF,C3SP10,0
ANPERPULF,C3SP10,0
ANPERVERF,C3SP10,0
APANDCOMF,C3SP10,0
APANPCOMF,C3SP10,0
APANTAFFF,C3SP10,0
APANTCALF,C3SP10,0
APANTLESF,C3SP10,0
APANTMONF,C3SP10,1
APANTPHEF,C3SP10,0
APANTPORF,C3SP10,1
APAPIMELF,C3SP10,1
APBOMHUNF,C3SP10,0
APBOMPENF,C3SP10,0
APCERACAF,C3SP10,1
APCERNANF,C3SP10,0
APDIAAUSF,C3SP10,7
APDIADIMF,C3SP10,0
APDIAENAF,C3SP10,0
APDIAMEGF,C3SP10,0
APDIAOCHF,C3SP10,0
APDIARINF,C3SP10,18
APDIASPHF,C3SP10,0
APDIAVALF,C3SP10,0
APEUCLYCF,C3SP10,0
APEUCTERF,C3SP10,0
APEXOSOLF,C3SP10,0
APHABMORF,C3SP10,0
APHABNS1F,C3SP10,0
APHOLCALF,C3SP10,0
APMELBOHF,C3SP10,0
APMELPACF,C3SP10,0
APMESAGIF,C3SP10,0
APMESCOLF,C3SP10,0
APMESCOMF,C3SP10,1
APMESHUMF,C3SP10,0
APMESMENF,C3SP10,0
APMESPARF,C3SP10,1
APMESSUBF,C3SP10,0
APMESTHEF,C3SP10,0
APMESTRIF,C3SP10,5
APMESTRIM,C3SP10,0
APMESVERF,C3SP10,0
APNEOVIGF,C3SP10,0
APNOM001F,C3SP10,0
APPEPPRU,C3SP10,0
APSVAHELF,C3SP10,0
APSVAMACF,C3SP10,0
APSVAOBLF,C3SP10,0
APTETALBF,C3SP10,0
APTETSPIF,C3SP10,0
APXYLCALF,C3SP10,0
COHYLMESF,C3SP10,0
HAHALTRIF,C3FA10,2
HAAGAANGF,C3FA10,2
HAAGAFEMF,C3FA10,0
HAAGAMELF,C3FA10,0
HAAGASPLF,C3FA10,0
HAAUGAURF,C3FA10,1
HADUFMARF,C3FA10,0
HADUF001F,C3FA10,0
HAHALCONF,C3FA10,0
HAHALLIGF,C3FA10,0
HAHALPARF,C3FA10,0
HALASPRUF,C3FA10,1
HALASCOAF,C3FA10,0
HALASHUDF,C3FA10,0
HALASPARF,C3FA10,0
HALASPERF,C3FA10,0
HALASPOTF,C3FA10,0
HALASSISF,C3FA10,0
HALAS00CF,C3FA10,0
HALAS007F,C3FA10,0
HALAS012F,C3FA10,0
HALAS015F,C3FA10,1
HALAS017F,C3FA10,0
HALAS018F,C3FA10,0
HALAS019F,C3FA10,0
HALAS020F,C3FA10,0
HALAS021F,C3FA10,0
HALASODDF,C3FA10,0
HALASEV1F,C3FA10,0
HALASEV2F,C3FA10,0
HALASEV3F,C3FA10,0
HALASEV4F,C3FA10,0
HALASEV5F,C3FA10,0
HALASEV6F,C3FA10,0
HALASNOCF,C3FA10,0
HANOMTRIF,C3FA10,0
HASPH001F,C3FA10,0
HASPH002F,C3FA10,0
MEANTEMAF,C3FA10,0
MEANTPORF,C3FA10,0
MEASHBIGF,C3FA10,0
MEASHMELF,C3FA10,0
MEDIACURF,C3FA10,0
MEDIAIMPF,C3FA10,0
MEDIOPACF,C3FA10,0
MEDIOPOMF,C3FA10,0
MEHOP003F,C3FA10,0
MELITAPIF,C3FA10,0
MEMEGSIDF,C3FA10,0
MEMEGUMAF,C3FA10,0
MEOSMCERF,C3FA10,0
MEOSMLATF,C3FA10,0
MEOSMLIOF,C3FA10,0
MEOSMPRUF,C3FA10,0
MEOSMTITF,C3FA10,0
MEOSMWATF,C3FA10,0
ANANDCAPF,C3FA10,0
ANANDCREF,C3FA10,0
ANANDHELF,C3FA10,0
ANANDILLF,C3FA10,0
ANANDMON,C3FA10,0
ANANDPRFF,C3FA10,0
ANANDPRIF,C3FA10,0
ANHETPERF,C3FA10,0
ANHET002F,C3FA10,0
ANCAL001F,C3FA10,0
ANPER001F,C3FA10,0
ANPER002F,C3FA10,0
ANPER003F,C3FA10,0
ANPER005F,C3FA10,0
ANPER006F,C3FA10,0
ANPER009F,C3FA10,0
ANPER012F,C3FA10,0
ANPER014F,C3FA10,0
ANPER015F,C3FA10,0
ANPER016F,C3FA10,0
ANPER018F,C3FA10,0
ANPERALBF,C3FA10,0
ANPERAST,C3FA10,0
ANPERCALF,C3FA10,0
ANPERCORF,C3FA10,0
ANPERDOLF,C3FA10,0
ANPERFALF,C3FA10,0
ANPERIGNF,C3FA10,0
ANPERMENF,C3FA10,0
ANPERPULF,C3FA10,0
ANPERVERF,C3FA10,0
APANDCOMF,C3FA10,0
APANPCOMF,C3FA10,0
APANTAFFF,C3FA10,0
APANTCALF,C3FA10,0
APANTLESF,C3FA10,0
APANTMONF,C3FA10,0
APANTPHEF,C3FA10,0
APANTPORF,C3FA10,0
APAPIMELF,C3FA10,0
APBOMHUNF,C3FA10,0
APBOMPENF,C3FA10,0
APCERACAF,C3FA10,0
APCERNANF,C3FA10,0
APDIAAUSF,C3FA10,0
APDIADIMF,C3FA10,0
APDIAENAF,C3FA10,0
APDIAMEGF,C3FA10,0
APDIAOCHF,C3FA10,0
APDIARINF,C3FA10,7
APDIASPHF,C3FA10,0
APDIAVALF,C3FA10,0
APEUCLYCF,C3FA10,0
APEUCTERF,C3FA10,0
APEXOSOLF,C3FA10,1
APHABMORF,C3FA10,0
APHABNS1F,C3FA10,0
APHOLCALF,C3FA10,0
APMELBOHF,C3FA10,0
APMELPACF,C3FA10,0
APMESAGIF,C3FA10,1
APMESCOLF,C3FA10,0
APMESCOMF,C3FA10,2
APMESHUMF,C3FA10,0
APMESMENF,C3FA10,0
APMESPARF,C3FA10,0
APMESSUBF,C3FA10,0
APMESTHEF,C3FA10,0
APMESTRIF,C3FA10,7
APMESTRIM,C3FA10,0
APMESVERF,C3FA10,1
APNEOVIGF,C3FA10,0
APNOM001F,C3FA10,0
APPEPPRU,C3FA10,0
APSVAHELF,C3FA10,0
APSVAMACF,C3FA10,0
APSVAOBLF,C3FA10,0
APTETALBF,C3FA10,3
APTETSPIF,C3FA10,0
APXYLCALF,C3FA10,0
COHYLMESF,C3FA10,0
HAHALTRIF,S1SP08,3
HAAGAANGF,S1SP08,22
HAAGAFEMF,S1SP08,69
HAAGAMELF,S1SP08,2
HAAGASPLF,S1SP08,0
HAAUGAURF,S1SP08,0
HADUFMARF,S1SP08,0
HADUF001F,S1SP08,0
HAHALCONF,S1SP08,0
HAHALLIGF,S1SP08,3
HAHALPARF,S1SP08,0
HALASPRUF,S1SP08,39
HALASCOAF,S1SP08,0
HALASHUDF,S1SP08,5
HALASPARF,S1SP08,0
HALASPERF,S1SP08,7
HALASPOTF,S1SP08,1
HALASSISF,S1SP08,3
HALAS00CF,S1SP08,1
HALAS007F,S1SP08,0
HALAS012F,S1SP08,0
HALAS015F,S1SP08,9
HALAS017F,S1SP08,7
HALAS018F,S1SP08,3
HALAS019F,S1SP08,2
HALAS020F,S1SP08,0
HALAS021F,S1SP08,2
HALASODDF,S1SP08,2
HALASEV1F,S1SP08,1
HALASEV2F,S1SP08,0
HALASEV3F,S1SP08,0
HALASEV4F,S1SP08,0
HALASEV5F,S1SP08,6
HALASEV6F,S1SP08,0
HALASNOCF,S1SP08,0
HANOMTRIF,S1SP08,0
HASPH001F,S1SP08,3
HASPH002F,S1SP08,0
MEANTEMAF,S1SP08,0
MEANTPORF,S1SP08,0
MEASHBIGF,S1SP08,0
MEASHMELF,S1SP08,0
MEDIACURF,S1SP08,0
MEDIAIMPF,S1SP08,0
MEDIOPACF,S1SP08,0
MEDIOPOMF,S1SP08,0
MEHOP003F,S1SP08,0
MELITAPIF,S1SP08,0
MEMEGSIDF,S1SP08,0
MEMEGUMAF,S1SP08,0
MEOSMCERF,S1SP08,0
MEOSMLATF,S1SP08,0
MEOSMLIOF,S1SP08,1
MEOSMPRUF,S1SP08,1
MEOSMTITF,S1SP08,0
MEOSMWATF,S1SP08,1
ANANDCAPF,S1SP08,0
ANANDCREF,S1SP08,0
ANANDHELF,S1SP08,0
ANANDILLF,S1SP08,0
ANANDMON,S1SP08,0
ANANDPRFF,S1SP08,0
ANANDPRIF,S1SP08,0
ANHETPERF,S1SP08,0
ANHET002F,S1SP08,0
ANCAL001F,S1SP08,0
ANPER001F,S1SP08,0
ANPER002F,S1SP08,0
ANPER003F,S1SP08,0
ANPER005F,S1SP08,0
ANPER006F,S1SP08,0
ANPER009F,S1SP08,0
ANPER012F,S1SP08,0
ANPER014F,S1SP08,0
ANPER015F,S1SP08,0
ANPER016F,S1SP08,0
ANPER018F,S1SP08,0
ANPERALBF,S1SP08,0
ANPERAST,S1SP08,0
ANPERCALF,S1SP08,0
ANPERCORF,S1SP08,0
ANPERDOLF,S1SP08,0
ANPERFALF,S1SP08,0
ANPERIGNF,S1SP08,0
ANPERMENF,S1SP08,0
ANPERPULF,S1SP08,0
ANPERVERF,S1SP08,0
APANDCOMF,S1SP08,0
APANPCOMF,S1SP08,0
APANTAFFF,S1SP08,0
APANTCALF,S1SP08,0
APANTLESF,S1SP08,0
APANTMONF,S1SP08,0
APANTPHEF,S1SP08,0
APANTPORF,S1SP08,0
APAPIMELF,S1SP08,0
APBOMHUNF,S1SP08,0
APBOMPENF,S1SP08,1
APCERACAF,S1SP08,0
APCERNANF,S1SP08,0
APDIAAUSF,S1SP08,1
APDIADIMF,S1SP08,0
APDIAENAF,S1SP08,0
APDIAMEGF,S1SP08,0
APDIAOCHF,S1SP08,0
APDIARINF,S1SP08,4
APDIASPHF,S1SP08,0
APDIAVALF,S1SP08,0
APEUCLYCF,S1SP08,0
APEUCTERF,S1SP08,0
APEXOSOLF,S1SP08,0
APHABMORF,S1SP08,1
APHABNS1F,S1SP08,0
APHOLCALF,S1SP08,0
APMELBOHF,S1SP08,0
APMELPACF,S1SP08,0
APMESAGIF,S1SP08,0
APMESCOLF,S1SP08,0
APMESCOMF,S1SP08,1
APMESHUMF,S1SP08,0
APMESMENF,S1SP08,0
APMESPARF,S1SP08,0
APMESSUBF,S1SP08,0
APMESTHEF,S1SP08,0
APMESTRIF,S1SP08,15
APMESTRIM,S1SP08,0
APMESVERF,S1SP08,0
APNEOVIGF,S1SP08,0
APNOM001F,S1SP08,0
APPEPPRU,S1SP08,0
APSVAHELF,S1SP08,0
APSVAMACF,S1SP08,0
APSVAOBLF,S1SP08,0
APTETALBF,S1SP08,0
APTETSPIF,S1SP08,0
APXYLCALF,S1SP08,0
COHYLMESF,S1SP08,0
HAHALTRIF,S1FA08,0
HAAGAANGF,S1FA08,0
HAAGAFEMF,S1FA08,1
HAAGAMELF,S1FA08,1
HAAGASPLF,S1FA08,0
HAAUGAURF,S1FA08,0
HADUFMARF,S1FA08,0
HADUF001F,S1FA08,0
HAHALCONF,S1FA08,0
HAHALLIGF,S1FA08,0
HAHALPARF,S1FA08,0
HALASPRUF,S1FA08,4
HALASCOAF,S1FA08,0
HALASHUDF,S1FA08,0
HALASPARF,S1FA08,0
HALASPERF,S1FA08,0
HALASPOTF,S1FA08,0
HALASSISF,S1FA08,0
