"Code","Growth","SppType","Season","Month","Year","Site","Plot","Quad","Cover","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","month_num","site_plot"
"LAOCO","A","H",1,"May",2005,"X","1",114,0.1,"Plantae","Boraginaceae","Lappula","occidentalis",5,"X1"
"MELE2","P","H",1,"May",2005,"X","1",114,0.1,"Plantae","Asteraceae","Melampodium","leucanthum",5,"X1"
"MIMU","P","H",1,"May",2005,"X","1",114,0.1,"Plantae","Nyctaginaceae","Mirabilis","multiflora",5,"X1"
"ZIGR","P","H",1,"May",2005,"X","1",114,0.1,"Plantae","Asteraceae","Zinnia","grandiflora",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",114,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"SATR12","A","H",1,"May",2005,"X","1",114,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X1"
"PHIN","A","H",1,"May",2005,"X","1",116,1,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",116,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",118,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"ASMIM","P","H",1,"May",2005,"X","1",118,4,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X1"
"ERRO2","A","H",1,"May",2005,"X","1",118,4,"Plantae","Polygonaceae","Eriogonum","rotundifolium",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",120,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"PHIN","A","H",1,"May",2005,"X","1",126,1,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",126,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",126,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",128,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"SATR12","A","H",1,"May",2005,"X","1",128,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X1"
"SPHA","P","H",1,"May",2005,"X","1",128,1,"Plantae","Malvaceae","Sphaeralcea","hastulata",5,"X1"
"CHLA10","A","H",1,"May",2005,"X","1",128,4,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"X1"
"SATR12","A","H",1,"May",2005,"X","1",130,2,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",130,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",130,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"ASNU4","A","H",1,"May",2005,"X","1",132,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",132,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",132,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"SATR12","A","H",1,"May",2005,"X","1",132,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",138,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",138,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","1",140,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X1"
"HYFIC","P","H",1,"May",2005,"X","1",140,3,"Plantae","Asteraceae","Hymenopappus","filifolius",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",140,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",142,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"SATR12","A","H",1,"May",2005,"X","1",144,2,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X1"
"PLPA2","A","H",1,"May",2005,"X","1",144,9,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X1"
"CRCR3","A","H",1,"May",2005,"X","2",6,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",6,1,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",6,25,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",8,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",8,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"HYFIC","P","H",1,"May",2005,"X","2",8,5,"Plantae","Asteraceae","Hymenopappus","filifolius",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",8,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",10,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",10,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",10,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",10,2,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",10,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",12,2,NA,NA,NA,NA,5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",12,3,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",12,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",18,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",18,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",18,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",18,4,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",18,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",20,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",20,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",20,2,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",20,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",22,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",22,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",24,2,NA,NA,NA,NA,5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",24,2,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",24,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",30,3,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"ERCI6","A","H",1,"May",2005,"X","2",30,10,"Plantae","Geraniaceae","Erodium","cicutarium",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",30,35,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",32,3,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",32,4,NA,NA,NA,NA,5,"X2"
"GIME","A","H",1,"May",2005,"X","2",32,5,"Plantae","Polemoniaceae","Gilia","mexicana",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",32,10,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",32,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",34,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",34,3,NA,NA,NA,NA,5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",34,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",34,4,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",34,4,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",34,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",36,2,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",36,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",36,3,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",36,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",36,4,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",42,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",42,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",42,12,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",44,12,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",46,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",46,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",46,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ERCI6","A","H",1,"May",2005,"X","2",48,1,"Plantae","Geraniaceae","Erodium","cicutarium",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",48,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"SATR12","A","H",1,"May",2005,"X","2",48,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",48,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",54,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",54,1,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",54,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",56,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",56,4,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",56,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",58,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",58,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",58,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",58,4,NA,NA,NA,NA,5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",60,1,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",60,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ERCI6","A","H",1,"May",2005,"X","2",60,30,"Plantae","Geraniaceae","Erodium","cicutarium",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",66,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",66,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",66,25,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",68,1,NA,NA,NA,NA,5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",68,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",68,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",70,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",70,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",72,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",72,25,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",78,9,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",80,3,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",80,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",82,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",82,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",84,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",84,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",84,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",90,1,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"MAPIP","P","H",1,"May",2005,"X","2",90,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"X2"
"TRDU","P","H",1,"May",2005,"X","2",90,1,"Plantae","Asteraceae","Tragopogon","dubius",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",90,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",90,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",92,1,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",92,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",92,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",92,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",94,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",94,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",94,1,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",94,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",94,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"VUOC","A","G",1,"May",2005,"X","2",96,1,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",96,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",96,4,NA,NA,NA,NA,5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",96,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",102,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",102,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",102,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"GLBI2","B","H",1,"May",2005,"X","2",102,2,"Plantae","Verbenaceae","Glandularia","bipinnatifida",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",102,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",102,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",102,3,NA,NA,NA,NA,5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",104,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",104,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",104,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",104,2,NA,NA,NA,NA,5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",106,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",106,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",106,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"RUMEX","P","H",1,"May",2005,"X","2",108,1,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",108,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",108,25,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"SOEL","P","H",1,"May",2005,"X","2",114,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",114,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",116,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",116,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"SATR12","A","H",1,"May",2005,"X","2",116,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",118,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",120,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"OECAC2","P","H",1,"May",2005,"X","2",120,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",120,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",126,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",126,2,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",126,4,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",126,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",128,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",128,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",128,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",130,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",130,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"DEPI","A","H",1,"May",2005,"X","2",130,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X2"
"IPPU4","A","H",1,"May",2005,"X","2",132,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"X2"
"MAFE","A","H",1,"May",2005,"X","2",132,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",132,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASMIM","P","H",1,"May",2005,"X","2",132,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X2"
"APRAH","P","H",1,"May",2005,"X","2",138,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",138,1,NA,NA,NA,NA,5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",138,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",138,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",138,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",140,2,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",140,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",140,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",142,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CYACF","P","H",1,"May",2005,"X","2",142,1,"Plantae","Apiaceae","Cymopterus","acaulis",5,"X2"
"LEDED","A","H",1,"May",2005,"X","2",142,1,NA,NA,NA,NA,5,"X2"
"MAPIP","P","H",1,"May",2005,"X","2",142,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"X2"
"PLPA2","A","H",1,"May",2005,"X","2",142,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X2"
"SATR12","A","H",1,"May",2005,"X","2",144,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"X2"
"ASNU4","A","H",1,"May",2005,"X","2",144,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"X2"
"CRCR3","A","H",1,"May",2005,"X","2",144,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X2"
"ALIN","P","H",1,"May",2005,"X","3",6,1,"Plantae","Nyctaginaceae","Allionia","incarnata",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",6,3,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",6,5,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",6,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",8,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"IPPU4","A","H",1,"May",2005,"X","3",8,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"X3"
"LIPU4","A","H",1,"May",2005,"X","3",8,1,"Plantae","Linaceae","Linum","puberulum",5,"X3"
"VUOC","A","G",1,"May",2005,"X","3",8,1,NA,NA,NA,NA,5,"X3"
"APRAH","P","H",1,"May",2005,"X","3",8,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",8,5,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",8,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",10,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",10,3,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",10,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"LEDED","A","H",1,"May",2005,"X","3",10,6,NA,NA,NA,NA,5,"X3"
"VUOC","A","G",1,"May",2005,"X","3",10,6,NA,NA,NA,NA,5,"X3"
"DEPI","A","H",1,"May",2005,"X","3",10,8,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",12,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"IPPU4","A","H",1,"May",2005,"X","3",12,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"X3"
"LEDED","A","H",1,"May",2005,"X","3",12,1,NA,NA,NA,NA,5,"X3"
"APRAH","P","H",1,"May",2005,"X","3",12,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",12,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",18,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"IPPU4","A","H",1,"May",2005,"X","3",18,2,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"X3"
"MAPIP","P","H",1,"May",2005,"X","3",18,2,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"X3"
"VUOC","A","G",1,"May",2005,"X","3",18,4,NA,NA,NA,NA,5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",18,6,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",18,30,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",20,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"CRCR3","A","H",1,"May",2005,"X","3",20,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"X3"
"DEPI","A","H",1,"May",2005,"X","3",20,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"X3"
"VUOC","A","G",1,"May",2005,"X","3",20,2,NA,NA,NA,NA,5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",20,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"APRAH","P","H",1,"May",2005,"X","3",22,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",22,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
"MAFE","A","H",1,"May",2005,"X","3",22,2,"Plantae","Asteraceae","Malacothrix","fendleri",5,"X3"
"PLPA2","A","H",1,"May",2005,"X","3",22,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"X3"
"ASMIM","P","H",1,"May",2005,"X","3",24,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"X3"
