"year","fire","ws","block","trt","plot","spnum","Taxa_genus","Taxa_species","cover","Taxa_kingdom","Taxa_family"
2008,4,"n4d","B",2,6,216,"euphorbia","serpens",0.75,"Plantae",NA
2008,4,"n4d","B",2,6,338,"plantago","patagonica",1.75,"Plantae","Plantaginaceae"
2008,4,"n4d","B",2,7,2,"andropogon","gerardii",9.75,"Plantae",NA
2008,4,"n4d","B",2,7,5,"bouteloua","gracilis",6.75,"Plantae","Poaceae"
2008,4,"n4d","B",2,7,11,"eragrostis","spectabilis",0.5,"Plantae",NA
2008,4,"n4d","B",2,7,12,"koeleria","pyramidata",1.25,"Plantae",NA
2008,4,"n4d","B",2,7,14,"dichanthelium","oligosanthes",8.5,"Plantae",NA
2008,4,"n4d","B",2,7,17,"poa","pratensis",63.75,"Plantae",NA
2008,4,"n4d","B",2,7,21,"sporobolus","asper",1.5,"Plantae","Lamiaceae"
2008,4,"n4d","B",2,7,25,"bromus","japonicus",1.25,"Plantae",NA
2008,4,"n4d","B",2,7,28,"hordeum","pusillum",0.5,"Plantae",NA
2008,4,"n4d","B",2,7,30,"schedonnardus","paniculatus",14.75,"Plantae",NA
2008,4,"n4d","B",2,7,31,"carex","brevior",4.75,"Plantae",NA
2008,4,"n4d","B",2,7,33,"carex","heliophila",1,"Plantae",NA
2008,4,"n4d","B",2,7,36,"cyperus","lupulinus",0.25,"Plantae",NA
2008,4,"n4d","B",2,7,40,"amorpha","canescens",2.75,"Plantae","Chenopodiaceae"
2008,4,"n4d","B",2,7,46,"ambrosia","psilostachya",11.25,"Plantae",NA
2008,4,"n4d","B",2,7,52,"artemisia","ludoviciana",2,"Plantae","Orobanchaceae"
2008,4,"n4d","B",2,7,55,"asclepias","verticillata",0.5,"Plantae","Apiaceae"
2008,4,"n4d","B",2,7,58,"aster","ericoides",1.75,"Plantae","Asteraceae"
2008,4,"n4d","B",2,7,71,"conyza","canadensis",1.25,"Plantae","Asteraceae"
2008,4,"n4d","B",2,7,79,"euphorbia","spathulata",0.25,"Plantae",NA
2008,4,"n4d","B",2,7,82,"hedeoma","hispidum",0.5,"Plantae","Hydrophyllaceae"
2008,4,"n4d","B",2,7,86,"kuhnia","eupatorioides",3.25,"Plantae","Asteraceae"
2008,4,"n4d","B",2,7,89,"lepidium","densiflorum",1,"Plantae","Brassicaceae"
2008,4,"n4d","B",2,7,92,"linum","sulcatum",2.5,"Plantae",NA
2008,4,"n4d","B",2,7,102,"oxalis","stricta",1,"Plantae",NA
2008,4,"n4d","B",2,7,107,"dalea","multiflora",0.5,"Plantae","Polemoniaceae"
2008,4,"n4d","B",2,7,111,"physalis","pumila",0.25,"Plantae","Polemoniaceae"
2008,4,"n4d","B",2,7,114,"plantago","rhodosperma",0.5,"Plantae",NA
2008,4,"n4d","B",2,7,118,"ratibida","columnifera",0.25,"Plantae","Asteraceae"
2008,4,"n4d","B",2,7,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2008,4,"n4d","B",2,7,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2008,4,"n4d","B",2,7,132,"spermolepis","inermis",0.75,"Plantae",NA
2008,4,"n4d","B",2,7,136,"triodanis","leptocarpa",0.25,"Plantae",NA
2008,4,"n4d","B",2,7,139,"verbena","stricta",2,"Plantae",NA
2008,4,"n4d","B",2,7,140,"vernonia","baldwinii",1.25,"Plantae",NA
2008,4,"n4d","B",2,7,145,"desmodium","illinoense",0.25,"Plantae",NA
2008,4,"n4d","B",2,7,150,"agrostis","hyemalis",0.5,"Plantae",NA
2008,4,"n4d","B",2,7,216,"euphorbia","serpens",6.25,"Plantae",NA
2008,4,"n4d","B",2,7,262,"rhus","aromatica",3,"Plantae",NA
2008,4,"n4d","B",2,7,300,"euphorbia","nutans",0.25,"Plantae",NA
2008,4,"n4d","B",2,7,338,"plantago","patagonica",1,"Plantae","Plantaginaceae"
2008,4,"n4d","B",2,8,2,"andropogon","gerardii",27.75,"Plantae",NA
2008,4,"n4d","B",2,8,3,"andropogon","scoparius",0.25,"Plantae","Fabaceae"
2008,4,"n4d","B",2,8,5,"bouteloua","gracilis",1.25,"Plantae","Poaceae"
2008,4,"n4d","B",2,8,9,"elymus","canadensis",0.5,"Plantae","Asteraceae"
2008,4,"n4d","B",2,8,12,"koeleria","pyramidata",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,14,"dichanthelium","oligosanthes",6.25,"Plantae",NA
2008,4,"n4d","B",2,8,17,"poa","pratensis",87.5,"Plantae",NA
2008,4,"n4d","B",2,8,18,"sorghastrum","nutans",4,"Plantae",NA
2008,4,"n4d","B",2,8,21,"sporobolus","asper",1,"Plantae","Lamiaceae"
2008,4,"n4d","B",2,8,25,"bromus","japonicus",2,"Plantae",NA
2008,4,"n4d","B",2,8,28,"hordeum","pusillum",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,30,"schedonnardus","paniculatus",10.25,"Plantae",NA
2008,4,"n4d","B",2,8,31,"carex","brevior",3.5,"Plantae",NA
2008,4,"n4d","B",2,8,33,"carex","heliophila",1,"Plantae",NA
2008,4,"n4d","B",2,8,34,"carex","meadii",0.75,"Plantae",NA
2008,4,"n4d","B",2,8,36,"cyperus","lupulinus",1.5,"Plantae",NA
2008,4,"n4d","B",2,8,40,"amorpha","canescens",2.5,"Plantae","Chenopodiaceae"
2008,4,"n4d","B",2,8,44,"achillea","millefolium",2.25,"Plantae",NA
2008,4,"n4d","B",2,8,46,"ambrosia","psilostachya",36.25,"Plantae",NA
2008,4,"n4d","B",2,8,52,"artemisia","ludoviciana",8.5,"Plantae","Orobanchaceae"
2008,4,"n4d","B",2,8,55,"asclepias","verticillata",0.25,"Plantae","Apiaceae"
2008,4,"n4d","B",2,8,56,"asclepias","viridis",5,"Plantae","Poaceae"
2008,4,"n4d","B",2,8,58,"aster","ericoides",3.75,"Plantae","Asteraceae"
2008,4,"n4d","B",2,8,71,"conyza","canadensis",2,"Plantae","Asteraceae"
2008,4,"n4d","B",2,8,77,"erigeron","strigosus",0.5,"Plantae",NA
2008,4,"n4d","B",2,8,79,"euphorbia","spathulata",0.5,"Plantae",NA
2008,4,"n4d","B",2,8,82,"hedeoma","hispidum",1,"Plantae","Hydrophyllaceae"
2008,4,"n4d","B",2,8,86,"kuhnia","eupatorioides",0.25,"Plantae","Asteraceae"
2008,4,"n4d","B",2,8,89,"lepidium","densiflorum",1,"Plantae","Brassicaceae"
2008,4,"n4d","B",2,8,92,"linum","sulcatum",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,102,"oxalis","stricta",0.75,"Plantae",NA
2008,4,"n4d","B",2,8,111,"physalis","pumila",0.75,"Plantae","Polemoniaceae"
2008,4,"n4d","B",2,8,114,"plantago","rhodosperma",1,"Plantae",NA
2008,4,"n4d","B",2,8,118,"ratibida","columnifera",1.75,"Plantae","Asteraceae"
2008,4,"n4d","B",2,8,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2008,4,"n4d","B",2,8,132,"spermolepis","inermis",0.5,"Plantae",NA
2008,4,"n4d","B",2,8,136,"triodanis","leptocarpa",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,139,"verbena","stricta",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,140,"vernonia","baldwinii",6.5,"Plantae",NA
2008,4,"n4d","B",2,8,163,"medicago","lupulina",0.25,"Plantae",NA
2008,4,"n4d","B",2,8,216,"euphorbia","serpens",0.75,"Plantae",NA
2008,4,"n4d","B",2,8,338,"plantago","patagonica",1.25,"Plantae","Plantaginaceae"
2008,20,"n20b","B",1,1,2,"andropogon","gerardii",72.5,"Plantae",NA
2008,20,"n20b","B",1,1,3,"andropogon","scoparius",6,"Plantae","Fabaceae"
2008,20,"n20b","B",1,1,4,"bouteloua","curtipendula",22.5,"Plantae","Poaceae"
2008,20,"n20b","B",1,1,12,"koeleria","pyramidata",0.25,"Plantae",NA
2008,20,"n20b","B",1,1,14,"dichanthelium","oligosanthes",4.25,"Plantae",NA
2008,20,"n20b","B",1,1,15,"panicum","virgatum",9.5,"Plantae",NA
2008,20,"n20b","B",1,1,18,"sorghastrum","nutans",28.75,"Plantae",NA
2008,20,"n20b","B",1,1,21,"sporobolus","asper",9,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,1,34,"carex","meadii",2.75,"Plantae",NA
2008,20,"n20b","B",1,1,43,"symphoricarpos","orbiculatus",4,"Plantae",NA
2008,20,"n20b","B",1,1,46,"ambrosia","psilostachya",0.5,"Plantae",NA
2008,20,"n20b","B",1,1,55,"asclepias","verticillata",0.25,"Plantae","Apiaceae"
2008,20,"n20b","B",1,1,58,"aster","ericoides",8.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,1,59,"aster","oblongifolius",7.25,"Plantae",NA
2008,20,"n20b","B",1,1,61,"astragalus","crassicarpus",0.5,"Plantae",NA
2008,20,"n20b","B",1,1,86,"kuhnia","eupatorioides",1.5,"Plantae","Asteraceae"
2008,20,"n20b","B",1,1,111,"physalis","pumila",1.75,"Plantae","Polemoniaceae"
2008,20,"n20b","B",1,1,117,"psoralea","tenuiflora",9.75,"Plantae",NA
2008,20,"n20b","B",1,1,120,"ruellia","humilis",0.5,"Plantae","Loasaceae"
2008,20,"n20b","B",1,1,125,"sisyrinchium","campestre",0.5,"Plantae",NA
2008,20,"n20b","B",1,1,134,"tragia","betonicifolia",11.75,"Plantae",NA
2008,20,"n20b","B",1,1,153,"eupatorium","rugosum",1.5,"Plantae",NA
2008,20,"n20b","B",1,1,180,"teucrium","canadense",0.75,"Plantae",NA
2008,20,"n20b","B",1,1,255,"monarda","fistulosa",0.75,"Plantae",NA
2008,20,"n20b","B",1,2,2,"andropogon","gerardii",95.25,"Plantae",NA
2008,20,"n20b","B",1,2,4,"bouteloua","curtipendula",19.25,"Plantae","Poaceae"
2008,20,"n20b","B",1,2,11,"eragrostis","spectabilis",3.75,"Plantae",NA
2008,20,"n20b","B",1,2,12,"koeleria","pyramidata",0.5,"Plantae",NA
2008,20,"n20b","B",1,2,14,"dichanthelium","oligosanthes",6,"Plantae",NA
2008,20,"n20b","B",1,2,15,"panicum","virgatum",0.75,"Plantae",NA
2008,20,"n20b","B",1,2,17,"poa","pratensis",7.5,"Plantae",NA
2008,20,"n20b","B",1,2,18,"sorghastrum","nutans",41.25,"Plantae",NA
2008,20,"n20b","B",1,2,21,"sporobolus","asper",21.25,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,2,25,"bromus","japonicus",5.75,"Plantae",NA
2008,20,"n20b","B",1,2,28,"hordeum","pusillum",0.5,"Plantae",NA
2008,20,"n20b","B",1,2,31,"carex","brevior",2,"Plantae",NA
2008,20,"n20b","B",1,2,33,"carex","heliophila",0.5,"Plantae",NA
2008,20,"n20b","B",1,2,34,"carex","meadii",1.5,"Plantae",NA
2008,20,"n20b","B",1,2,46,"ambrosia","psilostachya",0.5,"Plantae",NA
2008,20,"n20b","B",1,2,52,"artemisia","ludoviciana",0.75,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,2,58,"aster","ericoides",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,2,86,"kuhnia","eupatorioides",2.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,2,92,"linum","sulcatum",0.25,"Plantae",NA
2008,20,"n20b","B",1,2,102,"oxalis","stricta",0.25,"Plantae",NA
2008,20,"n20b","B",1,2,103,"oxalis","violacea",0.75,"Plantae","Oxalidaceae"
2008,20,"n20b","B",1,2,111,"physalis","pumila",3,"Plantae","Polemoniaceae"
2008,20,"n20b","B",1,2,114,"plantago","rhodosperma",0.25,"Plantae",NA
2008,20,"n20b","B",1,2,115,"polygala","verticillata",0.25,"Plantae","Apiaceae"
2008,20,"n20b","B",1,2,117,"psoralea","tenuiflora",4,"Plantae",NA
2008,20,"n20b","B",1,2,118,"ratibida","columnifera",0.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,2,128,"solidago","missouriensis",0.25,"Plantae","Fabaceae"
2008,20,"n20b","B",1,2,132,"spermolepis","inermis",0.25,"Plantae",NA
2008,20,"n20b","B",1,2,140,"vernonia","baldwinii",2.5,"Plantae",NA
2008,20,"n20b","B",1,2,141,"viola","rafinesquii",0.25,"Plantae",NA
2008,20,"n20b","B",1,2,199,"gleditsia","triacanthos",0.25,"Plantae",NA
2008,20,"n20b","B",1,3,1,"agropyron","smithii",0.25,"Plantae","Poaceae"
2008,20,"n20b","B",1,3,2,"andropogon","gerardii",68.75,"Plantae",NA
2008,20,"n20b","B",1,3,9,"elymus","canadensis",3,"Plantae","Asteraceae"
2008,20,"n20b","B",1,3,11,"eragrostis","spectabilis",0.5,"Plantae",NA
2008,20,"n20b","B",1,3,12,"koeleria","pyramidata",0.25,"Plantae",NA
2008,20,"n20b","B",1,3,14,"dichanthelium","oligosanthes",27.5,"Plantae",NA
2008,20,"n20b","B",1,3,17,"poa","pratensis",11.5,"Plantae",NA
2008,20,"n20b","B",1,3,18,"sorghastrum","nutans",6.25,"Plantae",NA
2008,20,"n20b","B",1,3,21,"sporobolus","asper",13.75,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,3,22,"sporobolus","cryptandrus",0.25,"Plantae","Poaceae"
2008,20,"n20b","B",1,3,25,"bromus","japonicus",5.25,"Plantae",NA
2008,20,"n20b","B",1,3,28,"hordeum","pusillum",0.25,"Plantae",NA
2008,20,"n20b","B",1,3,31,"carex","brevior",0.5,"Plantae",NA
2008,20,"n20b","B",1,3,33,"carex","heliophila",0.25,"Plantae",NA
2008,20,"n20b","B",1,3,34,"carex","meadii",7.75,"Plantae",NA
2008,20,"n20b","B",1,3,44,"achillea","millefolium",1.5,"Plantae",NA
2008,20,"n20b","B",1,3,46,"ambrosia","psilostachya",7.5,"Plantae",NA
2008,20,"n20b","B",1,3,52,"artemisia","ludoviciana",13,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,3,55,"asclepias","verticillata",0.5,"Plantae","Apiaceae"
2008,20,"n20b","B",1,3,58,"aster","ericoides",50,"Plantae","Asteraceae"
2008,20,"n20b","B",1,3,59,"aster","oblongifolius",1.25,"Plantae",NA
2008,20,"n20b","B",1,3,77,"erigeron","strigosus",0.25,"Plantae",NA
2008,20,"n20b","B",1,3,102,"oxalis","stricta",1,"Plantae",NA
2008,20,"n20b","B",1,3,117,"psoralea","tenuiflora",2.75,"Plantae",NA
2008,20,"n20b","B",1,3,120,"ruellia","humilis",1.25,"Plantae","Loasaceae"
2008,20,"n20b","B",1,3,146,"juncus","interior",0.5,"Plantae",NA
2008,20,"n20b","B",1,3,591,"Panicum","sp.",2,"Plantae",NA
2008,20,"n20b","B",1,4,1,"agropyron","smithii",1,"Plantae","Poaceae"
2008,20,"n20b","B",1,4,2,"andropogon","gerardii",73.25,"Plantae",NA
2008,20,"n20b","B",1,4,9,"elymus","canadensis",1.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,4,14,"dichanthelium","oligosanthes",22.5,"Plantae",NA
2008,20,"n20b","B",1,4,17,"poa","pratensis",0.25,"Plantae",NA
2008,20,"n20b","B",1,4,18,"sorghastrum","nutans",13.75,"Plantae",NA
2008,20,"n20b","B",1,4,21,"sporobolus","asper",26.75,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,4,25,"bromus","japonicus",3.5,"Plantae",NA
2008,20,"n20b","B",1,4,31,"carex","brevior",4.25,"Plantae",NA
2008,20,"n20b","B",1,4,33,"carex","heliophila",1.25,"Plantae",NA
2008,20,"n20b","B",1,4,34,"carex","meadii",0.5,"Plantae",NA
2008,20,"n20b","B",1,4,44,"achillea","millefolium",3.5,"Plantae",NA
2008,20,"n20b","B",1,4,46,"ambrosia","psilostachya",4,"Plantae",NA
2008,20,"n20b","B",1,4,52,"artemisia","ludoviciana",0.25,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,4,56,"asclepias","viridis",0.5,"Plantae","Poaceae"
2008,20,"n20b","B",1,4,58,"aster","ericoides",21.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,4,69,"callirhoe","involucrata",0.25,"Plantae",NA
2008,20,"n20b","B",1,4,77,"erigeron","strigosus",0.5,"Plantae",NA
2008,20,"n20b","B",1,4,86,"kuhnia","eupatorioides",1,"Plantae","Asteraceae"
2008,20,"n20b","B",1,4,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2008,20,"n20b","B",1,4,103,"oxalis","violacea",0.25,"Plantae","Oxalidaceae"
2008,20,"n20b","B",1,4,117,"psoralea","tenuiflora",4.25,"Plantae",NA
2008,20,"n20b","B",1,4,118,"ratibida","columnifera",0.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,4,120,"ruellia","humilis",1,"Plantae","Loasaceae"
2008,20,"n20b","B",1,4,127,"solidago","canadensis",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,4,130,"solidago","rigida",10.5,"Plantae",NA
2008,20,"n20b","B",1,4,140,"vernonia","baldwinii",0.25,"Plantae",NA
2008,20,"n20b","B",1,4,551,"Heart-shaped mustard","",0.75,"Plantae",NA
2008,20,"n20b","B",1,5,2,"andropogon","gerardii",20,"Plantae",NA
2008,20,"n20b","B",1,5,3,"andropogon","scoparius",13.25,"Plantae","Fabaceae"
2008,20,"n20b","B",1,5,4,"bouteloua","curtipendula",42.5,"Plantae","Poaceae"
2008,20,"n20b","B",1,5,11,"eragrostis","spectabilis",0.75,"Plantae",NA
2008,20,"n20b","B",1,5,12,"koeleria","pyramidata",1.75,"Plantae",NA
2008,20,"n20b","B",1,5,14,"dichanthelium","oligosanthes",19.75,"Plantae",NA
2008,20,"n20b","B",1,5,16,"dichanthelium","acuminatum",3.25,"Plantae",NA
2008,20,"n20b","B",1,5,17,"poa","pratensis",55,"Plantae",NA
2008,20,"n20b","B",1,5,18,"sorghastrum","nutans",38.75,"Plantae",NA
2008,20,"n20b","B",1,5,21,"sporobolus","asper",19.5,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,5,25,"bromus","japonicus",1.75,"Plantae",NA
2008,20,"n20b","B",1,5,31,"carex","brevior",0.75,"Plantae",NA
2008,20,"n20b","B",1,5,33,"carex","heliophila",0.25,"Plantae",NA
2008,20,"n20b","B",1,5,34,"carex","meadii",2,"Plantae",NA
2008,20,"n20b","B",1,5,40,"amorpha","canescens",8.75,"Plantae","Chenopodiaceae"
2008,20,"n20b","B",1,5,44,"achillea","millefolium",2,"Plantae",NA
2008,20,"n20b","B",1,5,46,"ambrosia","psilostachya",0.75,"Plantae",NA
2008,20,"n20b","B",1,5,52,"artemisia","ludoviciana",2.75,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,5,55,"asclepias","verticillata",0.5,"Plantae","Apiaceae"
2008,20,"n20b","B",1,5,56,"asclepias","viridis",0.25,"Plantae","Poaceae"
2008,20,"n20b","B",1,5,58,"aster","ericoides",9,"Plantae","Asteraceae"
2008,20,"n20b","B",1,5,59,"aster","oblongifolius",0.25,"Plantae",NA
2008,20,"n20b","B",1,5,86,"kuhnia","eupatorioides",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,5,93,"lithospermum","incisum",0.5,"Plantae","Boraginaceae"
2008,20,"n20b","B",1,5,102,"oxalis","stricta",0.25,"Plantae",NA
2008,20,"n20b","B",1,5,111,"physalis","pumila",0.25,"Plantae","Polemoniaceae"
2008,20,"n20b","B",1,5,117,"psoralea","tenuiflora",2.5,"Plantae",NA
2008,20,"n20b","B",1,5,118,"ratibida","columnifera",1.5,"Plantae","Asteraceae"
2008,20,"n20b","B",1,5,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2008,20,"n20b","B",1,5,121,"salvia","azurea",1.75,"Plantae",NA
2008,20,"n20b","B",1,5,125,"sisyrinchium","campestre",0.25,"Plantae",NA
2008,20,"n20b","B",1,5,127,"solidago","canadensis",11,"Plantae","Asteraceae"
2008,20,"n20b","B",1,5,130,"solidago","rigida",2.75,"Plantae",NA
2008,20,"n20b","B",1,5,589,"Uk woody","",0.25,"Plantae",NA
2008,20,"n20b","B",1,5,591,"Panicum","sp.",0.75,"Plantae",NA
2008,20,"n20b","B",1,6,2,"andropogon","gerardii",75,"Plantae",NA
2008,20,"n20b","B",1,6,9,"elymus","canadensis",0.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,6,14,"dichanthelium","oligosanthes",13,"Plantae",NA
2008,20,"n20b","B",1,6,17,"poa","pratensis",42.5,"Plantae",NA
2008,20,"n20b","B",1,6,18,"sorghastrum","nutans",52.5,"Plantae",NA
2008,20,"n20b","B",1,6,21,"sporobolus","asper",9.5,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,6,25,"bromus","japonicus",1.25,"Plantae",NA
2008,20,"n20b","B",1,6,31,"carex","brevior",2.75,"Plantae",NA
2008,20,"n20b","B",1,6,33,"carex","heliophila",0.75,"Plantae",NA
2008,20,"n20b","B",1,6,34,"carex","meadii",0.25,"Plantae",NA
2008,20,"n20b","B",1,6,52,"artemisia","ludoviciana",2,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,6,55,"asclepias","verticillata",0.25,"Plantae","Apiaceae"
2008,20,"n20b","B",1,6,58,"aster","ericoides",2,"Plantae","Asteraceae"
2008,20,"n20b","B",1,6,86,"kuhnia","eupatorioides",6.25,"Plantae","Asteraceae"
2008,20,"n20b","B",1,6,111,"physalis","pumila",0.25,"Plantae","Polemoniaceae"
2008,20,"n20b","B",1,6,117,"psoralea","tenuiflora",1.5,"Plantae",NA
2008,20,"n20b","B",1,6,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2008,20,"n20b","B",1,6,127,"solidago","canadensis",5.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,6,128,"solidago","missouriensis",1,"Plantae","Fabaceae"
2008,20,"n20b","B",1,6,130,"solidago","rigida",2.5,"Plantae",NA
2008,20,"n20b","B",1,6,140,"vernonia","baldwinii",0.25,"Plantae",NA
2008,20,"n20b","B",1,7,2,"andropogon","gerardii",60.75,"Plantae",NA
2008,20,"n20b","B",1,7,3,"andropogon","scoparius",10,"Plantae","Fabaceae"
2008,20,"n20b","B",1,7,4,"bouteloua","curtipendula",32.5,"Plantae","Poaceae"
2008,20,"n20b","B",1,7,14,"dichanthelium","oligosanthes",12.25,"Plantae",NA
2008,20,"n20b","B",1,7,17,"poa","pratensis",55,"Plantae",NA
2008,20,"n20b","B",1,7,18,"sorghastrum","nutans",14.25,"Plantae",NA
2008,20,"n20b","B",1,7,20,"sphenopholis","obtusata",0.75,"Plantae",NA
2008,20,"n20b","B",1,7,21,"sporobolus","asper",17,"Plantae","Lamiaceae"
2008,20,"n20b","B",1,7,31,"carex","brevior",1.25,"Plantae",NA
2008,20,"n20b","B",1,7,33,"carex","heliophila",3,"Plantae",NA
2008,20,"n20b","B",1,7,34,"carex","meadii",1,"Plantae",NA
2008,20,"n20b","B",1,7,46,"ambrosia","psilostachya",4.75,"Plantae",NA
2008,20,"n20b","B",1,7,52,"artemisia","ludoviciana",6,"Plantae","Orobanchaceae"
2008,20,"n20b","B",1,7,58,"aster","ericoides",8.5,"Plantae","Asteraceae"
2008,20,"n20b","B",1,7,59,"aster","oblongifolius",24.5,"Plantae",NA
2008,20,"n20b","B",1,7,86,"kuhnia","eupatorioides",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,7,92,"linum","sulcatum",0.5,"Plantae",NA
2008,20,"n20b","B",1,7,118,"ratibida","columnifera",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",1,7,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2008,20,"n20b","B",1,7,121,"salvia","azurea",1.25,"Plantae",NA
2008,20,"n20b","B",1,7,128,"solidago","missouriensis",0.25,"Plantae","Fabaceae"
2008,20,"n20b","B",1,7,136,"triodanis","leptocarpa",0.5,"Plantae",NA
2008,20,"n20b","B",1,7,137,"triodanis","perfoliata",0.25,"Plantae",NA
2008,20,"n20b","B",1,7,140,"vernonia","baldwinii",1.5,"Plantae",NA
2008,20,"n20b","B",1,7,141,"viola","rafinesquii",0.75,"Plantae",NA
2008,20,"n20b","B",1,7,154,"comandra","umbellata",0.75,"Plantae",NA
2008,20,"n20b","B",1,7,551,"Heart-shaped mustard","",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,2,"andropogon","gerardii",28.75,"Plantae",NA
2008,20,"n20b","B",2,1,4,"bouteloua","curtipendula",30,"Plantae","Poaceae"
2008,20,"n20b","B",2,1,11,"eragrostis","spectabilis",2.5,"Plantae",NA
2008,20,"n20b","B",2,1,12,"koeleria","pyramidata",1.5,"Plantae",NA
2008,20,"n20b","B",2,1,14,"dichanthelium","oligosanthes",1.25,"Plantae",NA
2008,20,"n20b","B",2,1,18,"sorghastrum","nutans",37.5,"Plantae",NA
2008,20,"n20b","B",2,1,21,"sporobolus","asper",11,"Plantae","Lamiaceae"
2008,20,"n20b","B",2,1,25,"bromus","japonicus",0.5,"Plantae",NA
2008,20,"n20b","B",2,1,33,"carex","heliophila",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,43,"symphoricarpos","orbiculatus",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,46,"ambrosia","psilostachya",15,"Plantae",NA
2008,20,"n20b","B",2,1,52,"artemisia","ludoviciana",0.5,"Plantae","Orobanchaceae"
2008,20,"n20b","B",2,1,55,"asclepias","verticillata",1.25,"Plantae","Apiaceae"
2008,20,"n20b","B",2,1,58,"aster","ericoides",2,"Plantae","Asteraceae"
2008,20,"n20b","B",2,1,59,"aster","oblongifolius",6,"Plantae",NA
2008,20,"n20b","B",2,1,61,"astragalus","crassicarpus",0.75,"Plantae",NA
2008,20,"n20b","B",2,1,72,"croton","monanthogynus",0.5,"Plantae",NA
2008,20,"n20b","B",2,1,79,"euphorbia","spathulata",0.75,"Plantae",NA
2008,20,"n20b","B",2,1,86,"kuhnia","eupatorioides",2.25,"Plantae","Asteraceae"
2008,20,"n20b","B",2,1,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2008,20,"n20b","B",2,1,94,"lomatium","foeniculaceum",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,99,"oenothera","speciosa",1,"Plantae","Asclepiadaceae"
2008,20,"n20b","B",2,1,106,"dalea","candida",0.25,"Plantae","Fabaceae"
2008,20,"n20b","B",2,1,114,"plantago","rhodosperma",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,117,"psoralea","tenuiflora",8.25,"Plantae",NA
2008,20,"n20b","B",2,1,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2008,20,"n20b","B",2,1,121,"salvia","azurea",5,"Plantae",NA
2008,20,"n20b","B",2,1,125,"sisyrinchium","campestre",0.5,"Plantae",NA
2008,20,"n20b","B",2,1,127,"solidago","canadensis",0.75,"Plantae","Asteraceae"
2008,20,"n20b","B",2,1,134,"tragia","betonicifolia",0.25,"Plantae",NA
2008,20,"n20b","B",2,1,140,"vernonia","baldwinii",0.75,"Plantae",NA
2008,20,"n20b","B",2,1,146,"juncus","interior",0.5,"Plantae",NA
2008,20,"n20b","B",2,2,2,"andropogon","gerardii",22,"Plantae",NA
2008,20,"n20b","B",2,2,3,"andropogon","scoparius",4,"Plantae","Fabaceae"
2008,20,"n20b","B",2,2,4,"bouteloua","curtipendula",22.25,"Plantae","Poaceae"
2008,20,"n20b","B",2,2,11,"eragrostis","spectabilis",0.5,"Plantae",NA
2008,20,"n20b","B",2,2,12,"koeleria","pyramidata",0.25,"Plantae",NA
2008,20,"n20b","B",2,2,14,"dichanthelium","oligosanthes",10,"Plantae",NA
2008,20,"n20b","B",2,2,17,"poa","pratensis",67.5,"Plantae",NA
2008,20,"n20b","B",2,2,18,"sorghastrum","nutans",26.25,"Plantae",NA
