"DATE","YEAR","SEASON","PLOT","QUAD","SPECIES_CODE","COVER","HEIGHT","COMMENTS","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","treatment","plot_name"
"4/16/2010",2010,"S","ST",7,"BOGR2","8",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",7,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",7,"HODR","2",5,NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa","T","S"
"4/16/2010",2010,"S","ST",7,"PDFEC","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",7,"PLPA2","1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",8,"BOER4","3",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",8,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",8,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",8,"PDFEC","4",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",9,"BOGR2","6",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",9,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",9,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",9,"PLPA2","6",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",10,"BOGR2","8",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",10,"DEPI","8",20,NA,"Plantae","Brassicaceae","Descurainia","pinnata","T","S"
"4/16/2010",2010,"S","ST",10,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",10,"PDOG","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",10,"PLPA2","3",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",11,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",11,"DEPI","8",10,NA,"Plantae","Brassicaceae","Descurainia","pinnata","T","S"
"4/16/2010",2010,"S","ST",11,"PDOG","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",11,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",11,"PLPA2","1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",12,"BOGR2","3",3,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",12,"PDOG","100",-99999,"pdog mound",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",12,"PDFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",12,"PLPA2","1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",12,"SPHA","3",9,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","T","S"
"4/16/2010",2010,"S","ST",13,"BOGR2","15",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",13,"ORYX","5",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",13,"PDFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",13,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",14,"BOGR2","3",3,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",14,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",14,"PDOG","6",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",14,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",15,"BOGR2","5",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",15,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",15,"PLPA2","2",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",15,"RBFEC","4",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",15,"RODE","1",-99999,"rodent dig",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",16,"BOGR2","20",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",16,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",16,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",17,"BOGR2","15",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",17,"MUAR2","2",5,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","T","S"
"4/16/2010",2010,"S","ST",17,"PDFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",17,"PLPA2","1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",17,"RODE","1",-99999,"rodent dig",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",18,"BOGR2","20",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",18,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",18,"PDFEC","6",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",18,"RBFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",19,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",19,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",19,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",20,"BOER4","3",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",20,"BOGR2","4",3,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",20,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",20,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",20,"PLPA2","1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",20,"SPHA","0.1",1,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","T","S"
"4/16/2010",2010,"S","ST",21,"BOGR2","30",11,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",21,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",21,"PDFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",21,"PLPA2","1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",21,"RBFEC","2",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",21,"SPHA","0.1",2,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","T","S"
"4/16/2010",2010,"S","ST",22,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",22,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",22,"PDFEC","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",22,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",22,"RBFEC","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",23,"BOGR2","15",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",23,"PDOG","6",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",23,"PDFEC","4",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",23,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",24,"ARDI5","3",10,NA,"Plantae","Poaceae","Aristida","divaricata","T","S"
"4/16/2010",2010,"S","ST",24,"BOER4","1",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",24,"BOGR2","15",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",24,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",24,"ORYX","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",25,"BOGR2","12",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",25,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",25,"PDFEC","7",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",25,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",25,"SPCR","0.1",3,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","T","S"
"4/16/2010",2010,"S","ST",26,"BOGR2","15",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",26,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",26,"PDFEC","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",26,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",27,"BOGR2","8",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",27,"PDFEC","5",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",27,"PLPA2","0.1",2,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",27,"UDIST","4",-99999,"oryx or pd",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",28,"ASMIM","0.1",3,NA,"Plantae","Fabaceae","Astragalus","missouriensis","T","S"
"4/16/2010",2010,"S","ST",28,"BOGR2","4",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",28,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",28,"PLPA2","2",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",28,"RODE","3",-99999,"rodent dig",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",28,"SPHA","0.1",3,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","T","S"
"4/16/2010",2010,"S","ST",29,"BOER4","7",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",29,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",29,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",29,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",29,"SPCR","1",2,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","T","S"
"4/16/2010",2010,"S","ST",30,"BOGR2","10",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",30,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",30,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",30,"HYFIC","0.1",1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius","T","S"
"4/16/2010",2010,"S","ST",30,"PHIN","1",2,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia","T","S"
"4/16/2010",2010,"S","ST",31,"BOER4","0.1",3,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",31,"BOGR2","15",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",31,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",31,"FECES","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",31,"PHIN","1",2,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia","T","S"
"4/16/2010",2010,"S","ST",31,"PLPA2","0.1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",32,"BOGR2","20",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",32,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",32,"PDFEC","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",33,"BOGR2","5",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",33,"PDOG","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",33,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",33,"PLPA2","2",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",34,"BOGR2","20",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",34,"PDOG","6",-99999,"pdog mound edge",NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",34,"PDOG","12",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",34,"PDFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",35,"BOGR2","10",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",35,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",35,"PDFEC","3",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",35,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/16/2010",2010,"S","ST",35,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",36,"BOER4","2",3,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","S"
"4/16/2010",2010,"S","ST",36,"BOGR2","8",3,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"4/16/2010",2010,"S","ST",36,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",36,"PDFEC","5",-99999,NA,NA,NA,NA,NA,"T","S"
"4/16/2010",2010,"S","ST",36,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","T","S"
"4/18/2010",2010,"S","SC",1,"BOER4","15",6,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",1,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",1,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",1,"GACO5","1",6,NA,"Plantae","Onagraceae","Gaura","coccinea","C","S"
"4/18/2010",2010,"S","SC",1,"LEDED","0.1",6,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",1,"PLPA2","2",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",2,"BOER4","5",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",2,"CRCR3","0.1",3,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala","C","S"
"4/18/2010",2010,"S","SC",2,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",2,"EPTO","0.1",6,NA,"Plantae","Ephedraceae","Ephedra","torreyana","C","S"
"4/18/2010",2010,"S","SC",2,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",2,"MUAR2","1",4,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","C","S"
"4/18/2010",2010,"S","SC",2,"PLPA2","1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",2,"SPCR","2",7,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"4/18/2010",2010,"S","SC",3,"BOER4","5",6,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",3,"BOGR2","3",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",3,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",3,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",3,"PLPA2","0.1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",4,"BOER4","10",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",4,"BOGR2","3",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",4,"DAPU7","0.1",2,NA,"Plantae","Poaceae","Dasyochloa","pulchella","C","S"
"4/18/2010",2010,"S","SC",4,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",4,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",4,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",4,"SCBR2","1",5,NA,"Plantae","Poaceae","Scleropogon","brevifolius","C","S"
"4/18/2010",2010,"S","SC",5,"BOER4","5",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",5,"BOGR2","8",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",5,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",5,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",5,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",6,"BOER4","6",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",6,"BOGR2","8",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",6,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",6,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",7,"BOER4","0.1",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",7,"BOGR2","8",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",7,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",7,"MIAL4","0.1",5,NA,"Plantae","Nyctaginaceae","Mirabilis","albida","C","S"
"4/18/2010",2010,"S","SC",7,"OECAC2","0.1",1,NA,"Plantae","Onagraceae","Oenothera","caespitosa","C","S"
"4/18/2010",2010,"S","SC",7,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",7,"SPHA","2",12,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","C","S"
"4/18/2010",2010,"S","SC",8,"ALMA4","0.1",10,NA,"Plantae","Liliaceae","Allium","macropetalum","C","S"
"4/18/2010",2010,"S","SC",8,"BOER4","8",4,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",8,"BOGR2","8",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",8,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",8,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",8,"RODE","1",-99999,"rodent hole",NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",9,"ARPUP6","0.1",4,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",9,"BOGR2","8",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",9,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",9,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",9,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",10,"ARTH","0.1",-99999,"hole",NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",10,"BOGR2","10",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",10,"PLPA2","1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",10,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",11,"BOER4","5",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",11,"BOGR2","5",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",11,"CHAL11","1",1,NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata","C","S"
"4/18/2010",2010,"S","SC",11,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",11,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",11,"PLJA","10",11,NA,"Plantae","Poaceae","Pleuraphis","jamesii","C","S"
"4/18/2010",2010,"S","SC",11,"PLPA2","0.1",3,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",12,"BOER4","10",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",12,"BOGR2","0.1",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",12,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",12,"ECIN2","2",7,NA,"Plantae","Cactaceae","Ecinomastus","intertextus","C","S"
"4/18/2010",2010,"S","SC",12,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",12,"HYFIC","1",4,NA,"Plantae","Asteraceae","Hymenopappus","filifolius","C","S"
"4/18/2010",2010,"S","SC",12,"OECAC2","0.1",1,NA,"Plantae","Onagraceae","Oenothera","caespitosa","C","S"
"4/18/2010",2010,"S","SC",12,"PLPA2","1",4,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",13,"ARDI5","1",13,NA,"Plantae","Poaceae","Aristida","divaricata","C","S"
"4/18/2010",2010,"S","SC",13,"BOER4","10",10,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",13,"BOGR2","3",11,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",13,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",13,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",13,"HYFIC","0.1",2,NA,"Plantae","Asteraceae","Hymenopappus","filifolius","C","S"
"4/18/2010",2010,"S","SC",13,"YUGL","10",28,NA,"Plantae","Agavaceae","Yucca","glauca","C","S"
"4/18/2010",2010,"S","SC",14,"BOER4","1",6,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",14,"BOGR2","10",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",14,"CRCR3","2",3,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala","C","S"
"4/18/2010",2010,"S","SC",14,"DEPI","1",19,NA,"Plantae","Brassicaceae","Descurainia","pinnata","C","S"
"4/18/2010",2010,"S","SC",14,"GOPH","5",-99999,"old mnd",NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",14,"PLPA2","0.1",2,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",14,"RBFEC","1",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",14,"SPCR","6",10,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"4/18/2010",2010,"S","SC",14,"SPHA","1",6,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","C","S"
"4/18/2010",2010,"S","SC",15,"ARTH","0.1",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",15,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",15,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",15,"LEDED","0.1",6,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",15,"PLPA2","1",6,NA,"Plantae","Plantaginaceae","Plantago","patagonica","C","S"
"4/18/2010",2010,"S","SC",15,"SPCR","3",5,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"4/18/2010",2010,"S","SC",16,"ASMIM","0.1",3,NA,"Plantae","Fabaceae","Astragalus","missouriensis","C","S"
"4/18/2010",2010,"S","SC",16,"BOER4","7",5,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"4/18/2010",2010,"S","SC",16,"BOGR2","8",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"4/18/2010",2010,"S","SC",16,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",16,"FECES","0",-99999,NA,NA,NA,NA,NA,"C","S"
"4/18/2010",2010,"S","SC",16,"GRCL","8",6,NA,"Plantae","Cactaceae","Grusonia","clavata","C","S"
