"Bee_Species","SiteRepSeason","bees","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","updated_bee_species","site","rep","season","year"
"ANPER015F","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","S","1","SP","2009"
"ANPER016F","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","S","1","SP","2009"
"ANPER018F","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","S","1","SP","2009"
"ANPERALBF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","S","1","SP","2009"
"ANPERAST","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","S","1","SP","2009"
"ANPERCALF","S1SP09",2,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","S","1","SP","2009"
"ANPERCORF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","S","1","SP","2009"
"ANPERDOLF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","S","1","SP","2009"
"ANPERFALF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","S","1","SP","2009"
"ANPERIGNF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","S","1","SP","2009"
"ANPERMENF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","S","1","SP","2009"
"ANPERPULF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","S","1","SP","2009"
"ANPERVERF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","S","1","SP","2009"
"APANDCOMF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","S","1","SP","2009"
"APANPCOMF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","S","1","SP","2009"
"APANTAFFF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","S","1","SP","2009"
"APANTCALF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","S","1","SP","2009"
"APANTLESF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","S","1","SP","2009"
"APANTMONF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","S","1","SP","2009"
"APANTPHEF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","S","1","SP","2009"
"APANTPORF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","S","1","SP","2009"
"APAPIMELF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","S","1","SP","2009"
"APBOMHUNF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","S","1","SP","2009"
"APBOMPENF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","S","1","SP","2009"
"APCERACAF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","S","1","SP","2009"
"APCERNANF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","S","1","SP","2009"
"APDIAAUSF","S1SP09",3,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","S","1","SP","2009"
"APDIADIMF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","S","1","SP","2009"
"APDIAENAF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","S","1","SP","2009"
"APDIAMEGF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","S","1","SP","2009"
"APDIAOCHF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","S","1","SP","2009"
"APDIARINF","S1SP09",6,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","S","1","SP","2009"
"APDIASPHF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","S","1","SP","2009"
"APDIAVALF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","S","1","SP","2009"
"APEUCLYCF","S1SP09",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","S","1","SP","2009"
"APEUCTERF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","S","1","SP","2009"
"APEXOSOLF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","S","1","SP","2009"
"APHABMORF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","S","1","SP","2009"
"APHABNS1F","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","S","1","SP","2009"
"APHOLCALF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","S","1","SP","2009"
"APMELBOHF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","S","1","SP","2009"
"APMELPACF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","S","1","SP","2009"
"APMESAGIF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","S","1","SP","2009"
"APMESCOLF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","S","1","SP","2009"
"APMESCOMF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","S","1","SP","2009"
"APMESHUMF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","S","1","SP","2009"
"APMESMENF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","S","1","SP","2009"
"APMESPARF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","S","1","SP","2009"
"APMESSUBF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","S","1","SP","2009"
"APMESTHEF","S1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","S","1","SP","2009"
"APMESTRIF","S1SP09",27,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","S","1","SP","2009"
"APMESTRIM","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","S","1","SP","2009"
"APMESVERF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","S","1","SP","2009"
"APNEOVIGF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","S","1","SP","2009"
"APNOM001F","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","S","1","SP","2009"
"APPEPPRU","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","S","1","SP","2009"
"APSVAHELF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","S","1","SP","2009"
"APSVAMACF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","S","1","SP","2009"
"APSVAOBLF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","S","1","SP","2009"
"APTETALBF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","S","1","SP","2009"
"APTETSPIF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","S","1","SP","2009"
"APXYLCALF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","S","1","SP","2009"
"COHYLMESF","S1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","S","1","SP","2009"
"HAHALTRIF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","S","1","FA","2009"
"HAAGAANGF","S1FA09",4,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","S","1","FA","2009"
"HAAGAFEMF","S1FA09",5,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","S","1","FA","2009"
"HAAGAMELF","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","S","1","FA","2009"
"HAAGASPLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","S","1","FA","2009"
"HAAUGAURF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","S","1","FA","2009"
"HADUFMARF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","S","1","FA","2009"
"HADUF001F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","S","1","FA","2009"
"HAHALCONF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","S","1","FA","2009"
"HAHALLIGF","S1FA09",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","S","1","FA","2009"
"HAHALPARF","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","S","1","FA","2009"
"HALASPRUF","S1FA09",4,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","S","1","FA","2009"
"HALASCOAF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","S","1","FA","2009"
"HALASHUDF","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","S","1","FA","2009"
"HALASPARF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","S","1","FA","2009"
"HALASPERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","S","1","FA","2009"
"HALASPOTF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","S","1","FA","2009"
"HALASSISF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","S","1","FA","2009"
"HALAS00CF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","S","1","FA","2009"
"HALAS007F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","S","1","FA","2009"
"HALAS012F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","S","1","FA","2009"
"HALAS015F","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","S","1","FA","2009"
"HALAS017F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","S","1","FA","2009"
"HALAS018F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","S","1","FA","2009"
"HALAS019F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS019","S","1","FA","2009"
"HALAS020F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS020","S","1","FA","2009"
"HALAS021F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS021","S","1","FA","2009"
"HALASODDF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASODD","S","1","FA","2009"
"HALASEV1F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)001","HALASEV1","S","1","FA","2009"
"HALASEV2F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)002","HALASEV2","S","1","FA","2009"
"HALASEV3F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV3","S","1","FA","2009"
"HALASEV4F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV4","S","1","FA","2009"
"HALASEV5F","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV5","S","1","FA","2009"
"HALASEV6F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV6","S","1","FA","2009"
"HALASNOCF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASNOC","S","1","FA","2009"
"HANOMTRIF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HANOMTRI","S","1","FA","2009"
"HASPH001F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","1","HASPH001","S","1","FA","2009"
"HASPH002F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","2","HASPH002","S","1","FA","2009"
"MEANTEMAF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","emarginatum","MEANTEMA","S","1","FA","2009"
"MEANTPORF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","porterae","MEANTPOR","S","1","FA","2009"
"MEASHBIGF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","bigeloveae","MEASHBIG","S","1","FA","2009"
"MEASHMELF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","meliloti","MEASHMEL","S","1","FA","2009"
"MEDIACURF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIACUR","S","1","FA","2009"
"MEDIAIMPF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dianthidium","implicatum","MEDIAIMP","S","1","FA","2009"
"MEDIOPACF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","S","1","FA","2009"
"MEDIOPOMF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","S","1","FA","2009"
"MEHOP003F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","S","1","FA","2009"
"MELITAPIF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","S","1","FA","2009"
"MEMEGSIDF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","S","1","FA","2009"
"MEMEGUMAF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","S","1","FA","2009"
"MEOSMCERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","S","1","FA","2009"
"MEOSMLATF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","S","1","FA","2009"
"MEOSMLIOF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","S","1","FA","2009"
"MEOSMPRUF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","S","1","FA","2009"
"MEOSMTITF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","S","1","FA","2009"
"MEOSMWATF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","S","1","FA","2009"
"ANANDCAPF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","S","1","FA","2009"
"ANANDCREF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","S","1","FA","2009"
"ANANDHELF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","S","1","FA","2009"
"ANANDILLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","S","1","FA","2009"
"ANANDMON","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","S","1","FA","2009"
"ANANDPRFF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","S","1","FA","2009"
"ANANDPRIF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","S","1","FA","2009"
"ANHETPERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","S","1","FA","2009"
"ANHET002F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","S","1","FA","2009"
"ANCAL001F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","S","1","FA","2009"
"ANPER001F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","S","1","FA","2009"
"ANPER002F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","S","1","FA","2009"
"ANPER003F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","S","1","FA","2009"
"ANPER005F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","S","1","FA","2009"
"ANPER006F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","S","1","FA","2009"
"ANPER009F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","S","1","FA","2009"
"ANPER012F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","S","1","FA","2009"
"ANPER014F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","S","1","FA","2009"
"ANPER015F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","S","1","FA","2009"
"ANPER016F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","S","1","FA","2009"
"ANPER018F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","S","1","FA","2009"
"ANPERALBF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","S","1","FA","2009"
"ANPERAST","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","S","1","FA","2009"
"ANPERCALF","S1FA09",70,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","S","1","FA","2009"
"ANPERCORF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","S","1","FA","2009"
"ANPERDOLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","S","1","FA","2009"
"ANPERFALF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","S","1","FA","2009"
"ANPERIGNF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","S","1","FA","2009"
"ANPERMENF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","S","1","FA","2009"
"ANPERPULF","S1FA09",3,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","S","1","FA","2009"
"ANPERVERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","S","1","FA","2009"
"APANDCOMF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","S","1","FA","2009"
"APANPCOMF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","S","1","FA","2009"
"APANTAFFF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","S","1","FA","2009"
"APANTCALF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","S","1","FA","2009"
"APANTLESF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","S","1","FA","2009"
"APANTMONF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","S","1","FA","2009"
"APANTPHEF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","S","1","FA","2009"
"APANTPORF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","S","1","FA","2009"
"APAPIMELF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","S","1","FA","2009"
"APBOMHUNF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","S","1","FA","2009"
"APBOMPENF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","S","1","FA","2009"
"APCERACAF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","S","1","FA","2009"
"APCERNANF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","S","1","FA","2009"
"APDIAAUSF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","S","1","FA","2009"
"APDIADIMF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","S","1","FA","2009"
"APDIAENAF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","S","1","FA","2009"
"APDIAMEGF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","S","1","FA","2009"
"APDIAOCHF","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","S","1","FA","2009"
"APDIARINF","S1FA09",7,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","S","1","FA","2009"
"APDIASPHF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","S","1","FA","2009"
"APDIAVALF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","S","1","FA","2009"
"APEUCLYCF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","S","1","FA","2009"
"APEUCTERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","S","1","FA","2009"
"APEXOSOLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","S","1","FA","2009"
"APHABMORF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","S","1","FA","2009"
"APHABNS1F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","S","1","FA","2009"
"APHOLCALF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","S","1","FA","2009"
"APMELBOHF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","S","1","FA","2009"
"APMELPACF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","S","1","FA","2009"
"APMESAGIF","S1FA09",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","S","1","FA","2009"
"APMESCOLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","S","1","FA","2009"
"APMESCOMF","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","S","1","FA","2009"
