"year","date","site","plot","treatment","Species","cover","group","comments","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
2004,"9/20/2004",6,"2RU","R_BOGR2","CHCO2",0.1,"PFORB",NA,"Plantae","Solanaceae","Chamaesaracha","coronopus"
2004,"9/20/2004",6,"2RU","R_BOGR2","DANAN",0.2,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"2RU","R_BOGR2","GACO5",0.3,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2004,"9/20/2004",6,"2RU","R_BOGR2","ZIGR",0.1,"PFORB",NA,"Plantae","Asteraceae","Zinnia","grandiflora"
2004,"9/20/2004",6,"2RU","R_BOGR2","PAHA",0.3,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"2RU","R_BOGR2","SPCR",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"2RU","R_BOGR2","SEBA3",0.1,"SHRUB",NA,"Plantae","Fabaceae","Senna","bauhinioides"
2004,"9/20/2004",6,"2RU","R_BOGR2","SPWR",0.6,"SHRUB",NA,"Plantae","Malvaceae","Sphaeralcea","wrightii"
2004,"9/20/2004",6,"2TR","R_all","CHSES",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"2TR","R_all","MAGR10",1.7,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"2TR","R_all","PLPA2",4,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"2TR","R_all","ARAD",0.01,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"2TR","R_all","BOER4",0.1,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"2TR","R_all","BOGR2",0.2,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"2TR","R_all","GLBI2",1.5,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"2TR","R_all","LITT",2,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"2TR","R_all","CHAL11",1.5,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"2TR","R_all","GACO5",0.3,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2004,"9/20/2004",6,"2TR","R_all","HYFIC",0.4,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"2TR","R_all","MAPIP",0.01,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2004,"9/20/2004",6,"2TR","R_all","PAHA",0.1,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"2TR","R_all","SEBA3",0.01,"SHRUB",NA,"Plantae","Fabaceae","Senna","bauhinioides"
2004,"9/20/2004",6,"3C","control","CHGL13",0.1,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3C","control","CHSES",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"3C","control","CRCR3",0.1,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"3C","control","MAGR10",0.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"3C","control","PLPA2",0.9,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"3C","control","ARAD",0.6,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"3C","control","BOER4",1,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"3C","control","BOGR2",1.4,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"3C","control","GLBI2",1,NA,NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"3C","control","LITT",0.4,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3C","control","CHAL11",4,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"3C","control","DANAN",0.5,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"3C","control","ERWR",1.5,"PFORB",NA,"Plantae","Polygonaceae","Eriogonum","wrightii"
2004,"9/20/2004",6,"3C","control","HYFIC",0.1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"3C","control","STPA4",0.4,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2004,"9/20/2004",6,"3C","control","PAHA",0.1,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"3C","control","SPWR",0.3,"SHRUB",NA,"Plantae","Malvaceae","Sphaeralcea","wrightii"
2004,"9/20/2004",6,"3RU","R_BOGR2","CHGL13",0.1,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3RU","R_BOGR2","CHSES",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"3RU","R_BOGR2","CRCR3",2,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"3RU","R_BOGR2","DEOBO",0.5,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3RU","R_BOGR2","MATA2",0.1,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","tanacetifolia"
2004,"9/20/2004",6,"3RU","R_BOGR2","PLPA2",6.5,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"3RU","R_BOGR2","SAAB",0.1,"AFORB",NA,"Plantae","Asteraceae","Sanvitalia","abertii"
2004,"9/20/2004",6,"3RU","R_BOGR2","ARAD",0.6,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"3RU","R_BOGR2","BOER4",23,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"3RU","R_BOGR2","BRASS",0.7,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3RU","R_BOGR2","GLBI2",0.6,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"3RU","R_BOGR2","LITT",1.5,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3RU","R_BOGR2","CHAL11",19,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"3RU","R_BOGR2","CHCO2",1.9,"PFORB",NA,"Plantae","Solanaceae","Chamaesaracha","coronopus"
2004,"9/20/2004",6,"3RU","R_BOGR2","DANAN",1.7,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"3RU","R_BOGR2","OECAC2",0.4,"PFORB",NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,"9/20/2004",6,"3RU","R_BOGR2","POOL",0.1,"PFORB",NA,"Plantae","Portulacaceae","Portulaca","oleracea"
2004,"9/20/2004",6,"3RU","R_BOGR2","SPHA",0.2,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2004,"9/20/2004",6,"3RU","R_BOGR2","STPA4",0.9,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2004,"9/20/2004",6,"3RU","R_BOGR2","ZIGR",0.5,"PFORB",NA,"Plantae","Asteraceae","Zinnia","grandiflora"
2004,"9/20/2004",6,"3RU","R_BOGR2","ARPU9",2,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
2004,"9/20/2004",6,"3RU","R_BOGR2","PAHA",0.8,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"3RU","R_BOGR2","PLJA",7,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,"9/20/2004",6,"3RU","R_BOGR2","SPCR",2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"3TR","R_all","CRCR3",0.6,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"3TR","R_all","PLPA2",0.6,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"3TR","R_all","ARAD",0.5,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"3TR","R_all","BOER4",0.1,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"3TR","R_all","BOGR2",0.1,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"3TR","R_all","BRASS",0.01,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3TR","R_all","GLBI2",1.7,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"3TR","R_all","LITT",0.2,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"3TR","R_all","BREUC2",0.01,"PFORB",NA,"Plantae","Asteraceae","Brickellia","eupatorioides"
2004,"9/20/2004",6,"3TR","R_all","CHAL11",1.1,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"3TR","R_all","DANAN",0.5,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"3TR","R_all","HYFIC",0.1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"3TR","R_all","ZIGR",0.3,"PFORB",NA,"Plantae","Asteraceae","Zinnia","grandiflora"
2004,"9/20/2004",6,"3TR","R_all","PAHA",0.01,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"3TR","R_all","SPFL2",0.1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
2004,"9/20/2004",6,"3TR","R_all","GUSA2",0.1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2004,"9/20/2004",6,"3TR","R_all","SEBA3",0.1,"SHRUB",NA,"Plantae","Fabaceae","Senna","bauhinioides"
2004,"9/20/2004",6,"3TR","R_all","SPWR",0.01,"SHRUB",NA,"Plantae","Malvaceae","Sphaeralcea","wrightii"
2004,"9/20/2004",6,"4C","control","CHGL13",0.2,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4C","control","CHSES",2.7,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"4C","control","CRCR3",5,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"4C","control","DEOBO",0.01,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4C","control","MAGR10",0.5,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"4C","control","MEMU3",1.6,"AFORB",NA,"Plantae","Loasaceae","Mentzelia","multiflora"
2004,"9/20/2004",6,"4C","control","PLPA2",3.5,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"4C","control","ARAD",0.5,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"4C","control","BOBA2",0.2,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
2004,"9/20/2004",6,"4C","control","BOER4",4,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"4C","control","BOGR2",4.6,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"4C","control","GLBI2",2.3,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"4C","control","LITT",5,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4C","control","BREUC2",0.1,"PFORB",NA,"Plantae","Asteraceae","Brickellia","eupatorioides"
2004,"9/20/2004",6,"4C","control","CHAL11",6,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"4C","control","CHCO2",0.9,"PFORB",NA,"Plantae","Solanaceae","Chamaesaracha","coronopus"
2004,"9/20/2004",6,"4C","control","DANAN",2.8,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"4C","control","GACO5",1.8,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2004,"9/20/2004",6,"4C","control","SPHA",0.7,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2004,"9/20/2004",6,"4C","control","PAHA",0.2,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"4C","control","SPCR",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"4C","control","SEBA3",0.2,"SHRUB",NA,"Plantae","Fabaceae","Senna","bauhinioides"
2004,"9/20/2004",6,"4RU","R_BOGR2","CHGL13",0.1,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4RU","R_BOGR2","CHSES",1.6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"4RU","R_BOGR2","CRCR3",1.6,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"4RU","R_BOGR2","DEOBO",0.2,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4RU","R_BOGR2","MAGR10",0.6,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"4RU","R_BOGR2","MATA2",0.3,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","tanacetifolia"
2004,"9/20/2004",6,"4RU","R_BOGR2","PLPA2",6.5,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"4RU","R_BOGR2","SATR12",0.01,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","tragus"
2004,"9/20/2004",6,"4RU","R_BOGR2","BOER4",17,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"4RU","R_BOGR2","ECIN2",0.01,"CACTUS",NA,"Plantae","Cactaceae","Ecinomastus","intertextus"
2004,"9/20/2004",6,"4RU","R_BOGR2","GLBI2",1.9,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"4RU","R_BOGR2","LITT",7,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4RU","R_BOGR2","CHAL11",0.8,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"4RU","R_BOGR2","DANAN",0.9,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"4RU","R_BOGR2","ERAB2",1.3,"PFORB",NA,"Plantae","Polygonaceae","Eriogonum","abertianum"
2004,"9/20/2004",6,"4RU","R_BOGR2","HYFIC",0.5,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"4RU","R_BOGR2","SPHA",0.9,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2004,"9/20/2004",6,"4RU","R_BOGR2","PAHA",0.01,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"4RU","R_BOGR2","SPCR",0.1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"4TR","R_all","CHGL13",0.01,"AFORB",NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4TR","R_all","CHSES",0.4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"4TR","R_all","CRCR3",0.2,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"4TR","R_all","MAGR10",0.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"4TR","R_all","PLPA2",10,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"4TR","R_all","ARAD",0.3,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"4TR","R_all","BOER4",0.1,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"4TR","R_all","BOGR2",4.5,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"4TR","R_all","GLBI2",1.6,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"4TR","R_all","LITT",15,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"4TR","R_all","DANAN",10,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"4TR","R_all","GACO5",3,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2004,"9/20/2004",6,"4TR","R_all","HYFIC",0.8,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"4TR","R_all","MAPIP",0.2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2004,"9/20/2004",6,"4TR","R_all","STPA4",0.3,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2004,"9/20/2004",6,"4TR","R_all","SPCR",5.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"4TR","R_all","SEFLF",0.01,"SHRUB",NA,"Plantae","Asteraceae","Senecio","flaccidus"
2004,"9/20/2004",6,"5C","control","CHSES",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"5C","control","MAGR10",0.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"5C","control","PLPA2",0.6,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"5C","control","BOER4",1.2,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"5C","control","BOGR2",12,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"5C","control","ECIN2",0.01,"CACTUS",NA,"Plantae","Cactaceae","Ecinomastus","intertextus"
2004,"9/20/2004",6,"5C","control","BRASS",0.01,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"5C","control","GLBI2",0.1,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"5C","control","LITT",0.6,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"5C","control","DANAN",0.2,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"5C","control","GACO5",0.5,"PFORB",NA,"Plantae","Onagraceae","Gaura","coccinea"
2004,"9/20/2004",6,"5C","control","HYFIC",0.8,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"5RU","R_BOGR2","APRAH",0.5,"AFORB",NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
2004,"9/20/2004",6,"5RU","R_BOGR2","CHSES",2.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"5RU","R_BOGR2","CRCR3",0.4,"AFORB",NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,"9/20/2004",6,"5RU","R_BOGR2","MAGR10",1.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"5RU","R_BOGR2","PLPA2",5.8,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"5RU","R_BOGR2","BOER4",35.4,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"5RU","R_BOGR2","ECIN2",0.1,"CACTUS",NA,"Plantae","Cactaceae","Ecinomastus","intertextus"
2004,"9/20/2004",6,"5RU","R_BOGR2","GLBI2",0.8,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"5RU","R_BOGR2","LITT",3.6,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"5RU","R_BOGR2","CHAL11",4.2,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2004,"9/20/2004",6,"5RU","R_BOGR2","CHCO2",0.9,"PFORB",NA,"Plantae","Solanaceae","Chamaesaracha","coronopus"
2004,"9/20/2004",6,"5RU","R_BOGR2","DANAN",1.3,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"5RU","R_BOGR2","HYFIC",1.6,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"5RU","R_BOGR2","STPA4",0.5,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2004,"9/20/2004",6,"5RU","R_BOGR2","ARPU9",1.3,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
2004,"9/20/2004",6,"5RU","R_BOGR2","ENDE",1,"PGRASS",NA,"Plantae","Poaceae","Enneapogon","desvauxii"
2004,"9/20/2004",6,"5RU","R_BOGR2","PAHA",0.1,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"5RU","R_BOGR2","SPCR",2.9,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"5TR","R_all","CHSES",2.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2004,"9/20/2004",6,"5TR","R_all","MAGR10",1.3,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
2004,"9/20/2004",6,"5TR","R_all","PLPA2",5.5,"AFORB",NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,"9/20/2004",6,"5TR","R_all","ARAD",0.6,"AGRASS",NA,"Plantae","Poaceae","Aristida","adscensionis"
2004,"9/20/2004",6,"5TR","R_all","BOER4",0.9,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2004,"9/20/2004",6,"5TR","R_all","BOGR2",2.1,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,"9/20/2004",6,"5TR","R_all","GLBI2",0.3,"PFORB",NA,"Plantae","Verbenaceae","Glandularia","bipinnatifida"
2004,"9/20/2004",6,"5TR","R_all","LITT",4,NA,NA,NA,NA,NA,NA
2004,"9/20/2004",6,"5TR","R_all","DANAN",3.5,"PFORB",NA,"Plantae","Fabaceae","Dalea","nana"
2004,"9/20/2004",6,"5TR","R_all","HYFIC",4.5,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,"9/20/2004",6,"5TR","R_all","MAPIP",0.01,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2004,"9/20/2004",6,"5TR","R_all","STPA4",0.1,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2004,"9/20/2004",6,"5TR","R_all","ARPU9",0.01,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
2004,"9/20/2004",6,"5TR","R_all","ENDE",0.1,"PGRASS",NA,"Plantae","Poaceae","Enneapogon","desvauxii"
2004,"9/20/2004",6,"5TR","R_all","PAHA",0.1,"PGRASS",NA,"Plantae","Poaceae","Panicum","hallii"
2004,"9/20/2004",6,"5TR","R_all","SPCR",4.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2004,"9/20/2004",6,"5TR","R_all","GUSA2",0.01,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2005,"9/13/2005",1,"1C","control","ASNU4",0.1,"AFORB",NA,"Plantae","Fabaceae","Astragalus","nuttallianus"
2005,"9/13/2005",1,"1C","control","CHMI7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","micromera"
2005,"9/13/2005",1,"1C","control","CHSE7",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2005,"9/13/2005",1,"1C","control","CHSES",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2005,"9/13/2005",1,"1C","control","SATR12",1.5,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","tragus"
2005,"9/13/2005",1,"1C","control","BOGR2",40,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
2005,"9/13/2005",1,"1C","control","ESVIV",0.01,"CACTUS",NA,NA,NA,NA,NA
2005,"9/13/2005",1,"1C","control","LITT",10,NA,NA,NA,NA,NA,NA
2005,"9/13/2005",1,"1C","control","SOIL",45,NA,NA,NA,NA,NA,NA
2005,"9/13/2005",1,"1C","control","SOEL",0.2,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
2005,"9/13/2005",1,"1C","control","SPHA",0.7,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
2005,"9/13/2005",1,"1C","control","STPA4",0.1,"PFORB",NA,"Plantae","Asteraceae","Stephanomeria","pauciflora"
2005,"9/13/2005",1,"1C","control","PLJA",0.5,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2005,"9/13/2005",1,"1C","control","SPFL2",0.6,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
2005,"9/13/2005",1,"1C","control","GUSA2",2,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2005,"9/13/2005",1,"1RU","R_BOGR2","CHMI7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","micromera"
2005,"9/13/2005",1,"1RU","R_BOGR2","CHSE7",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
2005,"9/13/2005",1,"1RU","R_BOGR2","CHSES",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
2005,"9/13/2005",1,"1RU","R_BOGR2","BOER4",5,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2005,"9/13/2005",1,"1RU","R_BOGR2","LITT",10,NA,NA,NA,NA,NA,NA
2005,"9/13/2005",1,"1RU","R_BOGR2","SOIL",45,NA,NA,NA,NA,NA,NA
2005,"9/13/2005",1,"1RU","R_BOGR2","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
2005,"9/13/2005",1,"1RU","R_BOGR2","CHAL11",0.3,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
2005,"9/13/2005",1,"1RU","R_BOGR2","CHER2",1,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
2005,"9/13/2005",1,"1RU","R_BOGR2","HYFIC",0.1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2005,"9/13/2005",1,"1RU","R_BOGR2","SOEL",0.5,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
