"PERIOD","DATE","PLOT","LN","QUAD","PSPP","PCOV","PHT","PF","KRF","RBF","SDUNK","SDP","SDKR","SDRD","SDAN","BY","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
"S01","04/23/01","PK",5,2,"CRCR3",13,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",5,3,"CRCR3",19,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",5,4,"CRCR3",13,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",5,5,"CRCR3",9,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",5,6,"CRCR3",19,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",5,7,"CRCR3",13,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,7,"CRCR3",23,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,6,"CRCR3",24,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,4,"CRCR3",16,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,3,"CRCR3",16,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,2,"CRCR3",21,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",6,1,"CRCR3",8,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,1,"CRCR3",14,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,2,"CRCR3",16,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,3,"CRCR3",15,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,4,"CRCR3",8,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,5,"CRCR3",13,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,6,"CRCR3",10,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",7,7,"CRCR3",17,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
"S01","04/23/01","PK",4,7,"DEPI",6,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,6,"DEPI",0.3,"12",0,0,0,0,0,0,0,1,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,5,"DEPI",2,"20",0,0,2,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,4,"DEPI",12,"19",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,3,"DEPI",12,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,2,"DEPI",5,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",4,1,"DEPI",5,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",5,2,"DEPI",33,"20",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",5,3,"DEPI",19,"21",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",5,5,"DEPI",27,"20",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",5,6,"DEPI",5,"20",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",5,7,"DEPI",2,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,7,"DEPI",10,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,6,"DEPI",4,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,5,"DEPI",0.1,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,4,"DEPI",0.5,"17",2,0,1,1,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,3,"DEPI",6,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,2,"DEPI",19,"27",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",6,1,"DEPI",7,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,1,"DEPI",1,"23",0,0,0,2,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,2,"DEPI",6,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,3,"DEPI",9,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,4,"DEPI",0.5,"15",5,0,5,3,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,5,"DEPI",5,"22",0,0,2,0.3,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,6,"DEPI",27,"21",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",7,7,"DEPI",5,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,1,"DEPI",0.7,"38",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,2,"DEPI",1.5,"28",1,0,1,2,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,3,"DEPI",9,"42",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,4,"DEPI",3.5,"30",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,5,"DEPI",29,"35",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,6,"DEPI",36,"34",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,7,"DEPI",8,"43",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,7,"DEPI",7,"42",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,6,"DEPI",15,"31",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,5,"DEPI",14,"41",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,4,"DEPI",8,"33",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,3,"DEPI",11,"33",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,2,"DEPI",4,"36",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",2,1,"DEPI",15,"41",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,1,"DEPI",6,"36",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,2,"DEPI",27,"42",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,3,"DEPI",75,"36",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,4,"DEPI",24,"44",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,6,"DEPI",11,"37",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",3,7,"DEPI",18,"37",0,0,0,0,0,0,0,0,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
"S01","04/23/01","PK",1,3,"ERAB2",0.1,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Polygonaceae","Eriogonum","abertianum"
"S01","04/23/01","PK",1,4,"ERAB2",0.3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Polygonaceae","Eriogonum","abertianum"
"S01","04/23/01","PK",3,5,"ERAB2",0.1,"2",4,0,0,0,0,0,0,0,NA,"Plantae","Polygonaceae","Eriogonum","abertianum"
"S01","04/23/01","PK",5,4,"ERRO2",0.1,"2",2,0,0,0,0,0,0,0,NA,"Plantae","Polygonaceae","Eriogonum","rotundifolium"
"S01","04/23/01","PK",6,3,"ERRO2",0.5,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Polygonaceae","Eriogonum","rotundifolium"
"S01","04/23/01","PK",1,3,"GUWR",0.3,"7",13,0,3,0,0,0,0,0.4,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,5,"GUWR",0.9,"6",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,6,"GUWR",0.1,"3",7,1,4,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,7,"GUWR",0.1,"3",4,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA
"S01","04/23/01","PK",6,3,"LEDED",0.1,"5",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,1,"MAFE",1,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",1,5,"MAFE",0.2,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",1,6,"MAFE",0.2,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",3,7,"MAFE",0.3,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",4,7,"MAFE",0.5,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",4,1,"MAFE",0.3,"2",0,0,3,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",5,3,"MAFE",0.1,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",5,5,"MAFE",0.5,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",5,6,"MAFE",0.1,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",5,7,"MAFE",1,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",6,6,"MAFE",0.3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",6,5,"MAFE",0.8,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",6,4,"MAFE",0.3,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",6,2,"MAFE",0.3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",6,1,"MAFE",0.3,"2",1,0,0,0.3,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,1,"MAFE",0.3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,3,"MAFE",1,"8",2,0,2,5,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,4,"MAFE",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,5,"MAFE",1,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,7,"MAFE",1,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Malacothrix","fendleri"
"S01","04/23/01","PK",7,2,"OEAL",0.1,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Onagraceae","Oenothera","albicaulis"
"S01","04/23/01","PK",5,1,"OECEC2",0.3,"2",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",6,3,"OECEC2",0.1,"2",2,0,10,0,0,0,0.3,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",6,1,"OECEC2",0.3,"4",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,7,"OECEC2",0.1,"2",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",2,5,"OECEC2",0.4,"6",1,0,0,0,60,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",2,3,"OECEC2",2.2,"6",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",2,1,"OECEC2",0.3,"3",3,0,2,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",3,5,"OECEC2",0.2,"8",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",3,7,"OECEC2",0.4,"8",2,0,0,6,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",1,3,"PHIN",1.7,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia"
"S01","04/23/01","PK",1,4,"PHIN",4.2,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia"
"S01","04/23/01","PK",1,5,"PHIN",2.2,"21",10,0,1,0,0,0,0,0,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia"
"S01","04/23/01","PK",2,7,"PHIN",0.4,"12",3,0,0,0,0,8,0,1,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia"
"S01","04/23/01","PK",3,5,"PHIN",0.3,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Hydrophyllaceae","Phacelia","integrifolia"
"S01","04/23/01","PK",1,1,"PLPA2",3,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,2,"PLPA2",2.4,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,3,"PLPA2",13,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,4,"PLPA2",6,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,5,"PLPA2",8.5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,6,"PLPA2",9,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",1,7,"PLPA2",1.9,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,7,"PLPA2",3.5,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,5,"PLPA2",0.1,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,4,"PLPA2",8,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,3,"PLPA2",10,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,2,"PLPA2",10,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,1,"PLPA2",4,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,1,"PLPA2",3,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,2,"PLPA2",4,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,3,"PLPA2",1.5,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,4,"PLPA2",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,5,"PLPA2",1.4,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,6,"PLPA2",1,"9",0,0,0,0,10,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",3,7,"PLPA2",1,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,7,"PLPA2",2,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,5,"PLPA2",0.5,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,4,"PLPA2",1,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,3,"PLPA2",2,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,2,"PLPA2",0.5,"6",0,0,0,0,0,0,1,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",4,1,"PLPA2",2,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,1,"PLPA2",5,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,2,"PLPA2",4,"6",0,0,0,4,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,3,"PLPA2",3,"8",4,0,1,3,0,0,0.25,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,4,"PLPA2",1,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,5,"PLPA2",1,"7",2,0,0,0,0,0,0,20,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,6,"PLPA2",1,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",5,7,"PLPA2",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,7,"PLPA2",3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,6,"PLPA2",1,"9",2,0,1,0,0,0,5,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,5,"PLPA2",0.3,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,4,"PLPA2",1,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,3,"PLPA2",1,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,2,"PLPA2",2,"7",1,0,5,0,0,0,5,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",6,1,"PLPA2",4,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,1,"PLPA2",2,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,2,"PLPA2",7,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,3,"PLPA2",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,4,"PLPA2",5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,5,"PLPA2",2,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,6,"PLPA2",1,"7",2,0,6,0,0,0,3,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",7,7,"PLPA2",1,"7",0,0,3,8,0,0,0,0,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
"S01","04/23/01","PK",2,6,"SAKA",0.1,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"S01","04/23/01","PK",2,1,"SAKA",0.1,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"S01","04/23/01","PK",3,1,"SAKA",0.1,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"S01","04/23/01","PK",3,2,"SAKA",0.1,"4",2,1,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"S01","04/23/01","PK",3,1,"THAR",0.5,"14",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","PK",7,1,"UNK",0.1,"7",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"S01","04/23/01","T",1,2,"APRAH",3,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",1,3,"APRAH",1,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",1,4,"APRAH",5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",1,7,"APRAH",0.1,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",2,6,"APRAH",1,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",2,5,"APRAH",0.5,"4",0,0,1,16,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",3,2,"APRAH",2,"5",0,0,0,0,0,0,2,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",3,3,"APRAH",1,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",3,5,"APRAH",0.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",3,6,"APRAH",1.5,"8",0,0,3,0,0,0,0.3,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",3,7,"APRAH",0.5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",4,6,"APRAH",0.5,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",4,4,"APRAH",1,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",4,3,"APRAH",0.5,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",4,2,"APRAH",5,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",5,2,"APRAH",0.5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",5,3,"APRAH",0.5,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",5,4,"APRAH",0.5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,6,"APRAH",4,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,5,"APRAH",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,4,"APRAH",1,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,3,"APRAH",1,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,2,"APRAH",3,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",7,2,"APRAH",2,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
"S01","04/23/01","T",6,2,"APRAH",1,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Aphanostephus","ramosissimus"
