"Year","Species","plot","cover","quadrats","plot_id","Taxa_kingdom","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","site"
1992,"Distichlis/s.patens","PLOT2A",186,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1993,"Juncus","PLOT2A",113,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1993,"Bare","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1993,"Litt/wrack","PLOT2A",63,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1993,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1993,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1993,"Distichlis","PLOT2A",52,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1993,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1993,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1993,"Distichlis/s.patens","PLOT2A",52,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1994,"Juncus","PLOT2A",116,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1994,"Bare","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1994,"Litt/wrack","PLOT2A",30,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1994,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1994,"S.patens","PLOT2A",66,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1994,"Distichlis","PLOT2A",150,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1994,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1994,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1994,"Distichlis/s.patens","PLOT2A",169,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1995,"Juncus","PLOT2A",123,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1995,"Bare","PLOT2A",1,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1995,"Litt/wrack","PLOT2A",32,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1995,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1995,"S.patens","PLOT2A",76,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1995,"Distichlis","PLOT2A",170,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1995,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1995,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1995,"Distichlis/s.patens","PLOT2A",175,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1996,"Juncus","PLOT2A",127,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1996,"Bare","PLOT2A",51,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1996,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1996,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1996,"S.patens","PLOT2A",57,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1996,"Distichlis","PLOT2A",116,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1996,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1996,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1996,"Distichlis/s.patens","PLOT2A",137,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1997,"Juncus","PLOT2A",122,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1997,"Bare","PLOT2A",6,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1997,"Litt/wrack","PLOT2A",68,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1997,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1997,"S.patens","PLOT2A",51,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1997,"Distichlis","PLOT2A",103,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1997,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1997,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1997,"Distichlis/s.patens","PLOT2A",126,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1998,"Juncus","PLOT2A",130,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1998,"Bare","PLOT2A",14,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1998,"Litt/wrack","PLOT2A",39,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1998,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1998,"S.patens","PLOT2A",45,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1998,"Distichlis","PLOT2A",82,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1998,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1998,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1998,"Distichlis/s.patens","PLOT2A",107,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1999,"Juncus","PLOT2A",133,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1999,"Bare","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1999,"Litt/wrack","PLOT2A",46,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1999,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1999,"S.patens","PLOT2A",25,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1999,"Distichlis","PLOT2A",104,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1999,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1999,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1999,"Distichlis/s.patens","PLOT2A",116,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2000,"Juncus","PLOT2A",139,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2000,"Bare","PLOT2A",51,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2000,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2000,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2000,"S.patens","PLOT2A",65,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2000,"Distichlis","PLOT2A",67,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2000,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2000,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2000,"Distichlis/s.patens","PLOT2A",106,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2001,"Juncus","PLOT2A",152,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2001,"Bare","PLOT2A",37,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2001,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2001,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2001,"S.patens","PLOT2A",50,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2001,"Distichlis","PLOT2A",74,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2001,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2001,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2001,"Distichlis/s.patens","PLOT2A",89,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2002,"Juncus","PLOT2A",154,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2002,"Bare","PLOT2A",18,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2002,"Litt/wrack","PLOT2A",6,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2002,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2002,"S.patens","PLOT2A",26,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2002,"Distichlis","PLOT2A",79,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2002,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2002,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2002,"Distichlis/s.patens","PLOT2A",83,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2003,"Juncus","PLOT2A",163,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2003,"Bare","PLOT2A",27,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2003,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2003,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2003,"S.patens","PLOT2A",54,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2003,"Distichlis","PLOT2A",74,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2003,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2003,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2003,"Distichlis/s.patens","PLOT2A",87,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2004,"Juncus","PLOT2A",171,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2004,"Bare","PLOT2A",22,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2004,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2004,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2004,"S.patens","PLOT2A",48,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2004,"Distichlis","PLOT2A",36,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2004,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2004,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2004,"Distichlis/s.patens","PLOT2A",70,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2005,"Juncus","PLOT2A",166,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2005,"Bare","PLOT2A",30,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2005,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2005,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2005,"S.patens","PLOT2A",43,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2005,"Distichlis","PLOT2A",46,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2005,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2005,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2005,"Distichlis/s.patens","PLOT2A",67,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2006,"Juncus","PLOT2A",176,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2006,"Bare","PLOT2A",1,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2006,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2006,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2006,"S.patens","PLOT2A",15,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2006,"Distichlis","PLOT2A",55,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2006,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2006,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2006,"Distichlis/s.patens","PLOT2A",62,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2007,"Juncus","PLOT2A",178,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2007,"Bare","PLOT2A",28,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2007,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2007,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2007,"S.patens","PLOT2A",15,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2007,"Distichlis","PLOT2A",48,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2007,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2007,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2007,"Distichlis/s.patens","PLOT2A",52,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2008,"Juncus","PLOT2A",175,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2008,"Bare","PLOT2A",26,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2008,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2008,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2008,"S.patens","PLOT2A",13,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2008,"Distichlis","PLOT2A",45,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2008,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2008,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2008,"Distichlis/s.patens","PLOT2A",48,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2009,"Juncus","PLOT2A",181,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2009,"Bare","PLOT2A",22,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2009,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2009,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2009,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2009,"Distichlis","PLOT2A",55,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2009,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2009,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2009,"Distichlis/s.patens","PLOT2A",55,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2010,"Juncus","PLOT2A",193,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2010,"Bare","PLOT2A",12,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2010,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2010,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2010,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2010,"Distichlis","PLOT2A",39,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2010,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2010,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2010,"Distichlis/s.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2011,"Juncus","PLOT2A",NA,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2011,"Bare","PLOT2A",NA,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2011,"Litt/wrack","PLOT2A",NA,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2011,"S.alter","PLOT2A",NA,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2011,"S.patens","PLOT2A",NA,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2011,"Distichlis","PLOT2A",NA,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2011,"Limonium","PLOT2A",NA,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2011,"Salicornia","PLOT2A",NA,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2011,"Distichlis/s.patens","PLOT2A",NA,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2012,"Juncus","PLOT2A",188,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2012,"Bare","PLOT2A",25,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2012,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2012,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2012,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2012,"Distichlis","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2012,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2012,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2012,"Distichlis/s.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2013,"Juncus","PLOT2A",191,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2013,"Bare","PLOT2A",20,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2013,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2013,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2013,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2013,"Distichlis","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2013,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2013,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2013,"Distichlis/s.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2014,"Juncus","PLOT2A",190,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2014,"Bare","PLOT2A",15,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2014,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
2014,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2014,"S.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2014,"Distichlis","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2014,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2014,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2014,"Distichlis/s.patens","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1990,"Juncus","PLOT2B",101,"B","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1990,"Bare","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1990,"Litt/wrack","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1990,"S.alter","PLOT2B",0,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1990,"S.patens","PLOT2B",23,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1990,"Distichlis","PLOT2B",196,"B","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1990,"Limonium","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1990,"Salicornia","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1990,"Distichlis/s.patens","PLOT2B",196,"B","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1991,"Juncus","PLOT2B",97,"B","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1991,"Bare","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1991,"Litt/wrack","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1991,"S.alter","PLOT2B",0,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1991,"S.patens","PLOT2B",0,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1991,"Distichlis","PLOT2B",196,"B","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1991,"Limonium","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1991,"Salicornia","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1991,"Distichlis/s.patens","PLOT2B",196,"B","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1992,"Juncus","PLOT2B",105,"B","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1992,"Bare","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1992,"Litt/wrack","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1992,"S.alter","PLOT2B",0,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1992,"S.patens","PLOT2B",34,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1992,"Distichlis","PLOT2B",188,"B","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1992,"Limonium","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1992,"Salicornia","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1992,"Distichlis/s.patens","PLOT2B",197,"B","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1993,"Juncus","PLOT2B",104,"B","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1993,"Bare","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1993,"Litt/wrack","PLOT2B",73,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1993,"S.alter","PLOT2B",0,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1993,"S.patens","PLOT2B",11,"B","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1993,"Distichlis","PLOT2B",172,"B","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1993,"Limonium","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1993,"Salicornia","PLOT2B",0,"B","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1993,"Distichlis/s.patens","PLOT2B",NA,"B","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1994,"Juncus","PLOT2B",120,"B","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1994,"Bare","PLOT2B",0,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
1994,"Litt/wrack","PLOT2B",46,"B","PLOT2","NA","NA","NA","NA","NA","UPC"
