"PERIOD","DATE","PLOT","TRAN","SEC","SPP","AGE","SEX","SUB","CNT","Taxa_genus","Taxa_species"
"F99","10/10/1999","PK",5,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",5,5,"TRPA","A","F","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"AUFE","A","F","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,1,"PSSP","2","N","GRND","2",NA,NA
"F99","10/10/1999","PK",7,1,"PSSP","2","N","SPCR","1",NA,NA
"F99","10/10/1999","PK",7,1,"TRFO","A","M","TILA2","1"," Tropidolophus"," formosus"
"F99","10/10/1999","PK",7,1,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","PK",7,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"TRPA","A","F","GRND","4"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"TRPA","A","M","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"TRPA","A","M","GRND","3"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,2,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,2,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,2,"MEGL","A","F","SCBR2","1"," Melanoplus"," gladstoni"
"F99","10/10/1999","PK",7,2,"PSSP","2","N","MUAR","1",NA,NA
"F99","10/10/1999","PK",7,2,"PSSP","2","N","MUAR","2",NA,NA
"F99","10/10/1999","PK",7,2,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,3,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,3,"MEAZ","A","F","SCBR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","PK",7,3,"MELA","A","F","SCBR2","1"," Melanoplus"," lakinus"
"F99","10/10/1999","PK",7,3,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","PK",7,3,"PSSP","2","N","SCBR2","2",NA,NA
"F99","10/10/1999","PK",7,3,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","PK",7,3,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","PK",7,3,"TRPA","A","F","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,3,"TRPA","A","M","GRND","4"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,3,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,4,"BRMA","A","F","GRND","1"," Brachystola"," magna"
"F99","10/10/1999","PK",7,4,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","PK",7,4,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","PK",7,4,"PSSP","2","N","MUAR","1",NA,NA
"F99","10/10/1999","PK",7,4,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","PK",7,4,"TRKI","A","F","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","PK",7,4,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,4,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,5,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,5,"DABI","A","F","GRND","1"," Dactylotum"," bicolor"
"F99","10/10/1999","PK",7,5,"MEAZ","A","F","TILA2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","PK",7,5,"MELA","A","M","SCBR2","1"," Melanoplus"," lakinus"
"F99","10/10/1999","PK",7,5,"TRFO","A","F","TILA2","2"," Tropidolophus"," formosus"
"F99","10/10/1999","PK",7,5,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","PK",7,5,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,6,"AUFE","A","F","SPCR","1"," Aulocara"," femoratum"
"F99","10/10/1999","PK",7,6,"PAPA","A","M","SPCR","1"," Paropomala"," pallida"
"F99","10/10/1999","PK",7,6,"PSSP","2","N","SCBR2","2",NA,NA
"F99","10/10/1999","PK",7,6,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","PK",7,6,"TRPA","A","M","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","PK",7,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,1,"ERSI","A","F","SPCR","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,1,"MEGL","A","F","SCBR2","1"," Melanoplus"," gladstoni"
"F99","10/10/1999","T",1,1,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,1,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,1,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,1,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,2,"MEAZ","A","F","SCBR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",1,2,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",1,2,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",1,2,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,3,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",1,3,"ERSI","A","M","BOER4","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,3,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,3,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,3,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,3,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,3,"PAPA","A","M","GRND","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,3,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,4,"AUFE","A","F","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",1,4,"PAPA","A","M","SPCR","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,5,"DABI","A","M","SCBR2","1"," Dactylotum"," bicolor"
"F99","10/10/1999","T",1,5,"ERSI","A","F","BOER4","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,5,"ERSI","A","F","SCBR2","1"," Eritettix"," simplex"
"F99","10/10/1999","T",1,5,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,5,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",1,5,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,5,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,6,"AUEL","A","F","MUAR","1"," Aulocara"," elliotti"
"F99","10/10/1999","T",1,6,"MEAZ","A","M","BOBA2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",1,6,"MEAZ","A","F","MUAR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",1,6,"MEAZ","A","F","MUAR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",1,6,"MEAZ","A","M","TILA2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",1,6,"PSSP","2","N","MUAR","1",NA,NA
"F99","10/10/1999","T",1,6,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",1,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",1,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,1,"MEAZ","A","F","BOER4","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",3,1,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",3,1,"PSSP","2","N","BOER4","1",NA,NA
"F99","10/10/1999","T",3,1,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,2,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",3,2,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",3,2,"ERSI","A","F","BOER4","1"," Eritettix"," simplex"
"F99","10/10/1999","T",3,2,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",3,3,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",3,3,"ERSI","A","M","SCBR2","1"," Eritettix"," simplex"
"F99","10/10/1999","T",3,3,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",3,3,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",3,3,"PAPA","A","M","SPCR","1"," Paropomala"," pallida"
"F99","10/10/1999","T",3,3,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,3,"TRKI","A","F","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","T",3,4,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",3,4,"MELA","A","M","SPCR","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",3,4,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",3,5,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,5,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","T",3,5,"TRPA","A","M","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,5,"TRPA","A","F","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,6,"ARPS","A","F","GRND","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",3,6,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,6,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,6,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",3,6,"TRKI","A","F","GRND","1"," Trachyrhachis"," kiowa"
"F99","10/10/1999","T",3,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,6,"TRPA","A","M","GRND","2"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",3,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,1,"AUEL","A","F","GRND","1"," Aulocara"," elliotti"
"F99","10/10/1999","T",5,1,"AUFE","A","M","MOSQ","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,1,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,1,"AUFE","A","F","SPCR","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,1,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F99","10/10/1999","T",5,1,"MEAZ","A","F","SPCR","2"," Melanoplus"," arizonae"
"F99","10/10/1999","T",5,1,"PAPA","A","M","GRND","2"," Paropomala"," pallida"
"F99","10/10/1999","T",5,1,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",5,2,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,2,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",5,2,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",5,2,"PSSP","2","N","MUAR2","1",NA,NA
"F99","10/10/1999","T",5,2,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",5,3,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,3,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",5,3,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",5,3,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",5,3,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",5,3,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,4,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",5,4,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F99","10/10/1999","T",5,4,"MEAZ","A","F","SCBR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",5,4,"MELA","A","M","POOL","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",5,4,"MELA","A","M","SPCR","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",5,4,"MELA","A","F","SPCR","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",5,4,"PSSP","2","N","SCBR2","2",NA,NA
"F99","10/10/1999","T",5,4,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,4,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,5,"ARPS","A","F","SCBR2","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",5,5,"MELA","A","M","SPCR","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",5,5,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",5,5,"TRPA","A","M","GRND","3"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,5,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,6,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,6,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",5,6,"MEAZ","A","F","BOGR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",5,6,"MEAZ","A","M","KAPA","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",5,6,"TRFO","A","M","SPCR","1"," Tropidolophus"," formosus"
"F99","10/10/1999","T",5,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",5,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,1,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",7,1,"MEAZ","A","F","SCBR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,1,"MEAZ","A","F","SCBR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,1,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,1,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,1,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",7,2,"AUFE","A","F","GRND","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",7,2,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,2,"PSSP","2","N","BOER4","1",NA,NA
"F99","10/10/1999","T",7,2,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",7,2,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",7,2,"PSSP","2","N","SPCR","1",NA,NA
"F99","10/10/1999","T",7,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,3,"MEAZ","A","M","BOGR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,3,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,3,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,3,"OPOB","A","F","BOGR2","1"," Opeia"," obscura"
"F99","10/10/1999","T",7,3,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,4,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F99","10/10/1999","T",7,4,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F99","10/10/1999","T",7,4,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",7,4,"MEAZ","A","M","BOGR2","1"," Melanoplus"," arizonae"
"F99","10/10/1999","T",7,4,"PSSP","2","N","SCBR2","1",NA,NA
"F99","10/10/1999","T",7,5,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F99","10/10/1999","T",7,5,"PAPA","A","M","ARWR","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,5,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,5,"PSSP","2","N","GRND","1",NA,NA
"F99","10/10/1999","T",7,6,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F99","10/10/1999","T",7,6,"MELA","A","M","SCBR2","1"," Melanoplus"," lakinus"
"F99","10/10/1999","T",7,6,"PAPA","A","F","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,6,"PAPA","A","M","BOER4","1"," Paropomala"," pallida"
"F99","10/10/1999","T",7,6,"PSSP","2","N","SCBR2","2",NA,NA
"F99","10/10/1999","T",7,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F99","10/10/1999","T",7,6,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"S00","5/26/2000","K",1,1,"AGDE","1","N","ERPU","1"," Ageneotettix"," deorum"
"S00","5/26/2000","K",1,1,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,1,"ERSI","2","N","HIJA","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,1,"ERSI","2","N","HIJA","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,1,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,1,"PSDE","A","M","SCBR2","B"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","M","HIJA","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,2,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",1,2,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",1,2,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",1,3,"PAPA","2","N","BOER4","1"," Paropomala"," pallida"
"S00","5/26/2000","K",1,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,4,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S00","5/26/2000","K",1,4,"COOC","A","M","MUAR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",1,4,"PAPA","2","N","BOER4","2"," Paropomala"," pallida"
"S00","5/26/2000","K",1,4,"PSDE","A","F","ARPU","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,4,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,4,"PSDE","A","F","GRND","2"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,4,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",1,5,"COOC","A","M","ARPU","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",1,5,"ERSI","1","N","SCBR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,5,"ERSI","2","N","HIJA","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,5,"PAPA","2","N","BOGR2","1"," Paropomala"," pallida"
"S00","5/26/2000","K",1,5,"PAPA","3","N","SPCR","1"," Paropomala"," pallida"
"S00","5/26/2000","K",1,5,"PAPA","2","N","HIJA","1"," Paropomala"," pallida"
"S00","5/26/2000","K",1,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,5,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,6,"ERSI","A","M","BOGR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,6,"ERSI","2","N","BOGR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",1,6,"PAPA","2","N","BOGR2","1"," Paropomala"," pallida"
"S00","5/26/2000","K",1,6,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,6,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",1,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S00","5/26/2000","K",1,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"S00","5/26/2000","K",1,6,"TRPA","A","F","SCBR2","1"," Trimerotropis"," pallidipennis"
"S00","5/26/2000","K",3,1,"ERSI","3","N","ARPU","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,1,"ERSI","A","M","BOGR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,1,"ERSI","3","N","BOGR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,1,"ERSI","A","F","PAOB","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,1,"PAPA","2","N","BOER4","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,1,"PAPA","2","N","BOGR2","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,1,"PAPA","2","N","PAOB","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,1,"PSDE","A","M","BUDA","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,1,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",3,2,"COOC","3","N","SCBR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",3,2,"PAPA","2","N","SCBR2","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,2,"PSDE","A","F","ERPU","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,2,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,2,"PSDE","A","M","BOGR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,3,"PAPA","2","N","BOGR2","2"," Paropomala"," pallida"
"S00","5/26/2000","K",3,3,"PSDE","A","M","GRND","2"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,3,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,3,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,3,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,4,"COOC","A","F","BOGR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",3,4,"COOC","3","N","SCBR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",3,4,"ERSI","2","N","BOGR2","3"," Eritettix"," simplex"
"S00","5/26/2000","K",3,4,"ERSI","2","N","SCBR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,4,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,4,"PAPA","2","N","BOGR2","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,4,"PAPA","2","N","BOER4","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,4,"PAPA","2","N","HIJA","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,4,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,5,"ARCO","A","M","GRND","1"," Arphia"," conspersa"
"S00","5/26/2000","K",3,5,"ERSI","A","F","PAOB","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,5,"ERSI","A","M","SPCR","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,5,"ERSI","A","F","BOER4","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,5,"PAPA","2","N","BOER4","1"," Paropomala"," pallida"
"S00","5/26/2000","K",3,5,"PSDE","A","M","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"ARCO","A","F","GRND","1"," Arphia"," conspersa"
"S00","5/26/2000","K",3,6,"ERSI","1","N","MUAR1","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,6,"ERSI","2","N","SCBR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",3,6,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","M","BOER4","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","M","SPCR","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","M","BOGR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","M","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","F","SCBR2","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"PSDE","A","F","GRND","1"," Psoloessa"," delicatula"
"S00","5/26/2000","K",3,6,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"S00","5/26/2000","K",5,1,"COOC","A","M","BOGR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",5,1,"COOC","A","F","SCBR2","1"," Cordillacris"," occipitalis"
"S00","5/26/2000","K",5,1,"ERSI","3","N","BOGR2","1"," Eritettix"," simplex"
"S00","5/26/2000","K",5,1,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
